custom_lambda_0.0060 Coefficients
==================================================
Bias Term      : 0.007578
V138           : -0.013046
V139           : -0.004213
V140           : 0.012498
V141           : 0.002778
V142           : 0.003998
V143           : -0.009187
V144           : -0.002900
V145           : 0.008146
V146           : -0.004913
V147           : -0.008450
V148           : 0.004354
V149           : 0.003547
V150           : -0.010349
V151           : -0.009752
V152           : 0.013319
V153           : -0.009459
V154           : -0.009583
V155           : 0.010014
V156           : -0.008205
V157           : 0.004256
V158           : 0.003089
V159           : -0.008281
V160           : -0.002035
V161           : 0.005273
V162           : -0.005882
V163           : -0.007417
V164           : 0.000000
V165           : 0.004278
V166           : -0.012993
V167           : -0.001344
V168           : 0.012912
V169           : 0.009237
V170           : -0.005845
V171           : 0.004898
V172           : -0.000000
V173           : 0.012964
V174           : 0.000000
V175           : -0.005093
V176           : 0.004772
V177           : 0.003567
V178           : 0.004431
V179           : -0.013062
V180           : -0.006156
V181           : 0.008670
V182           : -0.014557
V183           : 0.006909
V184           : -0.000518
V185           : -0.005312
V186           : -0.001604
V187           : -0.000000
V188           : -0.010075
V189           : -0.009706
V190           : -0.002180
V191           : 0.012772
V192           : 0.003420
V193           : -0.009779
V194           : -0.009067
V195           : -0.012853
V196           : 0.012970
V197           : -0.006468
V198           : -0.007501
V199           : 0.005695
V200           : -0.007355
V201           : -0.007656
V202           : -0.018208
V203           : 0.005077
V204           : -0.009871
V205           : -0.005555
V206           : -0.009982
V207           : 0.002093
V208           : -0.007047
V209           : 0.006977
V210           : -0.009041
V211           : 0.008972
V212           : 0.004736
V213           : -0.001407
V214           : 0.005434
V215           : 0.001317
V216           : -0.004287
V217           : -0.006366
V218           : -0.007966
V219           : 0.001118
V220           : -0.006735
V221           : -0.006432
V222           : -0.004717
V223           : -0.007704
V224           : -0.006427
V225           : 0.010031
V226           : -0.024512
V227           : -0.007378
V228           : -0.010869
V229           : -0.001490
V230           : -0.007787
V231           : -0.001587
V232           : -0.008088
V233           : -0.012105
V234           : -0.005820
V235           : -0.011107
V236           : -0.006738
V237           : -0.000901
V238           : -0.001595
V239           : 0.002256
V240           : 0.004600
V241           : 0.002897
V242           : -0.006844
V243           : -0.004265
V244           : -0.009647
V245           : 0.007208
V246           : 0.004136
V247           : 0.005743
V248           : -0.011708
V249           : -0.004594
V250           : -0.011145
V251           : -0.005671
V252           : 0.001559
V253           : 0.002284
V254           : -0.013582
V255           : 0.008730
V256           : 0.000459
V257           : 0.006867
V258           : -0.010451
V259           : -0.014332
V260           : 0.002728
V261           : -0.003567
V262           : -0.006079
V263           : 0.004220
V264           : 0.003062
V265           : -0.012629
V266           : -0.008798
V267           : 0.003899
V268           : -0.000931
V269           : 0.005673
V270           : -0.012295
V271           : -0.007669
V272           : 0.002579
V273           : -0.007737
V274           : -0.001959
V275           : 0.005664
V276           : -0.002614
V277           : -0.016600
V278           : -0.000478
V279           : -0.007658
V280           : 0.009162
V281           : 0.011343
V282           : -0.007954
V283           : -0.008952
V284           : -0.002346
V285           : -0.004970
V286           : -0.002287
V287           : -0.010582
V288           : -0.011351
V289           : -0.009657
V290           : -0.007883
V291           : 0.000000
V292           : -0.008012
V293           : -0.000275
V294           : -0.006237
V295           : -0.002266
V296           : 0.000000
V297           : -0.011608
V298           : -0.018444
V299           : 0.006695
V300           : -0.007250
V301           : -0.003961
V302           : -0.007118
V303           : 0.001462
V304           : -0.013136
V305           : -0.005693
V306           : -0.007700
V307           : -0.011656
V308           : -0.004758
V309           : -0.013509
V310           : 0.001659
V311           : -0.008292
V312           : -0.007921
V313           : -0.009030
V314           : -0.005246
V315           : -0.007737
V316           : 0.004604
V317           : 0.013429
V318           : -0.000026
V319           : 0.009749
V320           : 0.004082
V321           : 0.007396
V322           : -0.005059
V323           : 0.002171
V324           : -0.008157
V325           : -0.007551
V326           : -0.006205
V327           : -0.014075
V328           : -0.011587
V329           : 0.001502
V330           : -0.008863
V331           : -0.007270
V332           : -0.007313
V333           : -0.003144
V334           : 0.004060
V335           : -0.018558
V336           : 0.005466
V337           : -0.001202
V338           : -0.007029
V339           : 0.003478
V340           : -0.004700
V341           : -0.007719
V342           : -0.007879
V343           : -0.007971
V344           : -0.009086
V345           : -0.011349
V346           : 0.006913
V347           : -0.007489
V348           : -0.005896
V349           : -0.004427
V350           : -0.001166
V351           : -0.000955
V352           : 0.001407
V353           : -0.007841
V354           : -0.000000
V355           : 0.009350
V356           : -0.007658
V357           : -0.011629
V358           : -0.008267
V359           : -0.007923
V360           : -0.008568
V361           : 0.007092
V362           : -0.007056
V363           : -0.015324
V364           : -0.014283
V365           : -0.007453
V366           : 0.004128
V367           : 0.007779
V368           : -0.009348
V369           : -0.008601
V370           : -0.013763
V371           : -0.007730
V372           : 0.008442
V373           : -0.000000
V374           : -0.002133
V375           : 0.008075
V376           : -0.010191
V377           : -0.003456
V378           : 0.006093
V379           : -0.000065
V380           : 0.010703
V381           : 0.007170
V382           : -0.001460
V383           : 0.005364
V384           : 0.005509
V385           : 0.007530
V386           : 0.004443
V387           : -0.006433
V388           : 0.016073
V389           : 0.003640
V390           : 0.008307
V391           : 0.004195
V392           : 0.003835
V393           : -0.008400
V394           : 0.002169
V395           : 0.001999
V396           : 0.005596
V397           : 0.007507
V398           : 0.002673
V399           : 0.000569
V400           : 0.007394
V401           : 0.004693
V402           : -0.008944
V403           : 0.012627
V404           : 0.009051
V405           : -0.005947
V406           : -0.005322
V407           : -0.011658
V408           : 0.003626
V409           : -0.007132
V410           : 0.008161
V411           : 0.011529
V412           : -0.007333
V413           : 0.010689
V414           : -0.009604
V415           : 0.012651
V416           : -0.005600
V417           : 0.012398
V418           : 0.000000
V419           : 0.009471
V420           : -0.000000
V421           : -0.008698
V422           : 0.001476
V423           : -0.001527
V424           : -0.004531
V425           : 0.004495
V426           : -0.008591
V427           : 0.013430
V428           : -0.007188
V429           : -0.008470
V430           : -0.005776
V431           : -0.001842
V432           : -0.003220
V433           : 0.006117
V434           : 0.011851
V435           : 0.004617
V436           : 0.005584
V437           : -0.004839
V438           : 0.003696
V439           : 0.008869
V440           : -0.007427
V441           : 0.002179
V442           : -0.005152
V443           : 0.006015
V444           : -0.004682
V445           : -0.008536
V446           : -0.010456
V447           : -0.013038
V448           : -0.005619
V449           : 0.002863
V450           : 0.000915
V451           : 0.005897
V452           : -0.007341
V453           : 0.000410
V454           : -0.013178
V455           : -0.007199
V456           : -0.004265
V457           : -0.005525
V458           : -0.005290
V459           : -0.005675
V460           : 0.004523
V461           : -0.006909
V462           : -0.009497
V463           : 0.002051
V464           : -0.006148
V465           : -0.007770
V466           : -0.005293
V467           : 0.000000
V468           : -0.006934
V469           : -0.009799
V470           : 0.007101
V471           : 0.014962
V472           : -0.000000
V473           : -0.003172
V474           : -0.000000
V475           : 0.005313
V476           : 0.013463
V477           : 0.001089
V478           : -0.011298
V479           : 0.004255
V480           : 0.011949
V481           : 0.006316
V482           : -0.004351
V483           : -0.004246
V484           : 0.004813
V485           : 0.009301
V486           : 0.002748
V487           : 0.001259
V488           : 0.007747
V489           : -0.000583
V490           : -0.009039
V491           : -0.002812
V492           : -0.012736
V493           : 0.003320
V494           : -0.011528
V495           : -0.006730
V496           : 0.005562
V497           : -0.002813
V498           : -0.000575
V499           : -0.007478
V500           : -0.009334
V501           : -0.006728
V502           : 0.000832
V503           : -0.009384
V504           : -0.008061
V505           : -0.006355
V506           : 0.000397
V507           : 0.004275
V508           : -0.005632
V509           : 0.005456
V510           : -0.007039
V511           : 0.004680
V512           : 0.010430
V513           : -0.009042
V514           : 0.002115
V515           : -0.001084
V516           : 0.002572
V517           : -0.003682
V518           : 0.004151
V519           : 0.004577
V520           : -0.000000
V521           : 0.011792
V522           : -0.013748
V523           : -0.009446
V524           : -0.007402
V525           : 0.011050
V526           : 0.005462
V527           : 0.003194
V528           : 0.005799
V529           : -0.006086
V530           : -0.005723
V531           : 0.007581
V532           : 0.016813
V533           : -0.013802
V534           : 0.007562
V535           : 0.005783
V536           : 0.000181
V537           : -0.007989
V538           : -0.007739
V539           : -0.004803
V540           : -0.003780
V541           : -0.005601
V542           : 0.004677
V543           : -0.007859
V544           : -0.009755
V545           : -0.008724
V546           : 0.000770
V547           : -0.003366
V548           : -0.008737
V549           : -0.006264
V550           : -0.007926
V551           : 0.003193
V552           : -0.006781
V553           : -0.004596
V554           : -0.005226
V555           : -0.006762
V556           : -0.005765
V557           : -0.011401
V558           : -0.005972
V559           : -0.006624
V560           : 0.003321
V561           : -0.025785
V562           : -0.003630
V563           : -0.009823
V564           : 0.001688
V565           : 0.010398
V566           : 0.010134
V567           : 0.001111
V568           : 0.005218
V569           : -0.003961
V570           : 0.004324
V571           : -0.007426
V572           : 0.008337
V573           : 0.004322
V574           : -0.000000
V575           : -0.004354
V576           : 0.007506
V577           : -0.005708
V578           : 0.007385
V579           : 0.006404
V580           : 0.010091
V581           : -0.006247
V582           : 0.000000
V583           : -0.000000
V584           : -0.003930
V585           : 0.011190
V586           : -0.006568
V587           : -0.000000
V588           : 0.005630
V589           : 0.000000
V590           : -0.009158
V591           : 0.006591
V592           : 0.004867
V593           : -0.006751
V594           : 0.015813
V595           : 0.008071
V596           : -0.007279
V597           : 0.000529
V598           : -0.006054
V599           : -0.011965
V600           : 0.008718
V601           : -0.008575
V602           : 0.004328
V603           : 0.004542
V604           : -0.006335
V605           : -0.008499
V606           : 0.004097
V607           : -0.004999
V608           : 0.013125
V609           : -0.009115
V610           : -0.011090
V611           : -0.000622
V612           : -0.009206
V613           : 0.006688
V614           : 0.005924
V615           : 0.001734
V616           : -0.006046
V617           : 0.004247
V618           : -0.003544
V619           : -0.003411
V620           : 0.003479
V621           : 0.002575
V622           : 0.008697
V623           : 0.001373
V624           : 0.004440
V625           : -0.002621
V626           : 0.006082
V627           : -0.006538
V628           : 0.009360
V629           : -0.002404
V630           : -0.004317
V631           : 0.005785
V632           : 0.008192
V633           : -0.004472
V634           : -0.008734
V635           : 0.007678
V636           : 0.000000
V637           : 0.005762
V638           : -0.005290
V639           : -0.008868
V640           : -0.004856
V641           : 0.000972
V642           : 0.003252
V643           : -0.002406
V644           : -0.005513
V645           : -0.009071
V646           : 0.011159
V647           : 0.008861
V648           : 0.001348
V649           : -0.006492
V650           : -0.002675
V651           : -0.010794
V652           : -0.000867
V653           : 0.017901
V654           : -0.000000
V655           : 0.006904
V656           : -0.005049
V657           : -0.007543
V658           : 0.005472
V659           : -0.007717
V660           : 0.003517
V661           : -0.009713
V662           : -0.000000
V663           : 0.004455
V664           : -0.003647
V665           : -0.006433
V666           : -0.003448
V667           : -0.006984
V668           : 0.009130
V669           : -0.004776
V670           : 0.008644
V671           : -0.007061
V672           : -0.006913
V673           : 0.000456
V674           : 0.009298
V675           : -0.008926
V676           : 0.006678
V677           : 0.008246
V678           : 0.006716
V679           : -0.001140
V680           : -0.000000
V681           : -0.011903
V682           : 0.004163
V683           : -0.004677
V684           : -0.011017
V685           : 0.003699
V686           : -0.004472
V687           : -0.011472
V688           : -0.006615
V689           : -0.009026
V690           : -0.007034
V691           : 0.006856
V692           : 0.007937
V693           : -0.002970
V694           : 0.000111
V695           : -0.001386
V696           : 0.003949
V697           : -0.016195
V698           : -0.003010
V699           : -0.004233
V700           : -0.003334
V701           : -0.011642
V702           : -0.005860
V703           : -0.011337
V704           : -0.016329
V705           : -0.003979
V706           : -0.004430
V707           : -0.004608
V708           : 0.009820
V709           : 0.008436
V710           : -0.010895
V711           : -0.008099
V712           : -0.006587
V713           : -0.019689
V714           : 0.000956
V715           : 0.006589
V716           : -0.000000
V717           : -0.005945
V718           : -0.005605
V719           : 0.005934
V720           : -0.018685
V721           : 0.004041
V722           : 0.006059
V723           : -0.006289
V724           : -0.005844
V725           : -0.012056
V726           : -0.016672
V727           : -0.003889
V728           : 0.000000
V730           : -0.008201
V731           : 0.014028
V732           : -0.001862
V733           : -0.007123
V734           : 0.007106
V735           : 0.003207
V736           : -0.005237
V737           : -0.000613
V738           : -0.001303
V739           : -0.005181
V740           : 0.001792
V741           : -0.002969
V742           : -0.001198
V743           : 0.001247
V744           : -0.004462
V745           : 0.000849
V746           : 0.001739
V747           : -0.007101
V748           : 0.002353
V749           : -0.004888
V750           : 0.014166
V751           : -0.006847
V752           : -0.007548
V753           : 0.001501
V754           : -0.008313
V755           : -0.003814
V756           : -0.003569
V757           : -0.001956
V758           : 0.005484
V759           : 0.008014
V760           : 0.009389
V761           : 0.010075
V762           : 0.007164
V763           : -0.011692
V764           : -0.011499
V765           : -0.009868
V766           : 0.012193
V767           : 0.002922
V768           : 0.004092
V769           : -0.003077
V770           : -0.004091
V771           : 0.004606
V772           : 0.003701
V773           : 0.005387
V774           : 0.007830
V775           : 0.009172
V776           : 0.005427
V777           : -0.009538
V778           : 0.005957
V779           : 0.004372
V780           : 0.003752
V781           : 0.003793
V782           : 0.000035
V783           : 0.014718
V784           : 0.003411
V785           : 0.003463
V786           : 0.000000
V787           : -0.006068
V788           : -0.005080
V789           : 0.005084
V790           : -0.005675
V791           : -0.008690
V792           : 0.000591
V793           : 0.003401
V794           : -0.007289
V795           : -0.006353
V796           : 0.006462
V797           : -0.008514
V798           : -0.004399
V799           : 0.005088
V800           : -0.019045
V801           : -0.015108
V802           : 0.002679
V803           : 0.011939
V804           : -0.014756
V805           : -0.005769
V806           : -0.004234
V807           : -0.017327
V808           : 0.003134
V809           : 0.017007
V810           : -0.002638
V811           : -0.009889
V812           : 0.008473
V813           : -0.006225
V814           : 0.002808
V815           : 0.005803
V816           : -0.003770
V818           : -0.004046
V819           : -0.007440
V820           : 0.005036
V821           : -0.000950
V822           : -0.005476
V823           : -0.003939
V824           : -0.000870
V825           : 0.003011
V826           : -0.006644
V828           : -0.007016
V829           : 0.007852
V830           : 0.005956
V831           : 0.015582
V832           : -0.005441
V833           : -0.004279
V834           : -0.005817
V835           : 0.003963
V836           : -0.006246
V837           : -0.006914
V838           : 0.004988
V839           : -0.000444
V840           : -0.003087
V841           : -0.000923
V842           : -0.009286
V843           : -0.006049
V844           : -0.003266
V845           : 0.005487
V846           : 0.002154
V847           : 0.004828
V848           : -0.001560
V849           : 0.002516
V850           : 0.009858
V851           : 0.003493
V852           : 0.003670
V853           : 0.002252
V854           : -0.001674
V855           : -0.005112
V856           : -0.014653
V857           : 0.017018
V858           : -0.004412
V859           : -0.007130
V860           : 0.003711
V861           : 0.008777
V862           : 0.000000
V863           : 0.001180
V864           : 0.005794
V865           : 0.005948
V866           : 0.002406
V867           : 0.003609
V868           : -0.001898
V869           : -0.001435
V870           : 0.016004
V871           : -0.009454
V872           : -0.004895
V873           : -0.003925
V874           : -0.011350
V875           : 0.000879
V876           : -0.002201
V877           : -0.009960
V878           : 0.001281
V879           : -0.004075
V880           : -0.006090
V881           : -0.002886
V882           : -0.010883
V883           : 0.012440
V884           : 0.014942
V885           : 0.003620
V886           : 0.006288
V887           : 0.000000
V888           : 0.001393
V889           : 0.003584
V890           : 0.002633
V891           : 0.002838
V892           : -0.002861
V893           : -0.006964
V894           : -0.003251
V895           : 0.005888
V896           : 0.013790
V897           : 0.008923
V898           : 0.009020
V899           : 0.001439
V900           : 0.015504
V901           : -0.012376
V902           : 0.008682
V903           : -0.007859
V904           : 0.006113
V905           : 0.002115
V906           : 0.004083
V907           : 0.007780
V908           : -0.000569
V909           : 0.001074
V910           : 0.012560
V911           : 0.003300
V912           : 0.003802
V913           : 0.007405
V914           : -0.002479
V915           : -0.006969
V916           : -0.003648
V917           : -0.007412
V918           : -0.009158
V919           : 0.011752
V920           : -0.005797
V921           : -0.002959
V922           : -0.014485
V923           : -0.002339
V924           : -0.006313
V925           : -0.003996
V926           : 0.010179
V927           : -0.002379
V928           : -0.003419
V929           : -0.005137
V930           : -0.005377
V931           : -0.001271
V932           : 0.008895
V933           : 0.001067
V934           : -0.006534
V935           : 0.003714
V936           : -0.009990
V937           : 0.007306
V938           : 0.017326
V939           : 0.007126
V940           : -0.010112
V941           : 0.004694
V942           : 0.009747
V943           : -0.002140
V944           : 0.009970
V945           : -0.003895
V946           : 0.003507
V947           : -0.006268
V948           : 0.013560
V949           : 0.001715
V950           : 0.005421
V951           : -0.005906
V952           : -0.007728
V953           : 0.001068
V954           : -0.013355
V955           : 0.008338
V956           : -0.004029
V957           : -0.002651
V958           : 0.006750
V959           : -0.005343
V960           : -0.007117
V961           : -0.009085
V962           : -0.014356
V963           : -0.007419
V964           : 0.002834
V965           : -0.011996
V966           : -0.017040
V967           : 0.004226
V968           : 0.004960
V969           : 0.003422
V970           : -0.008299
V971           : -0.010482
V972           : -0.000606
V973           : 0.006249
V974           : -0.008456
V975           : -0.007819
V976           : 0.005808
V977           : -0.010048
V978           : -0.000000
V979           : 0.006414
V980           : 0.011858
V981           : 0.011083
V982           : -0.006610
V983           : -0.000449
V984           : -0.009607
V985           : -0.003664
V986           : 0.014799
V987           : 0.006416
V988           : -0.000164
V989           : 0.007853
V990           : -0.013135
V991           : -0.006250
V992           : 0.007571
V993           : 0.006041
V994           : -0.005317
V995           : 0.005722
V996           : -0.006353
V997           : 0.005063
V998           : 0.007953
V999           : 0.002764
V1000          : 0.015533
V1001          : -0.006587
V1002          : 0.001538
V1003          : 0.004939
V1004          : 0.005435
V1005          : 0.013253
V1006          : -0.010194
V1007          : -0.002132
V1008          : -0.003463
V1009          : 0.003502
V1010          : 0.005607
V1011          : -0.011770
V1012          : 0.000000
V1013          : -0.009707
V1014          : 0.002819
V1015          : 0.008299
V1016          : 0.003559
V1017          : -0.009709
V1018          : 0.008280
V1019          : -0.007486
V1020          : -0.007658
V1021          : -0.015107
V1022          : -0.004796
V1023          : 0.008289
V1024          : -0.004245
V1025          : 0.004407
V1026          : 0.005956
V1027          : -0.007957
V1028          : -0.000000
V1029          : 0.005283
V1030          : -0.005662
V1031          : 0.007716
V1032          : -0.000000
V1033          : 0.009718
V1034          : 0.005490
V1035          : 0.007684
V1036          : -0.003587
V1037          : -0.011058
V1038          : 0.003052
V1039          : 0.012023
V1040          : 0.000000
V1041          : 0.006611
V1042          : 0.001547
V1043          : 0.010485
V1044          : -0.000860
V1045          : -0.016480
V1046          : -0.005029
V1047          : -0.005123
V1048          : 0.007529
V1049          : 0.004488
V1050          : -0.004912
V1051          : 0.009845
V1052          : 0.008844
V1053          : -0.005871
V1054          : 0.007935
V1055          : -0.005509
V1056          : 0.004262
V1057          : 0.006102
V1058          : 0.005548
V1059          : 0.004317
V1060          : -0.010557
V1061          : 0.001831
V1062          : -0.000000
V1063          : 0.002802
V1064          : 0.015939
V1065          : 0.010160
V1066          : 0.009379
V1067          : -0.000000
V1068          : -0.003583
V1069          : 0.008578
V1070          : 0.003022
V1071          : -0.003406
V1072          : 0.004629
V1073          : 0.005638
V1074          : -0.000535
V1075          : 0.004369
V1076          : 0.009088
V1077          : -0.004709
V1078          : -0.008795
V1079          : 0.024251
V1080          : 0.009042
V1081          : -0.011187
V1082          : -0.006855
V1083          : 0.006605
V1084          : -0.000000
V1085          : -0.002819
V1086          : -0.014550
V1087          : 0.004971
V1088          : -0.005087
V1089          : -0.005946
V1090          : -0.006069
V1091          : 0.002524
V1092          : 0.014310
V1093          : 0.001355
V1094          : -0.011294
V1095          : 0.000635
V1096          : -0.011177
V1097          : 0.009453
V1098          : -0.002829
V1099          : -0.005995
V1100          : -0.012366
V1101          : 0.003829
V1102          : -0.001148
V1103          : 0.003142
V1104          : -0.001416
V1105          : -0.009801
V1106          : -0.008617
V1107          : 0.016245
V1108          : 0.003155
V1109          : -0.007519
V1110          : -0.009360
V1111          : -0.009238
V1112          : 0.006639
V1113          : -0.012270
V1114          : -0.000813
V1115          : 0.000065
V1116          : -0.004109
V1117          : -0.005439
V1118          : -0.011002
V1119          : -0.010334
V1120          : -0.004948
V1121          : 0.009189
V1122          : -0.000798
V1123          : -0.001423
V1124          : 0.010364
V1125          : 0.002892
V1126          : -0.009592
V1127          : -0.007360
V1128          : 0.009926
V1129          : -0.000880
V1130          : -0.003776
V1131          : -0.000439
V1132          : -0.008850
V1133          : 0.002444
V1134          : 0.011551
V1135          : 0.009938
V1136          : -0.007605
V1137          : 0.007811
V1138          : -0.000069
V1139          : -0.008881
V1140          : -0.010458
V1141          : 0.005162
V1142          : -0.006247
V1143          : -0.004612
V1144          : -0.009209
V1145          : 0.002838
V1146          : -0.016260
V1147          : 0.008622
V1148          : 0.000719
V1149          : -0.002991
V1150          : 0.006328
V1151          : -0.004066
V1152          : 0.004236
V1153          : 0.000000
V1154          : -0.006693
V1155          : 0.005163
V1156          : 0.007865
V1157          : -0.010843
V1158          : -0.003777
V1159          : -0.011815
V1160          : -0.005889
V1161          : -0.002167
V1162          : -0.001209
V1163          : -0.000586
V1164          : 0.010994
V1165          : 0.002371
V1166          : -0.007933
V1167          : -0.004610
V1168          : -0.003575
V1169          : -0.006506
V1170          : 0.010309
V1171          : 0.012426
V1172          : -0.005805
V1173          : -0.012177
V1174          : -0.012310
V1175          : -0.006569
V1176          : -0.009052
V1177          : -0.006872
V1178          : 0.001891
V1179          : -0.015247
V1180          : 0.009298
V1181          : 0.003377
V1182          : 0.003746
V1183          : -0.008108
V1184          : 0.002250
V1185          : -0.005451
V1186          : -0.014343
V1187          : -0.005758
V1188          : 0.012213
V1189          : 0.008327
V1190          : -0.006904
V1191          : -0.000000
V1192          : -0.012846
V1193          : -0.013301
V1194          : -0.001592
V1195          : 0.001788
V1196          : 0.000508
V1197          : -0.000931
V1198          : 0.003893
V1199          : -0.011100
V1200          : -0.003007
V1201          : -0.001956
V1202          : 0.003529
V1203          : -0.009014
V1204          : -0.005777
V1205          : 0.005543
V1206          : -0.004803
V1207          : -0.008124
V1208          : 0.000712
V1209          : 0.019399
V1210          : -0.004536
V1211          : -0.005147
V1212          : -0.010010
V1213          : -0.006294
V1214          : -0.000415
V1215          : -0.006537
V1216          : -0.005845
V1217          : 0.006839
V1218          : 0.010010
V1219          : 0.011035
V1220          : -0.002799
V1221          : -0.011478
V1222          : -0.012840
V1223          : -0.006375
V1224          : 0.003082
V1225          : 0.003192
V1226          : -0.002588
V1227          : 0.013073
V1228          : -0.012904
V1229          : 0.026707
V1230          : 0.003459
V1231          : 0.001402
V1232          : 0.004819
V1233          : -0.006581
V1234          : -0.008472
V1235          : 0.014264
V1236          : 0.005031
V1237          : -0.003129
V1238          : 0.005487
V1239          : -0.001599
V1240          : -0.006286
V1241          : 0.000000
V1242          : 0.004179
V1243          : 0.001319
V1244          : -0.003940
V1245          : -0.008733
V1246          : -0.010930
V1247          : -0.003896
V1248          : -0.004835
V1249          : -0.008566
V1250          : -0.006055
V1251          : 0.008459
V1252          : 0.000445
V1253          : -0.006657
V1254          : -0.003792
V1255          : -0.013809
V1256          : 0.004829
V1257          : 0.005602
V1258          : 0.004047
V1259          : -0.005004
V1260          : 0.003372
V1261          : -0.003547
V1262          : 0.005591
V1263          : -0.001697
V1264          : -0.006745
V1265          : 0.006222
V1266          : -0.012306
V1267          : -0.003392
V1268          : 0.008564
V1269          : 0.000000
V1270          : -0.012590
V1271          : 0.002204
V1272          : -0.004442
V1273          : -0.009708
V1274          : -0.007184
V1275          : 0.008870
V1276          : 0.005970
V1277          : -0.007650
V1278          : -0.000947
V1279          : -0.007713
V1280          : -0.009717
V1281          : 0.002005
V1282          : -0.012218
V1283          : 0.004850
V1284          : 0.012124
V1285          : -0.006676
V1286          : -0.008512
V1287          : -0.005807
V1288          : -0.015010
V1289          : -0.008538
V1290          : -0.001467
V1291          : -0.007361
V1292          : -0.007838
V1293          : -0.018895
V1294          : 0.011635
V1295          : -0.004938
V1296          : -0.004289
V1297          : 0.001302
V1298          : -0.010998
V1299          : 0.016045
V1300          : -0.001433
V1302          : 0.000000
V1303          : 0.007824
V1304          : -0.007149
V1305          : -0.005748
V1306          : -0.006075
V1308          : 0.010066
V1309          : -0.006159
V1310          : 0.002870
V1311          : -0.006043
V1312          : 0.000305
V1313          : 0.005076
V1314          : -0.006653
V1315          : 0.009644
V1316          : 0.000414
V1317          : 0.002782
V1318          : -0.011860
V1319          : 0.014309
V1320          : -0.004422
V1321          : -0.005375
V1322          : -0.001743
V1323          : -0.007982
V1324          : -0.006179
V1325          : -0.005169
V1326          : -0.005037
V1327          : -0.010514
V1328          : 0.001479
V1329          : 0.003993
V1330          : -0.010959
V1331          : -0.003779
V1332          : 0.007083
V1333          : 0.003776
V1334          : -0.002965
V1335          : 0.008351
V1336          : -0.004842
V1337          : -0.014569
V1338          : -0.003049
V1339          : 0.008009
V1340          : -0.008035
V1341          : -0.009289
V1342          : -0.008401
V1343          : -0.004237
V1344          : 0.000000
V1345          : 0.018223
V1346          : -0.001867
V1347          : -0.008691
V1348          : -0.011886
V1349          : 0.009404
V1350          : 0.006997
V1351          : -0.014041
V1352          : -0.007775
V1353          : 0.006419
V1354          : -0.011514
V1355          : 0.005910
V1356          : 0.008280
V1357          : -0.005811
V1358          : -0.006347
V1359          : -0.009892
V1360          : -0.005360
V1361          : -0.003890
V1362          : -0.004388
V1363          : -0.007109
V1364          : -0.002762
V1365          : 0.008558
V1366          : -0.007330
V1367          : -0.002347
