custom_lambda_0.0003 Coefficients
==================================================
Bias Term      : 0.007769
V115           : 0.016662
V116           : -0.006268
V117           : 0.003432
V118           : -0.005388
V119           : -0.005374
V120           : -0.007922
V121           : -0.005804
V122           : -0.009144
V123           : -0.006304
V124           : 0.003826
V125           : 0.003219
V126           : -0.009550
V127           : -0.016397
V128           : 0.004860
V129           : 0.007694
V130           : 0.002456
V131           : -0.007144
V132           : -0.009455
V133           : 0.008658
V134           : -0.006787
V135           : -0.010049
V136           : -0.008008
V137           : 0.012062
V138           : -0.013413
V139           : -0.004333
V140           : 0.012703
V141           : 0.003169
V142           : 0.004095
V143           : -0.010133
V144           : -0.003575
V145           : 0.008593
V146           : -0.005103
V147           : -0.008734
V148           : 0.004488
V149           : 0.004282
V150           : -0.011406
V151           : -0.009979
V152           : 0.014163
V153           : -0.009668
V154           : -0.009916
V155           : 0.010256
V156           : -0.008415
V157           : 0.005329
V158           : 0.003140
V159           : -0.008553
V160           : -0.002239
V161           : 0.005409
V162           : -0.006086
V163           : -0.007557
V164           : 0.000774
V165           : 0.004334
V166           : -0.013902
V167           : -0.001565
V168           : 0.013298
V169           : 0.009584
V170           : -0.006222
V171           : 0.005041
V172           : -0.000103
V173           : 0.013641
V174           : 0.000058
V175           : -0.005249
V176           : 0.004864
V177           : 0.003825
V178           : 0.004674
V179           : -0.014159
V180           : -0.006323
V181           : 0.009708
V182           : -0.014961
V183           : 0.007541
V184           : -0.000970
V185           : -0.005661
V186           : -0.003122
V187           : -0.000239
V188           : -0.010298
V189           : -0.010005
V190           : -0.002332
V191           : 0.013342
V192           : 0.003537
V193           : -0.010092
V194           : -0.009334
V195           : -0.013578
V196           : 0.013646
V197           : -0.006717
V198           : -0.007776
V199           : 0.005809
V200           : -0.007552
V201           : -0.007829
V202           : -0.018855
V203           : 0.005631
V204           : -0.010264
V205           : -0.006321
V206           : -0.010236
V207           : 0.002213
V208           : -0.007260
V209           : 0.008254
V210           : -0.009267
V211           : 0.009795
V212           : 0.004947
V213           : -0.001725
V214           : 0.005721
V215           : 0.001536
V216           : -0.004470
V217           : -0.006513
V218           : -0.009074
V219           : 0.001511
V220           : -0.006911
V221           : -0.006612
V222           : -0.005005
V223           : -0.008028
V224           : -0.006571
V225           : 0.010648
V226           : -0.025421
V227           : -0.007690
V228           : -0.011108
V229           : -0.001629
V230           : -0.007945
V231           : -0.002411
V232           : -0.008465
V233           : -0.012595
V234           : -0.006378
V235           : -0.011475
V236           : -0.007066
V237           : -0.001340
V238           : -0.002336
V239           : 0.002375
V240           : 0.004760
V241           : 0.002984
V242           : -0.006974
V243           : -0.004689
V244           : -0.009830
V245           : 0.007448
V246           : 0.004417
V247           : 0.006516
V248           : -0.012302
V249           : -0.005085
V250           : -0.011880
V251           : -0.005817
V252           : 0.003673
V253           : 0.002313
V254           : -0.014074
V255           : 0.009250
V256           : 0.001569
V257           : 0.007033
V258           : -0.010735
V259           : -0.014799
V260           : 0.003304
V261           : -0.003823
V262           : -0.006221
V263           : 0.004482
V264           : 0.003091
V265           : -0.013286
V266           : -0.009089
V267           : 0.004383
V268           : -0.001700
V269           : 0.005764
V270           : -0.012835
V271           : -0.007817
V272           : 0.002601
V273           : -0.007984
V274           : -0.002123
V275           : 0.005804
V276           : -0.002894
V277           : -0.017874
V278           : -0.001353
V279           : -0.007882
V280           : 0.009543
V281           : 0.011758
V282           : -0.008104
V283           : -0.009138
V284           : -0.003154
V285           : -0.005480
V286           : -0.002862
V287           : -0.011171
V288           : -0.011625
V289           : -0.009864
V290           : -0.008035
V291           : 0.000081
V292           : -0.008801
V293           : -0.000903
V294           : -0.006408
V295           : -0.002567
V296           : 0.000403
V297           : -0.011884
V298           : -0.019360
V299           : 0.007048
V300           : -0.007539
V301           : -0.004074
V302           : -0.007418
V303           : 0.001596
V304           : -0.013442
V305           : -0.005817
V306           : -0.007982
V307           : -0.011915
V308           : -0.005039
V309           : -0.013976
V310           : 0.001777
V311           : -0.008905
V312           : -0.008085
V313           : -0.009208
V314           : -0.005625
V315           : -0.009059
V316           : 0.004861
V317           : 0.014702
V318           : -0.000228
V319           : 0.011300
V320           : 0.004275
V321           : 0.007808
V322           : -0.005198
V323           : 0.002385
V324           : -0.008396
V325           : -0.007740
V326           : -0.006322
V327           : -0.015356
V328           : -0.012620
V329           : 0.001604
V330           : -0.009132
V331           : -0.007437
V332           : -0.008466
V333           : -0.003432
V334           : 0.004308
V335           : -0.019538
V336           : 0.006103
V337           : -0.001415
V338           : -0.007203
V339           : 0.004631
V340           : -0.004880
V341           : -0.008662
V342           : -0.008043
V343           : -0.008241
V344           : -0.009386
V345           : -0.011621
V346           : 0.007125
V347           : -0.007731
V348           : -0.006008
V349           : -0.004865
V350           : -0.001272
V351           : -0.001329
V352           : 0.002094
V353           : -0.008038
V354           : -0.000480
V355           : 0.009682
V356           : -0.008081
V357           : -0.011909
V358           : -0.008567
V359           : -0.008073
V360           : -0.008925
V361           : 0.007243
V362           : -0.007595
V363           : -0.015928
V364           : -0.014847
V365           : -0.007597
V366           : 0.004503
V367           : 0.008199
V368           : -0.009565
V369           : -0.008843
V370           : -0.014235
V371           : -0.008117
V372           : 0.008831
V373           : -0.000257
V374           : -0.002361
V375           : 0.008236
V376           : -0.010415
V377           : -0.003528
V378           : 0.006222
V379           : -0.000830
V380           : 0.011200
V381           : 0.007337
V382           : -0.001832
V383           : 0.005448
V384           : 0.006286
V385           : 0.008287
V386           : 0.004512
V387           : -0.006555
V388           : 0.017738
V389           : 0.003748
V390           : 0.008976
V391           : 0.004309
V392           : 0.003895
V393           : -0.008876
V394           : 0.002229
V395           : 0.002098
V396           : 0.005715
V397           : 0.008086
V398           : 0.002745
V399           : 0.001022
V400           : 0.007530
V401           : 0.005904
V402           : -0.009147
V403           : 0.013021
V404           : 0.009738
V405           : -0.006221
V406           : -0.005960
V407           : -0.012106
V408           : 0.003679
V409           : -0.008293
V410           : 0.008800
V411           : 0.012067
V412           : -0.008024
V413           : 0.011306
V414           : -0.010748
V415           : 0.013819
V416           : -0.005740
V417           : 0.012868
V418           : 0.000008
V419           : 0.009621
V420           : -0.000114
V421           : -0.008885
V422           : 0.001614
V423           : -0.002706
V424           : -0.004837
V425           : 0.004619
V426           : -0.008758
V427           : 0.013966
V428           : -0.007532
V429           : -0.008764
V430           : -0.005952
V431           : -0.002091
V432           : -0.003480
V433           : 0.006262
V434           : 0.013753
V435           : 0.004722
V436           : 0.005787
V437           : -0.004965
V438           : 0.003739
V439           : 0.009163
V440           : -0.007631
V441           : 0.003219
V442           : -0.005395
V443           : 0.006531
V444           : -0.005140
V445           : -0.008719
V446           : -0.010829
V447           : -0.013758
V448           : -0.005811
V449           : 0.003140
V450           : 0.001388
V451           : 0.006075
V452           : -0.007622
V453           : 0.001462
V454           : -0.013838
V455           : -0.007335
V456           : -0.005641
V457           : -0.005671
V458           : -0.005953
V459           : -0.005782
V460           : 0.004737
V461           : -0.007051
V462           : -0.009683
V463           : 0.004445
V464           : -0.006284
V465           : -0.008531
V466           : -0.005419
V467           : 0.000313
V468           : -0.007072
V469           : -0.010080
V470           : 0.007328
V471           : 0.015914
V472           : -0.000320
V473           : -0.004154
V474           : -0.000085
V475           : 0.005429
V476           : 0.014104
V477           : 0.002424
V478           : -0.011572
V479           : 0.004354
V480           : 0.012307
V481           : 0.006437
V482           : -0.004466
V483           : -0.004364
V484           : 0.004910
V485           : 0.009951
V486           : 0.002777
V487           : 0.002027
V488           : 0.007983
V489           : -0.000766
V490           : -0.009223
V491           : -0.003139
V492           : -0.013995
V493           : 0.003387
V494           : -0.011790
V495           : -0.006922
V496           : 0.005709
V497           : -0.002947
V498           : -0.000741
V499           : -0.007673
V500           : -0.009877
V501           : -0.006870
V502           : 0.000989
V503           : -0.009816
V504           : -0.008214
V505           : -0.006572
V506           : 0.000457
V507           : 0.004354
V508           : -0.005789
V509           : 0.005534
V510           : -0.007243
V511           : 0.005650
V512           : 0.010752
V513           : -0.009487
V514           : 0.002353
V515           : -0.001193
V516           : 0.002721
V517           : -0.004343
V518           : 0.004202
V519           : 0.005304
V520           : -0.000386
V521           : 0.011970
V522           : -0.014064
V523           : -0.009720
V524           : -0.007618
V525           : 0.011431
V526           : 0.006009
V527           : 0.003268
V528           : 0.006064
V529           : -0.006201
V530           : -0.005842
V531           : 0.007719
V532           : 0.017302
V533           : -0.015034
V534           : 0.007739
V535           : 0.005880
V536           : 0.000613
V537           : -0.009572
V538           : -0.007885
V539           : -0.004916
V540           : -0.003914
V541           : -0.005719
V542           : 0.004804
V543           : -0.008141
V544           : -0.010038
V545           : -0.009156
V546           : 0.001017
V547           : -0.003492
V548           : -0.008949
V549           : -0.006530
V550           : -0.008537
V551           : 0.003349
V552           : -0.006915
V553           : -0.004709
V554           : -0.005376
V555           : -0.006904
V556           : -0.005907
V557           : -0.011731
V558           : -0.006605
V559           : -0.006775
V560           : 0.003375
V561           : -0.027118
V562           : -0.004064
V563           : -0.010008
V564           : 0.002095
V565           : 0.010832
V566           : 0.010289
V567           : 0.002103
V568           : 0.005286
V569           : -0.004185
V570           : 0.004392
V571           : -0.007608
V572           : 0.009108
V573           : 0.004411
V574           : -0.000184
V575           : -0.004482
V576           : 0.007767
V577           : -0.005833
V578           : 0.007597
V579           : 0.006624
V580           : 0.010331
V581           : -0.006843
V582           : 0.000399
V583           : -0.000159
V584           : -0.004101
V585           : 0.012510
V586           : -0.006885
V587           : -0.000759
V588           : 0.006135
V589           : 0.000337
V590           : -0.009335
V591           : 0.007263
V592           : 0.004989
V593           : -0.007404
V594           : 0.016473
V595           : 0.008657
V596           : -0.007492
V597           : 0.001348
V598           : -0.006186
V599           : -0.012625
V600           : 0.008919
V601           : -0.009091
V602           : 0.004612
V603           : 0.004715
V604           : -0.006472
V605           : -0.008719
V606           : 0.004145
V607           : -0.005277
V608           : 0.013572
V609           : -0.009450
V610           : -0.011318
V611           : -0.000852
V612           : -0.009685
V613           : 0.006805
V614           : 0.006045
V615           : 0.001791
V616           : -0.006188
V617           : 0.004291
V618           : -0.003762
V619           : -0.003545
V620           : 0.003687
V621           : 0.002752
V622           : 0.008894
V623           : 0.002882
V624           : 0.004483
V625           : -0.002764
V626           : 0.006937
V627           : -0.007215
V628           : 0.009556
V629           : -0.002602
V630           : -0.004826
V631           : 0.006208
V632           : 0.008444
V633           : -0.004581
V634           : -0.009662
V635           : 0.008215
V636           : 0.000198
V637           : 0.005932
V638           : -0.005414
V639           : -0.009117
V640           : -0.005303
V641           : 0.001656
V642           : 0.003282
V643           : -0.002698
V644           : -0.005629
V645           : -0.010181
V646           : 0.011901
V647           : 0.009047
V648           : 0.001697
V649           : -0.006639
V650           : -0.002822
V651           : -0.011230
V652           : -0.001939
V653           : 0.018557
V654           : -0.000162
V655           : 0.007352
V656           : -0.005168
V657           : -0.007769
V658           : 0.005626
V659           : -0.007905
V660           : 0.003613
V661           : -0.010082
V662           : -0.000000
V663           : 0.004686
V664           : -0.003834
V665           : -0.006683
V666           : -0.003670
V667           : -0.007232
V668           : 0.009599
V669           : -0.005055
V670           : 0.010321
V671           : -0.007201
V672           : -0.007045
V673           : 0.001198
V674           : 0.009974
V675           : -0.009104
V676           : 0.006799
V677           : 0.008897
V678           : 0.007155
V679           : -0.001493
V680           : -0.000282
V681           : -0.012787
V682           : 0.005156
V683           : -0.004846
V684           : -0.012065
V685           : 0.003981
V686           : -0.004930
V687           : -0.012173
V688           : -0.006940
V689           : -0.009208
V690           : -0.007238
V691           : 0.007136
V692           : 0.008248
V693           : -0.003570
V694           : 0.000526
V695           : -0.001673
V696           : 0.005391
V697           : -0.017849
V698           : -0.004765
V699           : -0.004414
V700           : -0.003522
V701           : -0.012150
V702           : -0.006867
V703           : -0.011553
V704           : -0.016718
V705           : -0.004152
V706           : -0.005153
V707           : -0.004918
V708           : 0.010486
V709           : 0.008619
V710           : -0.011483
V711           : -0.008698
V712           : -0.007283
V713           : -0.020341
V714           : 0.002376
V715           : 0.007289
V716           : -0.000157
V717           : -0.006142
V718           : -0.005923
V719           : 0.006034
V720           : -0.019400
V721           : 0.004150
V722           : 0.007129
V723           : -0.006692
V724           : -0.005963
V725           : -0.012307
V726           : -0.017304
V727           : -0.004211
V728           : 0.000384
V730           : -0.008377
V731           : 0.015429
V732           : -0.002189
V733           : -0.007552
V734           : 0.007312
V735           : 0.003233
V736           : -0.005387
V737           : -0.000752
V738           : -0.001380
V739           : -0.005583
V740           : 0.002245
V741           : -0.003097
V742           : -0.001260
V743           : 0.001924
V744           : -0.004579
V745           : 0.001182
V746           : 0.001778
V747           : -0.007348
V748           : 0.002371
V749           : -0.005138
V750           : 0.015385
V751           : -0.007105
V752           : -0.008008
V753           : 0.001703
V754           : -0.008615
V755           : -0.003945
V756           : -0.003709
V757           : -0.002084
V758           : 0.005655
V759           : 0.008746
V760           : 0.009657
V761           : 0.010344
V762           : 0.007334
V763           : -0.011997
V764           : -0.011878
V765           : -0.010403
V766           : 0.012450
V767           : 0.002964
V768           : 0.005013
V769           : -0.003209
V770           : -0.004577
V771           : 0.004881
V772           : 0.003755
V773           : 0.005479
V774           : 0.007993
V775           : 0.009357
V776           : 0.005603
V777           : -0.009752
V778           : 0.006149
V779           : 0.004573
V780           : 0.004262
V781           : 0.003913
V782           : 0.000285
V783           : 0.015883
V784           : 0.003451
V785           : 0.003548
V786           : 0.000000
V787           : -0.006200
V788           : -0.005196
V789           : 0.005217
V790           : -0.005798
V791           : -0.009090
V792           : 0.000777
V793           : 0.003486
V794           : -0.007578
V795           : -0.006473
V796           : 0.006639
V797           : -0.008675
V798           : -0.004660
V799           : 0.005291
V800           : -0.019860
V801           : -0.015507
V802           : 0.002967
V803           : 0.012221
V804           : -0.016020
V805           : -0.006220
V806           : -0.004834
V807           : -0.018046
V808           : 0.003394
V809           : 0.017495
V810           : -0.002852
V811           : -0.010094
V812           : 0.008712
V813           : -0.006359
V814           : 0.003378
V815           : 0.006613
V816           : -0.003935
V818           : -0.004176
V819           : -0.008286
V820           : 0.005163
V821           : -0.001311
V822           : -0.005589
V823           : -0.004787
V824           : -0.000983
V825           : 0.003043
V826           : -0.006841
V828           : -0.007149
V829           : 0.007939
V830           : 0.007052
V831           : 0.016120
V832           : -0.005596
V833           : -0.004360
V834           : -0.005927
V835           : 0.004094
V836           : -0.006521
V837           : -0.007044
V838           : 0.005345
V839           : -0.000563
V840           : -0.003722
V841           : -0.001141
V842           : -0.009475
V843           : -0.006210
V844           : -0.003720
V845           : 0.005736
V846           : 0.002431
V847           : 0.004914
V848           : -0.001686
V849           : 0.002573
V850           : 0.010811
V851           : 0.003564
V852           : 0.004182
V853           : 0.002796
V854           : -0.001928
V855           : -0.005251
V856           : -0.015709
V857           : 0.017757
V858           : -0.004734
V859           : -0.007424
V860           : 0.003854
V861           : 0.009326
V862           : 0.000006
V863           : 0.001993
V864           : 0.006028
V865           : 0.006111
V866           : 0.002443
V867           : 0.003666
V868           : -0.002030
V869           : -0.001749
V870           : 0.016715
V871           : -0.009749
V872           : -0.005047
V873           : -0.004251
V874           : -0.012158
V875           : 0.001117
V876           : -0.003934
V877           : -0.010174
V878           : 0.001704
V879           : -0.004585
V880           : -0.006347
V881           : -0.003126
V882           : -0.011201
V883           : 0.013404
V884           : 0.015599
V885           : 0.003674
V886           : 0.006712
V887           : 0.001099
V888           : 0.001777
V889           : 0.003661
V890           : 0.002852
V891           : 0.003011
V892           : -0.002948
V893           : -0.007100
V894           : -0.003387
V895           : 0.006219
V896           : 0.014069
V897           : 0.010170
V898           : 0.009422
V899           : 0.001672
V900           : 0.016244
V901           : -0.013207
V902           : 0.009074
V903           : -0.008160
V904           : 0.006206
V905           : 0.002536
V906           : 0.004168
V907           : 0.007949
V908           : -0.001098
V909           : 0.001150
V910           : 0.012953
V911           : 0.003388
V912           : 0.003879
V913           : 0.007879
V914           : -0.002621
V915           : -0.007225
V916           : -0.003844
V917           : -0.007683
V918           : -0.010674
V919           : 0.013328
V920           : -0.005961
V921           : -0.003087
V922           : -0.014839
V923           : -0.002509
V924           : -0.006479
V925           : -0.004315
V926           : 0.010689
V927           : -0.002597
V928           : -0.003547
V929           : -0.005423
V930           : -0.005589
V931           : -0.001771
V932           : 0.009036
V933           : 0.002159
V934           : -0.006657
V935           : 0.003770
V936           : -0.010456
V937           : 0.007393
V938           : 0.017927
V939           : 0.008132
V940           : -0.011951
V941           : 0.005054
V942           : 0.010257
V943           : -0.002289
V944           : 0.010658
V945           : -0.004043
V946           : 0.003611
V947           : -0.006407
V948           : 0.013923
V949           : 0.002302
V950           : 0.006040
V951           : -0.007260
V952           : -0.007901
V953           : 0.001345
V954           : -0.014197
V955           : 0.008569
V956           : -0.004366
V957           : -0.003071
V958           : 0.006993
V959           : -0.005535
V960           : -0.007303
V961           : -0.009741
V962           : -0.015113
V963           : -0.007688
V964           : 0.003380
V965           : -0.012361
V966           : -0.017629
V967           : 0.004598
V968           : 0.005011
V969           : 0.003459
V970           : -0.008491
V971           : -0.010778
V972           : -0.000995
V973           : 0.006411
V974           : -0.008655
V975           : -0.008251
V976           : 0.005922
V977           : -0.010360
V978           : -0.000108
V979           : 0.007036
V980           : 0.012211
V981           : 0.011707
V982           : -0.006882
V983           : -0.001824
V984           : -0.009788
V985           : -0.004182
V986           : 0.015608
V987           : 0.006651
V988           : -0.000314
V989           : 0.009252
V990           : -0.013727
V991           : -0.006409
V992           : 0.007698
V993           : 0.008333
V994           : -0.005449
V995           : 0.006102
V996           : -0.007208
V997           : 0.005213
V998           : 0.008430
V999           : 0.003306
V1000          : 0.017027
V1001          : -0.007173
V1002          : 0.002086
V1003          : 0.005442
V1004          : 0.006583
V1005          : 0.013584
V1006          : -0.010386
V1007          : -0.002809
V1008          : -0.003614
V1009          : 0.003593
V1010          : 0.005688
V1011          : -0.012126
V1012          : 0.000348
V1013          : -0.010434
V1014          : 0.002853
V1015          : 0.009051
V1016          : 0.003628
V1017          : -0.010042
V1018          : 0.008761
V1019          : -0.007707
V1020          : -0.007854
V1021          : -0.015591
V1022          : -0.005909
V1023          : 0.008460
V1024          : -0.004360
V1025          : 0.004516
V1026          : 0.006138
V1027          : -0.008129
V1028          : -0.001189
V1029          : 0.005382
V1030          : -0.005768
V1031          : 0.008416
V1032          : -0.000047
V1033          : 0.010470
V1034          : 0.005554
V1035          : 0.008485
V1036          : -0.003732
V1037          : -0.011356
V1038          : 0.003186
V1039          : 0.012654
V1040          : 0.001346
V1041          : 0.006983
V1042          : 0.001607
V1043          : 0.011579
V1044          : -0.000995
V1045          : -0.016904
V1046          : -0.005669
V1047          : -0.005251
V1048          : 0.007742
V1049          : 0.005764
V1050          : -0.005032
V1051          : 0.010393
V1052          : 0.009425
V1053          : -0.005987
V1054          : 0.008144
V1055          : -0.005666
V1056          : 0.004371
V1057          : 0.006416
V1058          : 0.005873
V1059          : 0.004394
V1060          : -0.010758
V1061          : 0.002204
V1062          : -0.000205
V1063          : 0.003878
V1064          : 0.016734
V1065          : 0.010716
V1066          : 0.009527
V1067          : -0.000579
V1068          : -0.003785
V1069          : 0.008687
V1070          : 0.003179
V1071          : -0.003941
V1072          : 0.004720
V1073          : 0.005803
V1074          : -0.001138
V1075          : 0.004749
V1076          : 0.009967
V1077          : -0.004831
V1078          : -0.009125
V1079          : 0.025476
V1080          : 0.009973
V1081          : -0.011452
V1082          : -0.007144
V1083          : 0.007376
V1084          : -0.001355
V1085          : -0.003248
V1086          : -0.014881
V1087          : 0.005097
V1088          : -0.005329
V1089          : -0.006169
V1090          : -0.006228
V1091          : 0.003366
V1092          : 0.015139
V1093          : 0.001583
V1094          : -0.011562
V1095          : 0.001083
V1096          : -0.011849
V1097          : 0.009782
V1098          : -0.003202
V1099          : -0.006394
V1100          : -0.013105
V1101          : 0.004028
V1102          : -0.001670
V1103          : 0.003183
V1104          : -0.001690
V1105          : -0.011410
V1106          : -0.008996
V1107          : 0.016957
V1108          : 0.003281
V1109          : -0.007661
V1110          : -0.009545
V1111          : -0.009653
V1112          : 0.006746
V1113          : -0.012927
V1114          : -0.001135
V1115          : 0.000854
V1116          : -0.004449
V1117          : -0.005806
V1118          : -0.012078
V1119          : -0.011203
V1120          : -0.005107
V1121          : 0.009534
V1122          : -0.001118
V1123          : -0.001552
V1124          : 0.010567
V1125          : 0.003432
V1126          : -0.009811
V1127          : -0.008252
V1128          : 0.012031
V1129          : -0.001058
V1130          : -0.003960
V1131          : -0.000629
V1132          : -0.010300
V1133          : 0.002785
V1134          : 0.011899
V1135          : 0.010234
V1136          : -0.008503
V1137          : 0.008027
V1138          : -0.000219
V1139          : -0.009674
V1140          : -0.011104
V1141          : 0.005342
V1142          : -0.006403
V1143          : -0.004774
V1144          : -0.009611
V1145          : 0.002874
V1146          : -0.017104
V1147          : 0.008884
V1148          : 0.001216
V1149          : -0.003118
V1150          : 0.006443
V1151          : -0.004206
V1152          : 0.005162
V1153          : 0.001312
V1154          : -0.007121
V1155          : 0.005810
V1156          : 0.008239
V1157          : -0.011429
V1158          : -0.004022
V1159          : -0.012415
V1160          : -0.006001
V1161          : -0.002578
V1162          : -0.001276
V1163          : -0.000913
V1164          : 0.011255
V1165          : 0.002697
V1166          : -0.008150
V1167          : -0.005130
V1168          : -0.004001
V1169          : -0.006876
V1170          : 0.010539
V1171          : 0.013780
V1172          : -0.006253
V1173          : -0.012685
V1174          : -0.014318
V1175          : -0.007155
V1176          : -0.009462
V1177          : -0.007005
V1178          : 0.002272
V1179          : -0.016685
V1180          : 0.009625
V1181          : 0.003489
V1182          : 0.003804
V1183          : -0.008360
V1184          : 0.003073
V1185          : -0.005814
V1186          : -0.014865
V1187          : -0.005908
V1188          : 0.012607
V1189          : 0.008635
V1190          : -0.007063
V1191          : -0.001224
V1192          : -0.013826
V1193          : -0.014373
V1194          : -0.001752
V1195          : 0.002085
V1196          : 0.000861
V1197          : -0.001092
V1198          : 0.004346
V1199          : -0.012736
V1200          : -0.003465
V1201          : -0.003840
V1202          : 0.003589
V1203          : -0.009196
V1204          : -0.005957
V1205          : 0.005710
V1206          : -0.004963
V1207          : -0.008379
V1208          : 0.001419
V1209          : 0.020054
V1210          : -0.004694
V1211          : -0.005408
V1212          : -0.011285
V1213          : -0.006430
V1214          : -0.001374
V1215          : -0.006665
V1216          : -0.006118
V1217          : 0.006974
V1218          : 0.010293
V1219          : 0.012290
V1220          : -0.003314
V1221          : -0.011895
V1222          : -0.014054
V1223          : -0.006537
V1224          : 0.003454
V1225          : 0.003920
V1226          : -0.003350
V1227          : 0.013464
V1228          : -0.013978
V1229          : 0.028225
V1230          : 0.003516
V1231          : 0.002583
V1232          : 0.004971
V1233          : -0.006809
V1234          : -0.008970
V1235          : 0.014776
V1236          : 0.005841
V1237          : -0.003260
V1238          : 0.007317
V1239          : -0.001801
V1240          : -0.006508
V1241          : 0.000067
V1242          : 0.005333
V1243          : 0.001427
V1244          : -0.004206
V1245          : -0.008898
V1246          : -0.011550
V1247          : -0.004037
V1248          : -0.004973
V1249          : -0.009466
V1250          : -0.006581
V1251          : 0.008733
V1252          : 0.000932
V1253          : -0.007359
V1254          : -0.004548
V1255          : -0.014228
V1256          : 0.005097
V1257          : 0.006147
V1258          : 0.004531
V1259          : -0.005902
V1260          : 0.004762
V1261          : -0.004374
V1262          : 0.005802
V1263          : -0.002839
V1264          : -0.006967
V1265          : 0.008562
V1266          : -0.012940
V1267          : -0.003664
V1268          : 0.010164
V1269          : 0.000538
V1270          : -0.013174
V1271          : 0.002358
V1272          : -0.004566
V1273          : -0.009891
V1274          : -0.007377
V1275          : 0.009325
V1276          : 0.006097
V1277          : -0.007849
V1278          : -0.002193
V1279          : -0.009125
V1280          : -0.011481
V1281          : 0.002444
V1282          : -0.012758
V1283          : 0.004920
V1284          : 0.012751
V1285          : -0.006807
V1286          : -0.008722
V1287          : -0.005933
V1288          : -0.015391
V1289          : -0.008731
V1290          : -0.002162
V1291          : -0.007563
V1292          : -0.008166
V1293          : -0.019656
V1294          : 0.013510
V1295          : -0.005230
V1296          : -0.004450
V1297          : 0.001935
V1298          : -0.011250
V1299          : 0.016792
V1300          : -0.001665
V1302          : 0.000491
V1303          : 0.008120
V1304          : -0.007781
V1305          : -0.006053
V1306          : -0.006574
V1308          : 0.010282
V1309          : -0.006276
V1310          : 0.002906
V1311          : -0.006217
V1312          : 0.000505
V1313          : 0.005875
V1314          : -0.006910
V1315          : 0.010055
V1316          : 0.000547
V1317          : 0.002870
V1318          : -0.012318
V1319          : 0.015029
V1320          : -0.004582
V1321          : -0.005532
V1322          : -0.002614
V1323          : -0.008251
V1324          : -0.006742
V1325          : -0.005367
V1326          : -0.005952
V1327          : -0.011241
V1328          : 0.002878
V1329          : 0.004088
V1330          : -0.011716
V1331          : -0.003910
V1332          : 0.007696
V1333          : 0.004823
V1334          : -0.003135
V1335          : 0.009308
V1336          : -0.005470
V1337          : -0.015192
V1338          : -0.003179
V1339          : 0.008167
V1340          : -0.008186
V1341          : -0.009632
V1342          : -0.008610
V1343          : -0.004469
V1344          : 0.000242
V1345          : 0.019842
V1346          : -0.002177
V1347          : -0.008899
V1348          : -0.012200
V1349          : 0.010217
V1350          : 0.007202
V1351          : -0.014637
V1352          : -0.007929
V1353          : 0.006650
V1354          : -0.012280
V1355          : 0.006152
V1356          : 0.008490
V1357          : -0.005986
V1358          : -0.007314
V1359          : -0.010143
V1360          : -0.005669
V1361          : -0.004012
V1362          : -0.004859
V1363          : -0.007348
V1364          : -0.003376
V1365          : 0.009761
V1366          : -0.007539
V1367          : -0.002836
