custom_lambda_0.0167 Coefficients
==================================================
Bias Term      : 0.007222
V203           : 0.004041
V204           : -0.009138
V205           : -0.004122
V206           : -0.009509
V207           : 0.001868
V208           : -0.006649
V209           : 0.004591
V210           : -0.008618
V211           : 0.007434
V212           : 0.004341
V213           : -0.000811
V214           : 0.004899
V215           : 0.000908
V216           : -0.003945
V217           : -0.006090
V218           : -0.005895
V219           : 0.000383
V220           : -0.006406
V221           : -0.006095
V222           : -0.004180
V223           : -0.007098
V224           : -0.006158
V225           : 0.008877
V226           : -0.022813
V227           : -0.006795
V228           : -0.010422
V229           : -0.001230
V230           : -0.007490
V231           : -0.000046
V232           : -0.007384
V233           : -0.011190
V234           : -0.004777
V235           : -0.010417
V236           : -0.006124
V237           : -0.000079
V238           : -0.000209
V239           : 0.002033
V240           : 0.004300
V241           : 0.002734
V242           : -0.006600
V243           : -0.003472
V244           : -0.009307
V245           : 0.006760
V246           : 0.003609
V247           : 0.004300
V248           : -0.010596
V249           : -0.003675
V250           : -0.009772
V251           : -0.005398
V252           : 0.000000
V253           : 0.002232
V254           : -0.012661
V255           : 0.007757
V256           : 0.000000
V257           : 0.006556
V258           : -0.009921
V259           : -0.013460
V260           : 0.001652
V261           : -0.003087
V262           : -0.005813
V263           : 0.003730
V264           : 0.003007
V265           : -0.011402
V266           : -0.008253
V267           : 0.002994
V268           : -0.000000
V269           : 0.005502
V270           : -0.011286
V271           : -0.007392
V272           : 0.002538
V273           : -0.007274
V274           : -0.001654
V275           : 0.005401
V276           : -0.002090
V277           : -0.014219
V278           : -0.000000
V279           : -0.007241
V280           : 0.008449
V281           : 0.010567
V282           : -0.007673
V283           : -0.008604
V284           : -0.000836
V285           : -0.004016
V286           : -0.001212
V287           : -0.009481
V288           : -0.010840
V289           : -0.009271
V290           : -0.007599
V291           : 0.000000
V292           : -0.006539
V293           : -0.000000
V294           : -0.005918
V295           : -0.001704
V296           : 0.000000
V297           : -0.011093
V298           : -0.016734
V299           : 0.006036
V300           : -0.006710
V301           : -0.003748
V302           : -0.006558
V303           : 0.001211
V304           : -0.012564
V305           : -0.005460
V306           : -0.007175
V307           : -0.011172
V308           : -0.004231
V309           : -0.012635
V310           : 0.001438
V311           : -0.007145
V312           : -0.007614
V313           : -0.008699
V314           : -0.004538
V315           : -0.005265
V316           : 0.004122
V317           : 0.011050
V318           : -0.000000
V319           : 0.006851
V320           : 0.003721
V321           : 0.006627
V322           : -0.004798
V323           : 0.001772
V324           : -0.007710
V325           : -0.007198
V326           : -0.005986
V327           : -0.011679
V328           : -0.009655
V329           : 0.001310
V330           : -0.008362
V331           : -0.006958
V332           : -0.005158
V333           : -0.002606
V334           : 0.003597
V335           : -0.016726
V336           : 0.004276
V337           : -0.000805
V338           : -0.006703
V339           : 0.001323
V340           : -0.004366
V341           : -0.005958
V342           : -0.007574
V343           : -0.007467
V344           : -0.008525
V345           : -0.010839
V346           : 0.006517
V347           : -0.007037
V348           : -0.005688
V349           : -0.003609
V350           : -0.000970
V351           : -0.000255
V352           : 0.000122
V353           : -0.007474
V354           : -0.000000
V355           : 0.008731
V356           : -0.006868
V357           : -0.011106
V358           : -0.007705
V359           : -0.007643
V360           : -0.007899
V361           : 0.006811
V362           : -0.006047
V363           : -0.014197
V364           : -0.013228
V365           : -0.007186
V366           : 0.003427
V367           : 0.006993
V368           : -0.008941
V369           : -0.008147
V370           : -0.012880
V371           : -0.007007
V372           : 0.007713
V373           : -0.000000
V374           : -0.001707
V375           : 0.007773
V376           : -0.009772
V377           : -0.003321
V378           : 0.005851
V379           : -0.000000
V380           : 0.009774
V381           : 0.006856
V382           : -0.000766
V383           : 0.005209
V384           : 0.004057
V385           : 0.006115
V386           : 0.004314
V387           : -0.006206
V388           : 0.012960
V389           : 0.003439
V390           : 0.007055
V391           : 0.003981
V392           : 0.003723
V393           : -0.007509
V394           : 0.002057
V395           : 0.001813
V396           : 0.005375
V397           : 0.006423
V398           : 0.002539
V399           : 0.000000
V400           : 0.007140
V401           : 0.002429
V402           : -0.008565
V403           : 0.011889
V404           : 0.007766
V405           : -0.005437
V406           : -0.004128
V407           : -0.010820
V408           : 0.003528
V409           : -0.004962
V410           : 0.006967
V411           : 0.010523
V412           : -0.006042
V413           : 0.009536
V414           : -0.007467
V415           : 0.010469
V416           : -0.005340
V417           : 0.011518
V418           : 0.000000
V419           : 0.009190
V420           : -0.000000
V421           : -0.008347
V422           : 0.001218
V423           : -0.000000
V424           : -0.003958
V425           : 0.004265
V426           : -0.008279
V427           : 0.012429
V428           : -0.006545
V429           : -0.007920
V430           : -0.005447
V431           : -0.001377
V432           : -0.002732
V433           : 0.005846
V434           : 0.008296
V435           : 0.004420
V436           : 0.005205
V437           : -0.004603
V438           : 0.003615
V439           : 0.008321
V440           : -0.007045
V441           : 0.000236
V442           : -0.004697
V443           : 0.005050
V444           : -0.003824
V445           : -0.008192
V446           : -0.009760
V447           : -0.011692
V448           : -0.005261
V449           : 0.002346
V450           : 0.000032
V451           : 0.005564
V452           : -0.006813
V453           : 0.000000
V454           : -0.011943
V455           : -0.006945
V456           : -0.001691
V457           : -0.005252
V458           : -0.004050
V459           : -0.005474
V460           : 0.004123
V461           : -0.006644
V462           : -0.009149
V463           : 0.000000
V464           : -0.005894
V465           : -0.006346
V466           : -0.005058
V467           : 0.000000
V468           : -0.006678
V469           : -0.009273
V470           : 0.006677
V471           : 0.013181
V472           : -0.000000
V473           : -0.001337
V474           : -0.000000
V475           : 0.005097
V476           : 0.012266
V477           : 0.000000
V478           : -0.010786
V479           : 0.004071
V480           : 0.011280
V481           : 0.006090
V482           : -0.004138
V483           : -0.004025
V484           : 0.004632
V485           : 0.008087
V486           : 0.002693
V487           : 0.000000
V488           : 0.007307
V489           : -0.000241
V490           : -0.008696
V491           : -0.002199
V492           : -0.010382
V493           : 0.003193
V494           : -0.011039
V495           : -0.006371
V496           : 0.005287
V497           : -0.002562
V498           : -0.000263
V499           : -0.007112
V500           : -0.008319
V501           : -0.006464
V502           : 0.000539
V503           : -0.008578
V504           : -0.007777
V505           : -0.005950
V506           : 0.000285
V507           : 0.004127
V508           : -0.005339
V509           : 0.005309
V510           : -0.006658
V511           : 0.002866
V512           : 0.009826
V513           : -0.008212
V514           : 0.001669
V515           : -0.000881
V516           : 0.002294
V517           : -0.002446
V518           : 0.004057
V519           : 0.003220
V520           : -0.000000
V521           : 0.011460
V522           : -0.013159
V523           : -0.008934
V524           : -0.006999
V525           : 0.010338
V526           : 0.004440
V527           : 0.003055
V528           : 0.005304
V529           : -0.005871
V530           : -0.005501
V531           : 0.007324
V532           : 0.015898
V533           : -0.011500
V534           : 0.007232
V535           : 0.005603
V536           : 0.000000
V537           : -0.005029
V538           : -0.007466
V539           : -0.004592
V540           : -0.003529
V541           : -0.005380
V542           : 0.004440
V543           : -0.007333
V544           : -0.009225
V545           : -0.007916
V546           : 0.000309
V547           : -0.003132
V548           : -0.008340
V549           : -0.005768
V550           : -0.006783
V551           : 0.002901
V552           : -0.006531
V553           : -0.004385
V554           : -0.004946
V555           : -0.006496
V556           : -0.005500
V557           : -0.010784
V558           : -0.004789
V559           : -0.006341
V560           : 0.003219
V561           : -0.023292
V562           : -0.002817
V563           : -0.009476
V564           : 0.000928
V565           : 0.009588
V566           : 0.009845
V567           : 0.000000
V568           : 0.005089
V569           : -0.003541
V570           : 0.004198
V571           : -0.007087
V572           : 0.006895
V573           : 0.004156
V574           : -0.000000
V575           : -0.004114
V576           : 0.007018
V577           : -0.005474
V578           : 0.006988
V579           : 0.005993
V580           : 0.009644
V581           : -0.005133
V582           : 0.000000
V583           : -0.000000
V584           : -0.003610
V585           : 0.008722
V586           : -0.005975
V587           : -0.000000
V588           : 0.004685
V589           : 0.000000
V590           : -0.008826
V591           : 0.005334
V592           : 0.004639
V593           : -0.005531
V594           : 0.014581
V595           : 0.006978
V596           : -0.006881
V597           : 0.000000
V598           : -0.005808
V599           : -0.010732
V600           : 0.008343
V601           : -0.007611
V602           : 0.003795
V603           : 0.004219
V604           : -0.006079
V605           : -0.008087
V606           : 0.004008
V607           : -0.004481
V608           : 0.012287
V609           : -0.008489
V610           : -0.010665
V611           : -0.000191
V612           : -0.008312
V613           : 0.006471
V614           : 0.005698
V615           : 0.001626
V616           : -0.005781
V617           : 0.004165
V618           : -0.003137
V619           : -0.003162
V620           : 0.003091
V621           : 0.002245
V622           : 0.008329
V623           : 0.000000
V624           : 0.004360
V625           : -0.002354
V626           : 0.004485
V627           : -0.005271
V628           : 0.008993
V629           : -0.002035
V630           : -0.003365
V631           : 0.004995
V632           : 0.007721
V633           : -0.004267
V634           : -0.006999
V635           : 0.006674
V636           : 0.000000
V637           : 0.005446
V638           : -0.005059
V639           : -0.008401
V640           : -0.004019
V641           : 0.000000
V642           : 0.003195
V643           : -0.001861
V644           : -0.005296
V645           : -0.006996
V646           : 0.009771
V647           : 0.008513
V648           : 0.000694
V649           : -0.006218
V650           : -0.002399
V651           : -0.009980
V652           : -0.000000
V653           : 0.016675
V654           : -0.000000
V655           : 0.006066
V656           : -0.004827
V657           : -0.007122
V658           : 0.005185
V659           : -0.007366
V660           : 0.003337
V661           : -0.009024
V662           : -0.000000
V663           : 0.004025
V664           : -0.003297
V665           : -0.005965
V666           : -0.003032
V667           : -0.006518
V668           : 0.008253
V669           : -0.004255
V670           : 0.005509
V671           : -0.006800
V672           : -0.006665
V673           : 0.000000
V674           : 0.008035
V675           : -0.008593
V676           : 0.006452
V677           : 0.007030
V678           : 0.005896
V679           : -0.000481
V680           : -0.000000
V681           : -0.010251
V682           : 0.002307
V683           : -0.004363
V684           : -0.009057
V685           : 0.003172
V686           : -0.003617
V687           : -0.010160
V688           : -0.006008
V689           : -0.008685
V690           : -0.006652
V691           : 0.006331
V692           : 0.007355
V693           : -0.001849
V694           : 0.000000
V695           : -0.000849
V696           : 0.001253
V697           : -0.013104
V698           : -0.000000
V699           : -0.003896
V700           : -0.002982
V701           : -0.010692
V702           : -0.003979
V703           : -0.010933
V704           : -0.015602
V705           : -0.003657
V706           : -0.003078
V707           : -0.004029
V708           : 0.008574
V709           : 0.008093
V710           : -0.009797
V711           : -0.006978
V712           : -0.005286
V713           : -0.018471
V714           : 0.000000
V715           : 0.005281
V716           : -0.000000
V717           : -0.005575
V718           : -0.005011
V719           : 0.005747
V720           : -0.017349
V721           : 0.003837
V722           : 0.004059
V723           : -0.005537
V724           : -0.005621
V725           : -0.011586
V726           : -0.015492
V727           : -0.003288
V728           : 0.000000
V730           : -0.007871
V731           : 0.011408
V732           : -0.001250
V733           : -0.006322
V734           : 0.006721
V735           : 0.003158
V736           : -0.004957
V737           : -0.000354
V738           : -0.001159
V739           : -0.004430
V740           : 0.000945
V741           : -0.002730
V742           : -0.001083
V743           : 0.000000
V744           : -0.004245
V745           : 0.000225
V746           : 0.001666
V747           : -0.006641
V748           : 0.002318
V749           : -0.004420
V750           : 0.011887
V751           : -0.006365
V752           : -0.006690
V753           : 0.001122
V754           : -0.007748
V755           : -0.003571
V756           : -0.003308
V757           : -0.001718
V758           : 0.005164
V759           : 0.006648
V760           : 0.008888
V761           : 0.009572
V762           : 0.006848
V763           : -0.011122
V764           : -0.010791
V765           : -0.008868
V766           : 0.011714
V767           : 0.002844
V768           : 0.002370
V769           : -0.002832
V770           : -0.003180
V771           : 0.004091
V772           : 0.003600
V773           : 0.005214
V774           : 0.007526
V775           : 0.008827
V776           : 0.005099
V777           : -0.009138
V778           : 0.005598
V779           : 0.003997
V780           : 0.002799
V781           : 0.003568
V782           : 0.000000
V783           : 0.012542
V784           : 0.003336
V785           : 0.003304
V786           : 0.000000
V787           : -0.005821
V788           : -0.004862
V789           : 0.004836
V790           : -0.005445
V791           : -0.007942
V792           : 0.000243
V793           : 0.003243
V794           : -0.006749
V795           : -0.006129
V796           : 0.006131
V797           : -0.008214
V798           : -0.003910
V799           : 0.004707
V800           : -0.017522
V801           : -0.014362
V802           : 0.002142
V803           : 0.011412
V804           : -0.012393
V805           : -0.004925
V806           : -0.003114
V807           : -0.015982
V808           : 0.002649
V809           : 0.016096
V810           : -0.002237
V811           : -0.009506
V812           : 0.008025
V813           : -0.005973
V814           : 0.001742
V815           : 0.004288
V816           : -0.003461
V818           : -0.003802
V819           : -0.005857
V820           : 0.004796
V821           : -0.000274
V822           : -0.005264
V823           : -0.002353
V824           : -0.000658
V825           : 0.002950
V826           : -0.006277
V828           : -0.006767
V829           : 0.007688
V830           : 0.003908
V831           : 0.014578
V832           : -0.005150
V833           : -0.004128
V834           : -0.005612
V835           : 0.003718
V836           : -0.005731
V837           : -0.006669
V838           : 0.004321
V839           : -0.000221
V840           : -0.001899
V841           : -0.000515
V842           : -0.008933
V843           : -0.005746
V844           : -0.002417
V845           : 0.005021
V846           : 0.001636
V847           : 0.004668
V848           : -0.001326
V849           : 0.002408
V850           : 0.008076
V851           : 0.003359
V852           : 0.002713
V853           : 0.001234
V854           : -0.001198
V855           : -0.004852
V856           : -0.012680
V857           : 0.015638
V858           : -0.003810
V859           : -0.006582
V860           : 0.003444
V861           : 0.007750
V862           : 0.000000
V863           : 0.000000
V864           : 0.005357
V865           : 0.005644
V866           : 0.002336
V867           : 0.003503
V868           : -0.001652
V869           : -0.000848
V870           : 0.014675
V871           : -0.008901
V872           : -0.004611
V873           : -0.003317
V874           : -0.009838
V875           : 0.000436
V876           : -0.000000
V877           : -0.009560
V878           : 0.000490
V879           : -0.003121
V880           : -0.005610
V881           : -0.002436
V882           : -0.010290
V883           : 0.010636
V884           : 0.013715
V885           : 0.003519
V886           : 0.005496
V887           : 0.000000
V888           : 0.000676
V889           : 0.003439
V890           : 0.002224
V891           : 0.002515
V892           : -0.002697
V893           : -0.006710
V894           : -0.002996
V895           : 0.005269
V896           : 0.013268
V897           : 0.006593
V898           : 0.008269
V899           : 0.001004
V900           : 0.014120
V901           : -0.010821
V902           : 0.007950
V903           : -0.007296
V904           : 0.005939
V905           : 0.001329
V906           : 0.003924
V907           : 0.007464
V908           : -0.000000
V909           : 0.000931
V910           : 0.011827
V911           : 0.003137
V912           : 0.003659
V913           : 0.006518
V914           : -0.002214
V915           : -0.006491
V916           : -0.003283
V917           : -0.006905
V918           : -0.006325
V919           : 0.008807
V920           : -0.005490
V921           : -0.002722
V922           : -0.013822
V923           : -0.002019
V924           : -0.006004
V925           : -0.003398
V926           : 0.009226
V927           : -0.001972
V928           : -0.003179
V929           : -0.004602
V930           : -0.004980
V931           : -0.000338
V932           : 0.008631
V933           : 0.000000
V934           : -0.006303
V935           : 0.003609
V936           : -0.009119
V937           : 0.007143
V938           : 0.016202
V939           : 0.005244
V940           : -0.006673
V941           : 0.004022
V942           : 0.008794
V943           : -0.001861
V944           : 0.008685
V945           : -0.003620
V946           : 0.003311
V947           : -0.006008
V948           : 0.012882
V949           : 0.000618
V950           : 0.004264
V951           : -0.003374
V952           : -0.007406
V953           : 0.000549
V954           : -0.011782
V955           : 0.007907
V956           : -0.003401
V957           : -0.001864
V958           : 0.006295
V959           : -0.004985
V960           : -0.006768
V961           : -0.007859
V962           : -0.012940
V963           : -0.006916
V964           : 0.001813
V965           : -0.011313
V966           : -0.015939
V967           : 0.003530
V968           : 0.004865
V969           : 0.003354
V970           : -0.007939
V971           : -0.009930
V972           : -0.000000
V973           : 0.005947
V974           : -0.008085
V975           : -0.007011
V976           : 0.005594
V977           : -0.009465
V978           : -0.000000
V979           : 0.005251
V980           : 0.011199
V981           : 0.009918
V982           : -0.006101
V983           : -0.000000
V984           : -0.009268
V985           : -0.002695
V986           : 0.013287
V987           : 0.005979
V988           : -0.000000
V989           : 0.005236
V990           : -0.012027
V991           : -0.005953
V992           : 0.007335
V993           : 0.001757
V994           : -0.005071
V995           : 0.005012
V996           : -0.004757
V997           : 0.004781
V998           : 0.007062
V999           : 0.001750
V1000          : 0.012742
V1001          : -0.005493
V1002          : 0.000514
V1003          : 0.003998
V1004          : 0.003289
V1005          : 0.012633
V1006          : -0.009834
V1007          : -0.000867
V1008          : -0.003180
V1009          : 0.003331
V1010          : 0.005455
V1011          : -0.011106
V1012          : 0.000000
V1013          : -0.008349
V1014          : 0.002755
V1015          : 0.006895
V1016          : 0.003429
V1017          : -0.009085
V1018          : 0.007381
V1019          : -0.007071
V1020          : -0.007290
V1021          : -0.014203
V1022          : -0.002716
V1023          : 0.007968
V1024          : -0.004032
V1025          : 0.004204
V1026          : 0.005615
V1027          : -0.007635
V1028          : -0.000000
V1029          : 0.005098
V1030          : -0.005462
V1031          : 0.006408
V1032          : -0.000000
V1033          : 0.008312
V1034          : 0.005371
V1035          : 0.006187
V1036          : -0.003317
V1037          : -0.010501
V1038          : 0.002803
V1039          : 0.010842
V1040          : 0.000000
V1041          : 0.005914
V1042          : 0.001436
V1043          : 0.008441
V1044          : -0.000606
V1045          : -0.015690
V1046          : -0.003832
V1047          : -0.004882
V1048          : 0.007130
V1049          : 0.002103
V1050          : -0.004688
V1051          : 0.008823
V1052          : 0.007758
V1053          : -0.005655
V1054          : 0.007543
V1055          : -0.005216
V1056          : 0.004058
V1057          : 0.005516
V1058          : 0.004942
V1059          : 0.004172
V1060          : -0.010182
V1061          : 0.001133
V1062          : -0.000000
V1063          : 0.000789
V1064          : 0.014452
V1065          : 0.009121
V1066          : 0.009103
V1067          : -0.000000
V1068          : -0.003205
V1069          : 0.008372
V1070          : 0.002729
V1071          : -0.002406
V1072          : 0.004460
V1073          : 0.005331
V1074          : -0.000000
V1075          : 0.003660
V1076          : 0.007445
V1077          : -0.004481
V1078          : -0.008178
V1079          : 0.021960
V1080          : 0.007303
V1081          : -0.010691
V1082          : -0.006315
V1083          : 0.005165
V1084          : -0.000000
V1085          : -0.002016
V1086          : -0.013930
V1087          : 0.004734
V1088          : -0.004634
V1089          : -0.005530
V1090          : -0.005772
V1091          : 0.000950
V1092          : 0.012761
V1093          : 0.000929
V1094          : -0.010794
V1095          : 0.000000
V1096          : -0.009920
V1097          : 0.008839
V1098          : -0.002132
V1099          : -0.005249
V1100          : -0.010985
V1101          : 0.003457
V1102          : -0.000173
V1103          : 0.003066
V1104          : -0.000904
V1105          : -0.006793
V1106          : -0.007909
V1107          : 0.014913
V1108          : 0.002920
V1109          : -0.007254
V1110          : -0.009014
V1111          : -0.008462
V1112          : 0.006440
V1113          : -0.011042
V1114          : -0.000213
V1115          : 0.000000
V1116          : -0.003475
V1117          : -0.004754
V1118          : -0.008989
V1119          : -0.008709
V1120          : -0.004651
V1121          : 0.008544
V1122          : -0.000199
V1123          : -0.001181
V1124          : 0.009985
V1125          : 0.001883
V1126          : -0.009183
V1127          : -0.005694
V1128          : 0.005989
V1129          : -0.000546
V1130          : -0.003432
V1131          : -0.000082
V1132          : -0.006139
V1133          : 0.001806
V1134          : 0.010901
V1135          : 0.009383
V1136          : -0.005925
V1137          : 0.007408
V1138          : -0.000000
V1139          : -0.007397
V1140          : -0.009249
V1141          : 0.004826
V1142          : -0.005954
V1143          : -0.004308
V1144          : -0.008459
V1145          : 0.002770
V1146          : -0.014683
V1147          : 0.008131
V1148          : 0.000000
V1149          : -0.002752
V1150          : 0.006114
V1151          : -0.003805
V1152          : 0.002506
V1153          : 0.000000
V1154          : -0.005894
V1155          : 0.003952
V1156          : 0.007167
V1157          : -0.009749
V1158          : -0.003321
V1159          : -0.010694
V1160          : -0.005681
V1161          : -0.001397
V1162          : -0.001083
V1163          : -0.000000
V1164          : 0.010505
V1165          : 0.001761
V1166          : -0.007529
V1167          : -0.003639
V1168          : -0.002778
V1169          : -0.005815
V1170          : 0.009880
V1171          : 0.009895
V1172          : -0.004969
V1173          : -0.011229
V1174          : -0.008556
V1175          : -0.005474
V1176          : -0.008287
V1177          : -0.006624
V1178          : 0.001180
V1179          : -0.012559
V1180          : 0.008687
V1181          : 0.003167
V1182          : 0.003637
V1183          : -0.007636
V1184          : 0.000711
V1185          : -0.004771
V1186          : -0.013368
V1187          : -0.005479
V1188          : 0.011476
V1189          : 0.007751
V1190          : -0.006606
V1191          : -0.000000
V1192          : -0.011015
V1193          : -0.011296
V1194          : -0.001292
V1195          : 0.001231
V1196          : 0.000000
V1197          : -0.000630
V1198          : 0.003047
V1199          : -0.008042
V1200          : -0.002151
V1201          : -0.000000
V1202          : 0.003417
V1203          : -0.008675
V1204          : -0.005441
V1205          : 0.005230
V1206          : -0.004504
V1207          : -0.007648
V1208          : 0.000000
V1209          : 0.018174
V1210          : -0.004240
V1211          : -0.004659
V1212          : -0.007625
V1213          : -0.006040
V1214          : -0.000000
V1215          : -0.006298
V1216          : -0.005334
V1217          : 0.006587
V1218          : 0.009482
V1219          : 0.008689
V1220          : -0.001836
V1221          : -0.010700
V1222          : -0.010570
V1223          : -0.006071
V1224          : 0.002385
V1225          : 0.001830
V1226          : -0.001165
V1227          : 0.012341
V1228          : -0.010895
V1229          : 0.023871
V1230          : 0.003352
V1231          : 0.000000
V1232          : 0.004536
V1233          : -0.006153
V1234          : -0.007541
V1235          : 0.013307
V1236          : 0.003517
V1237          : -0.002884
V1238          : 0.002065
V1239          : -0.001221
V1240          : -0.005870
V1241          : 0.000000
V1242          : 0.002021
V1243          : 0.001116
V1244          : -0.003444
V1245          : -0.008424
V1246          : -0.009770
V1247          : -0.003632
V1248          : -0.004578
V1249          : -0.006882
V1250          : -0.005072
V1251          : 0.007946
V1252          : 0.000000
V1253          : -0.005345
V1254          : -0.002379
V1255          : -0.013026
V1256          : 0.004329
V1257          : 0.004583
V1258          : 0.003142
V1259          : -0.003327
V1260          : 0.000775
V1261          : -0.002001
V1262          : 0.005197
V1263          : -0.000000
V1264          : -0.006331
V1265          : 0.001849
V1266          : -0.011122
V1267          : -0.002884
V1268          : 0.005572
V1269          : 0.000000
V1270          : -0.011499
V1271          : 0.001915
V1272          : -0.004208
V1273          : -0.009365
V1274          : -0.006824
V1275          : 0.008018
V1276          : 0.005733
V1277          : -0.007277
V1278          : -0.000000
V1279          : -0.005073
V1280          : -0.006420
V1281          : 0.001185
V1282          : -0.011208
V1283          : 0.004719
V1284          : 0.010953
V1285          : -0.006432
V1286          : -0.008120
V1287          : -0.005573
V1288          : -0.014298
V1289          : -0.008176
V1290          : -0.000168
V1291          : -0.006984
V1292          : -0.007224
V1293          : -0.017474
V1294          : 0.008132
V1295          : -0.004393
V1296          : -0.003988
V1297          : 0.000117
V1298          : -0.010529
V1299          : 0.014648
V1300          : -0.001000
V1302          : 0.000000
V1303          : 0.007271
V1304          : -0.005969
V1305          : -0.005178
V1306          : -0.005143
V1308          : 0.009664
V1309          : -0.005942
V1310          : 0.002802
V1311          : -0.005718
V1312          : 0.000000
V1313          : 0.003581
V1314          : -0.006174
V1315          : 0.008876
V1316          : 0.000167
V1317          : 0.002617
V1318          : -0.011005
V1319          : 0.012963
V1320          : -0.004124
V1321          : -0.005081
V1322          : -0.000116
V1323          : -0.007481
V1324          : -0.005127
V1325          : -0.004800
V1326          : -0.003328
V1327          : -0.009157
V1328          : 0.000000
V1329          : 0.003816
V1330          : -0.009544
V1331          : -0.003535
V1332          : 0.005939
V1333          : 0.001821
V1334          : -0.002648
V1335          : 0.006563
V1336          : -0.003667
V1337          : -0.013405
V1338          : -0.002805
V1339          : 0.007712
V1340          : -0.007751
V1341          : -0.008646
V1342          : -0.008011
V1343          : -0.003802
V1344          : 0.000000
V1345          : 0.015198
V1346          : -0.001287
V1347          : -0.008303
V1348          : -0.011299
V1349          : 0.007885
V1350          : 0.006613
V1351          : -0.012928
V1352          : -0.007486
V1353          : 0.005986
V1354          : -0.010083
V1355          : 0.005458
V1356          : 0.007889
V1357          : -0.005485
V1358          : -0.004539
V1359          : -0.009424
V1360          : -0.004782
V1361          : -0.003661
V1362          : -0.003509
V1363          : -0.006662
V1364          : -0.001613
V1365          : 0.006311
V1366          : -0.006940
V1367          : -0.001431
