custom_lambda_0.0008 Coefficients
==================================================
Bias Term      : 0.007752
V266           : -0.009064
V267           : 0.004341
V268           : -0.001633
V269           : 0.005756
V270           : -0.012788
V271           : -0.007805
V272           : 0.002599
V273           : -0.007963
V274           : -0.002108
V275           : 0.005792
V276           : -0.002869
V277           : -0.017763
V278           : -0.001277
V279           : -0.007862
V280           : 0.009510
V281           : 0.011722
V282           : -0.008091
V283           : -0.009122
V284           : -0.003084
V285           : -0.005435
V286           : -0.002812
V287           : -0.011120
V288           : -0.011601
V289           : -0.009846
V290           : -0.008022
V291           : 0.000026
V292           : -0.008732
V293           : -0.000848
V294           : -0.006393
V295           : -0.002541
V296           : 0.000298
V297           : -0.011860
V298           : -0.019280
V299           : 0.007018
V300           : -0.007514
V301           : -0.004065
V302           : -0.007392
V303           : 0.001585
V304           : -0.013416
V305           : -0.005807
V306           : -0.007957
V307           : -0.011893
V308           : -0.005015
V309           : -0.013935
V310           : 0.001767
V311           : -0.008852
V312           : -0.008071
V313           : -0.009192
V314           : -0.005592
V315           : -0.008945
V316           : 0.004839
V317           : 0.014591
V318           : -0.000210
V319           : 0.011165
V320           : 0.004258
V321           : 0.007773
V322           : -0.005186
V323           : 0.002367
V324           : -0.008375
V325           : -0.007723
V326           : -0.006312
V327           : -0.015245
V328           : -0.012531
V329           : 0.001596
V330           : -0.009108
V331           : -0.007423
V332           : -0.008366
V333           : -0.003407
V334           : 0.004287
V335           : -0.019453
V336           : 0.006047
V337           : -0.001396
V338           : -0.007188
V339           : 0.004531
V340           : -0.004864
V341           : -0.008580
V342           : -0.008028
V343           : -0.008217
V344           : -0.009360
V345           : -0.011598
V346           : 0.007106
V347           : -0.007710
V348           : -0.005998
V349           : -0.004827
V350           : -0.001262
V351           : -0.001297
V352           : 0.002034
V353           : -0.008021
V354           : -0.000413
V355           : 0.009653
V356           : -0.008044
V357           : -0.011884
V358           : -0.008541
V359           : -0.008060
V360           : -0.008894
V361           : 0.007230
V362           : -0.007548
V363           : -0.015875
V364           : -0.014798
V365           : -0.007584
V366           : 0.004470
V367           : 0.008162
V368           : -0.009546
V369           : -0.008822
V370           : -0.014194
V371           : -0.008084
V372           : 0.008798
V373           : -0.000180
V374           : -0.002341
V375           : 0.008222
V376           : -0.010395
V377           : -0.003522
V378           : 0.006211
V379           : -0.000763
V380           : 0.011157
V381           : 0.007323
V382           : -0.001800
V383           : 0.005440
V384           : 0.006219
V385           : 0.008222
V386           : 0.004506
V387           : -0.006544
V388           : 0.017593
V389           : 0.003738
V390           : 0.008918
V391           : 0.004299
V392           : 0.003890
V393           : -0.008835
V394           : 0.002224
V395           : 0.002089
V396           : 0.005705
V397           : 0.008036
V398           : 0.002739
V399           : 0.000982
V400           : 0.007518
V401           : 0.005799
V402           : -0.009130
V403           : 0.012987
V404           : 0.009679
V405           : -0.006197
V406           : -0.005905
V407           : -0.012067
V408           : 0.003674
V409           : -0.008192
V410           : 0.008745
V411           : 0.012020
V412           : -0.007965
V413           : 0.011253
V414           : -0.010648
V415           : 0.013718
V416           : -0.005728
V417           : 0.012827
V418           : 0.000000
V419           : 0.009608
V420           : -0.000086
V421           : -0.008869
V422           : 0.001602
V423           : -0.002604
V424           : -0.004811
V425           : 0.004608
V426           : -0.008743
V427           : 0.013919
V428           : -0.007502
V429           : -0.008738
V430           : -0.005937
V431           : -0.002069
V432           : -0.003458
V433           : 0.006249
V434           : 0.013588
V435           : 0.004713
V436           : 0.005770
V437           : -0.004954
V438           : 0.003735
V439           : 0.009137
V440           : -0.007613
V441           : 0.003129
V442           : -0.005374
V443           : 0.006486
V444           : -0.005101
V445           : -0.008703
V446           : -0.010797
V447           : -0.013696
V448           : -0.005794
V449           : 0.003116
V450           : 0.001347
V451           : 0.006059
V452           : -0.007598
V453           : 0.001371
V454           : -0.013781
V455           : -0.007323
V456           : -0.005522
V457           : -0.005658
V458           : -0.005896
V459           : -0.005773
V460           : 0.004718
V461           : -0.007039
V462           : -0.009667
V463           : 0.004237
V464           : -0.006272
V465           : -0.008465
V466           : -0.005408
V467           : 0.000270
V468           : -0.007060
V469           : -0.010055
V470           : 0.007309
V471           : 0.015832
V472           : -0.000217
V473           : -0.004069
V474           : -0.000045
V475           : 0.005419
V476           : 0.014048
V477           : 0.002308
V478           : -0.011548
V479           : 0.004345
V480           : 0.012276
V481           : 0.006426
V482           : -0.004456
V483           : -0.004354
V484           : 0.004902
V485           : 0.009895
V486           : 0.002774
V487           : 0.001961
V488           : 0.007962
V489           : -0.000750
V490           : -0.009207
V491           : -0.003111
V492           : -0.013886
V493           : 0.003382
V494           : -0.011768
V495           : -0.006905
V496           : 0.005697
V497           : -0.002935
V498           : -0.000727
V499           : -0.007656
V500           : -0.009830
V501           : -0.006857
V502           : 0.000975
V503           : -0.009778
V504           : -0.008200
V505           : -0.006553
V506           : 0.000452
V507           : 0.004347
V508           : -0.005776
V509           : 0.005527
V510           : -0.007225
V511           : 0.005566
V512           : 0.010724
V513           : -0.009448
V514           : 0.002333
V515           : -0.001184
V516           : 0.002708
V517           : -0.004286
V518           : 0.004197
V519           : 0.005241
V520           : -0.000330
V521           : 0.011955
V522           : -0.014036
V523           : -0.009697
V524           : -0.007599
V525           : 0.011398
V526           : 0.005961
V527           : 0.003262
V528           : 0.006041
V529           : -0.006191
V530           : -0.005832
V531           : 0.007707
V532           : 0.017260
V533           : -0.014927
V534           : 0.007724
V535           : 0.005871
V536           : 0.000575
V537           : -0.009435
V538           : -0.007873
V539           : -0.004906
V540           : -0.003902
V541           : -0.005708
V542           : 0.004793
V543           : -0.008117
V544           : -0.010014
V545           : -0.009118
V546           : 0.000996
V547           : -0.003481
V548           : -0.008930
V549           : -0.006507
V550           : -0.008484
V551           : 0.003335
V552           : -0.006903
V553           : -0.004700
V554           : -0.005363
V555           : -0.006892
V556           : -0.005895
V557           : -0.011702
V558           : -0.006550
V559           : -0.006762
V560           : 0.003370
V561           : -0.027003
V562           : -0.004027
V563           : -0.009992
V564           : 0.002059
V565           : 0.010795
V566           : 0.010276
V567           : 0.002017
V568           : 0.005281
V569           : -0.004166
V570           : 0.004386
V571           : -0.007592
V572           : 0.009041
V573           : 0.004404
V574           : -0.000135
V575           : -0.004471
V576           : 0.007745
V577           : -0.005822
V578           : 0.007579
V579           : 0.006605
V580           : 0.010310
V581           : -0.006791
V582           : 0.000357
V583           : -0.000141
V584           : -0.004086
V585           : 0.012396
V586           : -0.006857
V587           : -0.000686
V588           : 0.006091
V589           : 0.000198
V590           : -0.009320
V591           : 0.007204
V592           : 0.004979
V593           : -0.007347
V594           : 0.016416
V595           : 0.008606
V596           : -0.007473
V597           : 0.001277
V598           : -0.006174
V599           : -0.012568
V600           : 0.008902
V601           : -0.009046
V602           : 0.004588
V603           : 0.004700
V604           : -0.006460
V605           : -0.008700
V606           : 0.004141
V607           : -0.005252
V608           : 0.013534
V609           : -0.009421
V610           : -0.011298
V611           : -0.000832
V612           : -0.009643
V613           : 0.006795
V614           : 0.006034
V615           : 0.001786
V616           : -0.006175
V617           : 0.004288
V618           : -0.003743
V619           : -0.003533
V620           : 0.003669
V621           : 0.002737
V622           : 0.008877
V623           : 0.002751
V624           : 0.004479
V625           : -0.002751
V626           : 0.006863
V627           : -0.007156
V628           : 0.009539
V629           : -0.002585
V630           : -0.004782
V631           : 0.006171
V632           : 0.008422
V633           : -0.004572
V634           : -0.009582
V635           : 0.008168
V636           : 0.000166
V637           : 0.005917
V638           : -0.005403
V639           : -0.009095
V640           : -0.005264
V641           : 0.001596
V642           : 0.003280
V643           : -0.002672
V644           : -0.005619
V645           : -0.010084
V646           : 0.011836
V647           : 0.009031
V648           : 0.001667
V649           : -0.006626
V650           : -0.002809
V651           : -0.011192
V652           : -0.001846
V653           : 0.018500
V654           : -0.000102
V655           : 0.007313
V656           : -0.005158
V657           : -0.007749
V658           : 0.005612
V659           : -0.007888
V660           : 0.003604
V661           : -0.010050
V662           : -0.000000
V663           : 0.004666
V664           : -0.003817
V665           : -0.006662
V666           : -0.003651
V667           : -0.007211
V668           : 0.009558
V669           : -0.005031
V670           : 0.010176
V671           : -0.007189
V672           : -0.007034
V673           : 0.001134
V674           : 0.009915
V675           : -0.009089
V676           : 0.006788
V677           : 0.008840
V678           : 0.007117
V679           : -0.001462
V680           : -0.000191
V681           : -0.012710
V682           : 0.005070
V683           : -0.004831
V684           : -0.011974
V685           : 0.003957
V686           : -0.004890
V687           : -0.012113
V688           : -0.006911
V689           : -0.009192
V690           : -0.007220
V691           : 0.007112
V692           : 0.008221
V693           : -0.003518
V694           : 0.000490
V695           : -0.001649
V696           : 0.005266
V697           : -0.017705
V698           : -0.004613
V699           : -0.004398
V700           : -0.003506
V701           : -0.012106
V702           : -0.006780
V703           : -0.011534
V704           : -0.016684
V705           : -0.004137
V706           : -0.005090
V707           : -0.004891
V708           : 0.010428
V709           : 0.008603
V710           : -0.011432
V711           : -0.008646
V712           : -0.007223
V713           : -0.020285
V714           : 0.002253
V715           : 0.007228
V716           : -0.000124
V717           : -0.006125
V718           : -0.005895
V719           : 0.006025
V720           : -0.019338
V721           : 0.004140
V722           : 0.007036
V723           : -0.006657
V724           : -0.005953
V725           : -0.012286
V726           : -0.017249
V727           : -0.004183
V728           : 0.000299
V730           : -0.008362
V731           : 0.015308
V732           : -0.002161
V733           : -0.007515
V734           : 0.007294
V735           : 0.003231
V736           : -0.005374
V737           : -0.000740
V738           : -0.001374
V739           : -0.005548
V740           : 0.002206
V741           : -0.003086
V742           : -0.001254
V743           : 0.001865
V744           : -0.004569
V745           : 0.001153
V746           : 0.001775
V747           : -0.007326
V748           : 0.002370
V749           : -0.005116
V750           : 0.015280
V751           : -0.007083
V752           : -0.007968
V753           : 0.001686
V754           : -0.008589
V755           : -0.003933
V756           : -0.003697
V757           : -0.002073
V758           : 0.005640
V759           : 0.008682
V760           : 0.009634
V761           : 0.010321
V762           : 0.007319
V763           : -0.011971
V764           : -0.011845
V765           : -0.010357
V766           : 0.012428
V767           : 0.002960
V768           : 0.004933
V769           : -0.003197
V770           : -0.004535
V771           : 0.004857
V772           : 0.003751
V773           : 0.005471
V774           : 0.007979
V775           : 0.009341
V776           : 0.005588
V777           : -0.009733
V778           : 0.006132
V779           : 0.004555
V780           : 0.004217
V781           : 0.003903
V782           : 0.000263
V783           : 0.015782
V784           : 0.003447
V785           : 0.003541
V786           : 0.000000
V787           : -0.006188
V788           : -0.005186
V789           : 0.005205
V790           : -0.005787
V791           : -0.009056
V792           : 0.000760
V793           : 0.003478
V794           : -0.007553
V795           : -0.006463
V796           : 0.006623
V797           : -0.008661
V798           : -0.004637
V799           : 0.005274
V800           : -0.019789
V801           : -0.015472
V802           : 0.002942
V803           : 0.012197
V804           : -0.015910
V805           : -0.006181
V806           : -0.004782
V807           : -0.017984
V808           : 0.003371
V809           : 0.017453
V810           : -0.002833
V811           : -0.010077
V812           : 0.008691
V813           : -0.006348
V814           : 0.003328
V815           : 0.006543
V816           : -0.003920
V818           : -0.004165
V819           : -0.008213
V820           : 0.005152
V821           : -0.001280
V822           : -0.005580
V823           : -0.004713
V824           : -0.000973
V825           : 0.003040
V826           : -0.006824
V828           : -0.007138
V829           : 0.007931
V830           : 0.006957
V831           : 0.016073
V832           : -0.005582
V833           : -0.004353
V834           : -0.005918
V835           : 0.004083
V836           : -0.006498
V837           : -0.007033
V838           : 0.005314
V839           : -0.000553
V840           : -0.003667
V841           : -0.001122
V842           : -0.009458
V843           : -0.006196
V844           : -0.003681
V845           : 0.005714
V846           : 0.002407
V847           : 0.004906
V848           : -0.001675
V849           : 0.002568
V850           : 0.010728
V851           : 0.003558
V852           : 0.004138
V853           : 0.002749
V854           : -0.001906
V855           : -0.005239
V856           : -0.015617
V857           : 0.017693
V858           : -0.004706
V859           : -0.007398
V860           : 0.003841
V861           : 0.009279
V862           : 0.000000
V863           : 0.001923
V864           : 0.006007
V865           : 0.006097
V866           : 0.002440
V867           : 0.003661
V868           : -0.002019
V869           : -0.001722
V870           : 0.016653
V871           : -0.009723
V872           : -0.005033
V873           : -0.004222
V874           : -0.012088
V875           : 0.001096
V876           : -0.003783
V877           : -0.010156
V878           : 0.001668
V879           : -0.004541
V880           : -0.006324
V881           : -0.003105
V882           : -0.011174
V883           : 0.013321
V884           : 0.015542
V885           : 0.003670
V886           : 0.006676
V887           : 0.000962
V888           : 0.001744
V889           : 0.003654
V890           : 0.002833
V891           : 0.002996
V892           : -0.002941
V893           : -0.007089
V894           : -0.003375
V895           : 0.006190
V896           : 0.014045
V897           : 0.010062
V898           : 0.009387
V899           : 0.001652
V900           : 0.016179
V901           : -0.013135
V902           : 0.009040
V903           : -0.008134
V904           : 0.006198
V905           : 0.002500
V906           : 0.004160
V907           : 0.007935
V908           : -0.001052
V909           : 0.001143
V910           : 0.012919
V911           : 0.003380
V912           : 0.003873
V913           : 0.007838
V914           : -0.002608
V915           : -0.007202
V916           : -0.003827
V917           : -0.007660
V918           : -0.010543
V919           : 0.013191
V920           : -0.005947
V921           : -0.003075
V922           : -0.014809
V923           : -0.002495
V924           : -0.006464
V925           : -0.004288
V926           : 0.010645
V927           : -0.002579
V928           : -0.003536
V929           : -0.005399
V930           : -0.005570
V931           : -0.001727
V932           : 0.009024
V933           : 0.002065
V934           : -0.006647
V935           : 0.003765
V936           : -0.010415
V937           : 0.007385
V938           : 0.017875
V939           : 0.008045
V940           : -0.011792
V941           : 0.005023
V942           : 0.010213
V943           : -0.002276
V944           : 0.010599
V945           : -0.004030
V946           : 0.003602
V947           : -0.006395
V948           : 0.013891
V949           : 0.002251
V950           : 0.005986
V951           : -0.007142
V952           : -0.007886
V953           : 0.001321
V954           : -0.014124
V955           : 0.008549
V956           : -0.004337
V957           : -0.003035
V958           : 0.006972
V959           : -0.005518
V960           : -0.007287
V961           : -0.009685
V962           : -0.015047
V963           : -0.007664
V964           : 0.003333
V965           : -0.012329
V966           : -0.017578
V967           : 0.004566
V968           : 0.005007
V969           : 0.003455
V970           : -0.008475
V971           : -0.010752
V972           : -0.000961
V973           : 0.006397
V974           : -0.008637
V975           : -0.008214
V976           : 0.005912
V977           : -0.010333
V978           : -0.000098
V979           : 0.006982
V980           : 0.012181
V981           : 0.011653
V982           : -0.006858
V983           : -0.001704
V984           : -0.009773
V985           : -0.004137
V986           : 0.015538
V987           : 0.006630
V988           : -0.000301
V989           : 0.009131
V990           : -0.013676
V991           : -0.006395
V992           : 0.007687
V993           : 0.008134
V994           : -0.005438
V995           : 0.006069
V996           : -0.007133
V997           : 0.005200
V998           : 0.008388
V999           : 0.003259
V1000          : 0.016897
V1001          : -0.007122
V1002          : 0.002038
V1003          : 0.005399
V1004          : 0.006483
V1005          : 0.013555
V1006          : -0.010369
V1007          : -0.002751
V1008          : -0.003601
V1009          : 0.003585
V1010          : 0.005681
V1011          : -0.012095
V1012          : 0.000144
V1013          : -0.010371
V1014          : 0.002850
V1015          : 0.008986
V1016          : 0.003622
V1017          : -0.010013
V1018          : 0.008719
V1019          : -0.007688
V1020          : -0.007837
V1021          : -0.015549
V1022          : -0.005812
V1023          : 0.008445
V1024          : -0.004350
V1025          : 0.004507
V1026          : 0.006122
V1027          : -0.008114
V1028          : -0.001084
V1029          : 0.005373
V1030          : -0.005759
V1031          : 0.008356
V1032          : -0.000004
V1033          : 0.010405
V1034          : 0.005549
V1035          : 0.008415
V1036          : -0.003720
V1037          : -0.011331
V1038          : 0.003174
V1039          : 0.012599
V1040          : 0.001106
V1041          : 0.006951
V1042          : 0.001601
V1043          : 0.011484
V1044          : -0.000984
V1045          : -0.016867
V1046          : -0.005613
V1047          : -0.005240
V1048          : 0.007724
V1049          : 0.005653
V1050          : -0.005022
V1051          : 0.010345
V1052          : 0.009374
V1053          : -0.005977
V1054          : 0.008126
V1055          : -0.005653
V1056          : 0.004362
V1057          : 0.006389
V1058          : 0.005845
V1059          : 0.004387
V1060          : -0.010741
V1061          : 0.002172
V1062          : -0.000171
V1063          : 0.003785
V1064          : 0.016665
V1065          : 0.010668
V1066          : 0.009514
V1067          : -0.000524
V1068          : -0.003767
V1069          : 0.008678
V1070          : 0.003166
V1071          : -0.003895
V1072          : 0.004712
V1073          : 0.005788
V1074          : -0.001086
V1075          : 0.004716
V1076          : 0.009891
V1077          : -0.004820
V1078          : -0.009096
V1079          : 0.025370
V1080          : 0.009892
V1081          : -0.011429
V1082          : -0.007119
V1083          : 0.007309
V1084          : -0.001216
V1085          : -0.003211
V1086          : -0.014852
V1087          : 0.005086
V1088          : -0.005308
V1089          : -0.006149
V1090          : -0.006214
V1091          : 0.003293
V1092          : 0.015067
V1093          : 0.001563
V1094          : -0.011538
V1095          : 0.001044
V1096          : -0.011791
V1097          : 0.009753
V1098          : -0.003170
V1099          : -0.006360
V1100          : -0.013041
V1101          : 0.004010
V1102          : -0.001624
V1103          : 0.003179
V1104          : -0.001666
V1105          : -0.011271
V1106          : -0.008963
V1107          : 0.016895
V1108          : 0.003270
V1109          : -0.007649
V1110          : -0.009528
V1111          : -0.009617
V1112          : 0.006737
V1113          : -0.012870
V1114          : -0.001107
V1115          : 0.000786
V1116          : -0.004419
V1117          : -0.005774
V1118          : -0.011985
V1119          : -0.011128
V1120          : -0.005093
V1121          : 0.009504
V1122          : -0.001090
V1123          : -0.001541
V1124          : 0.010550
V1125          : 0.003385
V1126          : -0.009792
V1127          : -0.008174
V1128          : 0.011849
V1129          : -0.001043
V1130          : -0.003944
V1131          : -0.000613
V1132          : -0.010174
V1133          : 0.002756
V1134          : 0.011869
V1135          : 0.010209
V1136          : -0.008425
V1137          : 0.008008
V1138          : -0.000206
V1139          : -0.009606
V1140          : -0.011048
V1141          : 0.005327
V1142          : -0.006390
V1143          : -0.004760
V1144          : -0.009576
V1145          : 0.002871
V1146          : -0.017031
V1147          : 0.008862
V1148          : 0.001173
V1149          : -0.003107
V1150          : 0.006433
V1151          : -0.004193
V1152          : 0.005082
V1153          : 0.001186
V1154          : -0.007084
V1155          : 0.005754
V1156          : 0.008207
V1157          : -0.011378
V1158          : -0.004000
V1159          : -0.012363
V1160          : -0.005991
V1161          : -0.002543
V1162          : -0.001270
V1163          : -0.000884
V1164          : 0.011232
V1165          : 0.002669
V1166          : -0.008131
V1167          : -0.005085
V1168          : -0.003964
V1169          : -0.006843
V1170          : 0.010519
V1171          : 0.013662
V1172          : -0.006214
V1173          : -0.012641
V1174          : -0.014144
V1175          : -0.007104
V1176          : -0.009426
V1177          : -0.006993
V1178          : 0.002239
V1179          : -0.016561
V1180          : 0.009597
V1181          : 0.003479
V1182          : 0.003799
V1183          : -0.008338
V1184          : 0.003001
V1185          : -0.005783
V1186          : -0.014820
V1187          : -0.005895
V1188          : 0.012573
V1189          : 0.008608
V1190          : -0.007049
V1191          : -0.001117
V1192          : -0.013741
V1193          : -0.014280
V1194          : -0.001739
V1195          : 0.002060
V1196          : 0.000830
V1197          : -0.001078
V1198          : 0.004307
V1199          : -0.012594
V1200          : -0.003425
V1201          : -0.003677
V1202          : 0.003584
V1203          : -0.009180
V1204          : -0.005942
V1205          : 0.005696
V1206          : -0.004950
V1207          : -0.008357
V1208          : 0.001357
V1209          : 0.019997
V1210          : -0.004681
V1211          : -0.005386
V1212          : -0.011174
V1213          : -0.006418
V1214          : -0.001290
V1215          : -0.006654
V1216          : -0.006095
V1217          : 0.006962
V1218          : 0.010268
V1219          : 0.012181
V1220          : -0.003269
V1221          : -0.011859
V1222          : -0.013948
V1223          : -0.006523
V1224          : 0.003422
V1225          : 0.003857
V1226          : -0.003284
V1227          : 0.013430
V1228          : -0.013885
V1229          : 0.028093
V1230          : 0.003511
V1231          : 0.002480
V1232          : 0.004958
V1233          : -0.006789
V1234          : -0.008926
V1235          : 0.014732
V1236          : 0.005771
V1237          : -0.003249
V1238          : 0.007159
V1239          : -0.001783
V1240          : -0.006488
V1241          : 0.000007
V1242          : 0.005233
V1243          : 0.001418
V1244          : -0.004183
V1245          : -0.008884
V1246          : -0.011496
V1247          : -0.004025
V1248          : -0.004961
V1249          : -0.009388
V1250          : -0.006535
V1251          : 0.008710
V1252          : 0.000889
V1253          : -0.007298
V1254          : -0.004483
V1255          : -0.014192
V1256          : 0.005074
V1257          : 0.006100
V1258          : 0.004489
V1259          : -0.005824
V1260          : 0.004641
V1261          : -0.004302
V1262          : 0.005784
V1263          : -0.002740
V1264          : -0.006948
V1265          : 0.008359
V1266          : -0.012885
V1267          : -0.003641
V1268          : 0.010025
V1269          : 0.000481
V1270          : -0.013123
V1271          : 0.002345
V1272          : -0.004556
V1273          : -0.009875
V1274          : -0.007360
V1275          : 0.009286
V1276          : 0.006086
V1277          : -0.007832
V1278          : -0.002085
V1279          : -0.009003
V1280          : -0.011328
V1281          : 0.002406
V1282          : -0.012711
V1283          : 0.004914
V1284          : 0.012697
V1285          : -0.006795
V1286          : -0.008704
V1287          : -0.005922
V1288          : -0.015358
V1289          : -0.008715
V1290          : -0.002101
V1291          : -0.007545
V1292          : -0.008137
V1293          : -0.019590
V1294          : 0.013347
V1295          : -0.005205
V1296          : -0.004436
V1297          : 0.001880
V1298          : -0.011228
V1299          : 0.016727
V1300          : -0.001645
V1302          : 0.000445
V1303          : 0.008094
V1304          : -0.007726
V1305          : -0.006027
V1306          : -0.006530
V1308          : 0.010263
V1309          : -0.006266
V1310          : 0.002903
V1311          : -0.006202
V1312          : 0.000487
V1313          : 0.005806
V1314          : -0.006888
V1315          : 0.010020
V1316          : 0.000535
V1317          : 0.002862
V1318          : -0.012278
V1319          : 0.014967
V1320          : -0.004568
V1321          : -0.005518
V1322          : -0.002539
V1323          : -0.008228
V1324          : -0.006694
V1325          : -0.005350
V1326          : -0.005873
V1327          : -0.011178
V1328          : 0.002756
V1329          : 0.004079
V1330          : -0.011650
V1331          : -0.003899
V1332          : 0.007642
V1333          : 0.004732
V1334          : -0.003120
V1335          : 0.009225
V1336          : -0.005416
V1337          : -0.015138
V1338          : -0.003168
V1339          : 0.008154
V1340          : -0.008173
V1341          : -0.009603
V1342          : -0.008592
V1343          : -0.004449
V1344          : 0.000157
V1345          : 0.019701
V1346          : -0.002150
V1347          : -0.008881
V1348          : -0.012173
V1349          : 0.010146
V1350          : 0.007184
V1351          : -0.014585
V1352          : -0.007916
V1353          : 0.006630
V1354          : -0.012214
V1355          : 0.006131
V1356          : 0.008472
V1357          : -0.005971
V1358          : -0.007230
V1359          : -0.010121
V1360          : -0.005642
V1361          : -0.004002
V1362          : -0.004818
V1363          : -0.007327
V1364          : -0.003323
V1365          : 0.009657
V1366          : -0.007520
V1367          : -0.002794
