custom_lambda_0.0207 Coefficients
==================================================
Bias Term      : -0.005382
V147           : 0.000242
V148           : -0.003518
V151           : -0.000897
V152           : 0.006149
V153           : -0.006182
V154           : 0.004877
V155           : 0.004325
V156           : 0.005770
V157           : -0.001917
V159           : -0.002634
V160           : -0.001555
V161           : -0.000979
V162           : 0.002687
V163           : 0.004988
V165           : 0.003110
V166           : -0.004392
V167           : -0.006347
V168           : 0.004951
V169           : 0.005706
V170           : 0.005747
V172           : 0.005674
V173           : 0.000000
V174           : 0.004678
V175           : -0.000000
V177           : 0.002245
V178           : 0.003942
V179           : -0.004725
V180           : 0.005655
V181           : 0.005553
V182           : -0.005180
V183           : 0.000000
V184           : -0.002167
V185           : 0.004414
V186           : -0.002833
V187           : 0.000954
V188           : 0.005465
V190           : -0.005297
V192           : 0.003558
V194           : 0.005107
V195           : 0.005899
V196           : 0.005504
V197           : -0.002987
V198           : 0.000143
V199           : 0.003586
V201           : 0.006237
V202           : -0.002451
V203           : 0.005022
V204           : 0.005886
V205           : 0.005734
V207           : 0.003544
V208           : 0.004751
V209           : -0.000805
V210           : 0.004992
V211           : 0.005725
V212           : 0.005664
V213           : 0.005799
V214           : 0.005733
V216           : 0.005637
V217           : 0.005530
V218           : 0.005336
V219           : 0.002631
V220           : 0.005585
V221           : -0.004381
V222           : -0.001918
V224           : 0.005699
V225           : -0.003601
V226           : 0.005714
V227           : 0.005367
V228           : 0.005390
V229           : 0.004672
V230           : 0.005600
V231           : -0.000000
V232           : -0.000848
V233           : 0.005467
V234           : 0.001033
V235           : 0.004562
V238           : 0.005113
V240           : 0.007701
V242           : -0.002375
V244           : 0.005578
V249           : 0.004531
V253           : 0.005836
V254           : 0.005527
V255           : 0.000044
V256           : -0.004723
V257           : 0.005539
V259           : 0.004344
V260           : -0.003286
V262           : -0.004681
V263           : -0.001010
V264           : 0.004758
V265           : 0.003318
V267           : 0.005563
V268           : 0.004631
V269           : -0.004919
V273           : -0.000000
V274           : 0.005267
V275           : 0.005526
V276           : 0.004833
V278           : 0.002451
V279           : 0.005376
V280           : 0.005542
V283           : 0.005046
V284           : 0.005757
V285           : 0.000588
V286           : -0.005946
V287           : -0.002899
V289           : -0.003943
V290           : -0.002514
V293           : 0.005836
V294           : 0.005440
V295           : 0.005599
V297           : 0.004779
V298           : 0.000040
V299           : 0.005583
V300           : 0.005595
V301           : 0.002811
V302           : 0.003872
V304           : 0.000000
V305           : 0.002336
V310           : 0.005371
V313           : -0.001957
V314           : 0.004482
V315           : 0.004312
V316           : 0.005454
V317           : -0.001053
V319           : 0.006041
V320           : -0.002527
V322           : -0.004468
V325           : 0.005272
V326           : -0.004512
V327           : 0.006393
V329           : 0.007259
V331           : 0.000530
V334           : 0.004711
V335           : -0.004032
V336           : 0.004685
V337           : 0.005404
V339           : 0.003537
V340           : -0.004588
V341           : 0.005024
V342           : 0.005179
V343           : 0.001625
V344           : -0.001174
V345           : 0.004938
V346           : 0.001477
V348           : 0.005270
V349           : 0.002226
V350           : 0.004085
V353           : 0.005080
V356           : 0.004400
V357           : 0.004954
V358           : 0.002446
V360           : 0.005098
V361           : 0.005602
V362           : 0.000925
V364           : 0.005213
V366           : 0.005187
V367           : 0.005541
V368           : 0.003940
V369           : 0.005323
V370           : -0.001732
V373           : 0.005734
V374           : 0.005471
V375           : 0.003658
V377           : -0.004975
V378           : 0.004899
V379           : 0.003677
V383           : -0.005195
V384           : 0.000085
V385           : 0.005654
V387           : 0.004062
V388           : 0.001453
V389           : 0.000545
V390           : 0.003936
V391           : 0.002917
V392           : 0.003779
V393           : -0.000319
V394           : 0.005474
V395           : 0.002785
V396           : -0.004752
V397           : 0.005276
V399           : 0.006221
V400           : 0.006332
V404           : 0.004450
V405           : 0.000000
V406           : 0.003950
V407           : 0.008752
V408           : 0.007722
V409           : -0.005254
V410           : 0.005353
V411           : 0.005388
V412           : 0.003457
V413           : -0.000291
V414           : 0.005673
V415           : 0.005642
V416           : -0.004588
V417           : 0.003199
V419           : -0.000000
V420           : 0.005773
V421           : 0.002851
V422           : -0.001096
V424           : 0.005816
V425           : 0.003972
V428           : -0.001691
V430           : 0.001259
V435           : 0.003741
V437           : 0.005530
V442           : 0.004011
V443           : 0.004901
V444           : 0.002066
V445           : 0.002032
V446           : 0.002687
V448           : 0.000500
V449           : 0.003748
V450           : 0.005740
V451           : 0.000389
V452           : 0.000397
V453           : 0.005137
V456           : 0.005501
V459           : 0.005278
V460           : 0.001810
V461           : 0.000000
V462           : 0.005454
V463           : 0.002792
V464           : 0.005340
V466           : -0.002054
V467           : -0.003532
V469           : -0.001794
V471           : 0.005813
V472           : 0.005331
V473           : 0.005119
V475           : 0.002481
V477           : 0.004393
V479           : 0.004335
V480           : 0.003005
V481           : 0.000935
V482           : 0.004246
V483           : 0.001500
V484           : 0.005796
V485           : 0.005069
V486           : -0.003372
V489           : 0.004299
V490           : 0.005232
V491           : 0.003309
V492           : 0.005024
V493           : 0.006027
V494           : 0.003402
V496           : 0.006168
V498           : -0.003542
V499           : -0.005851
V500           : 0.005429
V501           : -0.007548
V502           : 0.005579
V504           : -0.001135
V505           : 0.004929
V506           : 0.002531
V507           : 0.005261
V508           : 0.005616
V509           : 0.005347
V512           : 0.000497
V513           : 0.005653
V514           : 0.004369
V517           : 0.004868
V519           : 0.005610
V521           : 0.005523
V522           : 0.004258
V523           : 0.004027
V524           : -0.004113
V525           : 0.003998
V528           : 0.005473
V529           : -0.000411
V530           : -0.004066
V531           : -0.005471
V532           : 0.002543
V533           : 0.005563
V534           : 0.003878
V537           : 0.005715
V539           : 0.004464
V540           : -0.004290
V542           : 0.005774
V543           : 0.005123
V544           : 0.002285
V545           : 0.001985
V547           : 0.001131
V548           : 0.005244
V549           : 0.002893
V550           : -0.000924
V556           : 0.000206
V557           : 0.003838
V558           : 0.000000
V559           : -0.002517
V560           : -0.003389
V561           : 0.003609
V562           : 0.005040
V563           : 0.004401
V564           : 0.003875
V565           : -0.003426
V567           : 0.004991
V568           : 0.005422
V571           : 0.005262
V572           : 0.005559
V573           : 0.004949
V574           : 0.004207
V575           : 0.005446
V576           : 0.005584
V577           : 0.004832
V578           : 0.005441
V579           : 0.002786
V580           : 0.005342
V582           : 0.005105
V583           : 0.005649
V585           : 0.004341
V587           : 0.005910
V589           : 0.000000
V590           : -0.004906
V591           : -0.004110
V592           : 0.004562
V594           : 0.005250
V595           : 0.005797
V597           : 0.001325
V598           : -0.000000
V600           : 0.003864
V602           : 0.002768
V603           : 0.005499
V604           : 0.005345
V605           : 0.003655
V606           : 0.005519
V608           : 0.000000
V610           : 0.001918
V611           : 0.004585
V612           : -0.002265
V613           : 0.003096
V614           : 0.005751
V615           : 0.005572
V616           : 0.005713
V617           : 0.005127
V618           : -0.003987
V619           : 0.005073
V622           : 0.002618
V623           : 0.005866
V624           : 0.005649
V625           : 0.004291
V626           : 0.004810
V627           : 0.004934
V628           : 0.004846
V629           : -0.000123
V630           : -0.002776
V631           : 0.005633
V632           : 0.004006
V633           : -0.004438
V634           : 0.005253
V635           : 0.003992
V636           : 0.005248
V637           : 0.006061
V638           : 0.005704
V639           : 0.005652
V640           : 0.005318
V642           : 0.004975
V643           : 0.005442
V645           : 0.000491
V646           : 0.003211
V648           : 0.004860
V649           : 0.005640
V650           : 0.004333
V651           : -0.002040
V652           : 0.005781
V653           : 0.003190
V659           : 0.005313
V660           : 0.005377
V661           : 0.005533
V662           : 0.006049
V663           : 0.004040
V664           : -0.000663
V666           : -0.003058
V667           : 0.003839
V669           : 0.005344
V670           : -0.005200
V671           : 0.001382
V672           : 0.005286
V673           : 0.004817
V674           : 0.005699
V675           : 0.005732
V677           : 0.005354
V678           : 0.005488
V679           : 0.002673
V680           : 0.005506
V681           : 0.005550
V682           : -0.000732
V683           : 0.000933
V684           : 0.005602
V686           : 0.006031
V687           : 0.004786
V688           : 0.002075
V689           : -0.002854
V690           : 0.005554
V691           : 0.004248
V692           : 0.003927
V693           : 0.005373
V694           : 0.000000
V696           : 0.002416
V697           : 0.003502
V698           : -0.003044
V699           : 0.005450
V700           : -0.000101
V702           : -0.002917
V703           : 0.005013
V704           : -0.003356
V707           : 0.005640
V708           : -0.005576
V709           : 0.000000
V710           : 0.000486
V711           : 0.004446
V712           : 0.003561
V713           : 0.005056
V715           : 0.005721
V716           : 0.006301
V719           : 0.005735
V720           : -0.003540
V722           : 0.005618
V723           : -0.001886
V728           : -0.000000
V729           : -0.000882
V730           : -0.003822
V731           : 0.005782
V735           : 0.005795
V739           : -0.002571
V741           : 0.005098
V744           : 0.005059
V745           : 0.005281
V747           : 0.004938
V748           : 0.004246
V749           : 0.004373
V752           : 0.005246
V753           : 0.003998
V754           : 0.005540
V755           : -0.001004
V756           : 0.004468
V757           : -0.004872
V758           : 0.005796
V759           : 0.005643
V760           : 0.000011
V762           : 0.004314
V763           : 0.005645
V764           : 0.003094
V766           : 0.004785
V768           : 0.004362
V769           : 0.005860
V770           : -0.000631
V771           : 0.004413
V772           : -0.005255
V774           : 0.005558
V775           : 0.005613
V776           : 0.004526
V777           : 0.006377
V778           : 0.005343
V780           : 0.005785
V781           : -0.003972
V782           : 0.005233
V783           : 0.004314
V785           : 0.005707
V786           : 0.005359
V788           : 0.005598
V790           : 0.004105
V791           : 0.005332
V793           : -0.001679
V794           : 0.005149
V795           : -0.000000
V796           : -0.000000
V797           : -0.004374
V798           : 0.005890
V800           : 0.004351
V801           : -0.003972
V803           : 0.003045
V806           : 0.005353
V807           : 0.001884
V808           : 0.001233
V809           : 0.005592
V810           : 0.005006
V811           : -0.004543
V813           : -0.003312
V814           : -0.000140
V815           : 0.005483
V816           : 0.005587
V819           : 0.005033
V822           : -0.002255
V823           : -0.001843
V825           : 0.005352
V826           : 0.005518
V827           : 0.005419
V828           : 0.005616
V829           : 0.005808
V831           : 0.001475
V832           : 0.004331
V833           : 0.003647
V834           : 0.003067
V836           : 0.001940
V837           : 0.005338
V839           : 0.005134
V842           : 0.004815
V843           : 0.004160
V844           : 0.004414
V845           : 0.004125
V846           : 0.002719
V849           : -0.003334
V850           : 0.004696
V851           : 0.004269
V853           : 0.005602
V854           : -0.003869
V856           : -0.000192
V857           : 0.005203
V859           : 0.005037
V860           : 0.005738
V861           : 0.004605
V862           : 0.005886
V863           : 0.004444
V864           : 0.004838
V865           : 0.005233
V867           : 0.001244
V871           : 0.002765
V872           : 0.005194
V873           : 0.000011
V874           : -0.001590
V875           : 0.005138
V876           : 0.003946
V877           : 0.005114
V878           : 0.000949
V880           : 0.005552
V883           : 0.005445
V885           : 0.005588
V886           : 0.004817
V887           : 0.004728
V888           : 0.006052
V889           : 0.005708
V890           : 0.005531
V892           : 0.005089
V893           : 0.005611
V894           : -0.001161
V895           : 0.005592
V896           : 0.005716
V897           : -0.004357
V898           : 0.001805
V899           : 0.004478
V900           : 0.005244
V903           : 0.004931
V904           : 0.005386
V905           : 0.004518
V906           : 0.005705
V907           : -0.000000
V910           : 0.004725
V911           : 0.005798
V913           : 0.005614
V914           : 0.005522
V916           : 0.005634
V917           : 0.001080
V918           : 0.004020
V920           : -0.005161
V921           : -0.004125
V922           : 0.000565
V925           : 0.005661
V926           : 0.005958
V927           : 0.001967
V928           : 0.005400
V929           : -0.005127
V930           : 0.004562
V931           : -0.000000
V933           : 0.005413
V934           : -0.003236
V935           : -0.003855
V936           : 0.003718
V937           : 0.005711
V938           : 0.004791
V939           : -0.004630
V940           : -0.005860
V941           : 0.005322
V942           : -0.000005
V943           : -0.003943
V944           : 0.005337
V945           : -0.001100
V946           : 0.005871
V947           : 0.005606
V948           : 0.004582
V949           : -0.003419
V950           : 0.003772
V951           : 0.003372
V952           : -0.003287
V953           : -0.000000
V954           : 0.006063
V956           : -0.005586
V957           : 0.003708
V961           : 0.005496
V963           : 0.002843
V964           : 0.005536
V965           : 0.004954
V966           : 0.004321
V967           : 0.005772
V968           : 0.006271
V969           : 0.005455
V970           : 0.003508
V972           : 0.006072
V974           : 0.004725
V975           : 0.005224
V976           : -0.000000
V977           : 0.005247
V978           : 0.005661
V979           : 0.005325
V982           : 0.002981
V984           : 0.005408
V985           : -0.000000
V986           : -0.001651
V987           : 0.002385
V988           : 0.005324
V989           : 0.005232
V990           : 0.003656
V991           : -0.002615
V992           : 0.005603
V993           : 0.005671
V994           : 0.003747
V995           : 0.000454
V996           : 0.005569
V997           : -0.002259
V998           : 0.004069
V999           : 0.005212
V1000          : -0.000000
V1001          : 0.004842
V1002          : 0.005451
V1003          : 0.005352
V1005          : 0.005095
V1006          : -0.004068
V1007          : 0.005704
V1008          : 0.004849
V1009          : 0.001748
V1010          : 0.004647
V1011          : 0.005559
V1012          : 0.005760
V1013          : 0.005719
V1014          : 0.003213
V1015          : -0.007701
V1016          : -0.008190
V1017          : 0.000000
V1018          : -0.008572
V1019          : -0.001623
V1020          : 0.005674
V1022          : 0.003442
V1023          : 0.004547
V1024          : 0.004250
V1025          : -0.000000
V1026          : -0.011852
V1027          : 0.005140
V1028          : 0.002203
V1029          : 0.004066
V1030          : 0.003800
V1031          : 0.004599
V1032          : 0.004730
V1033          : 0.004909
V1035          : 0.002543
V1036          : 0.005679
V1037          : 0.005813
V1038          : -0.003883
V1041          : 0.001133
V1043          : 0.005610
V1044          : 0.004365
V1046          : 0.003131
V1047          : 0.005626
V1048          : -0.004636
V1049          : 0.005098
V1050          : 0.003550
V1052          : -0.004594
V1054          : 0.005941
V1055          : 0.005971
V1056          : 0.005227
V1057          : 0.005056
V1058          : 0.005666
V1059          : 0.005960
V1060          : 0.003980
V1061          : 0.004165
V1062          : -0.000354
V1063          : 0.005728
V1064          : -0.004777
V1065          : -0.001676
V1066          : 0.005300
V1070          : -0.004357
V1071          : 0.005553
V1072          : -0.000700
V1073          : 0.000000
V1075          : -0.003910
V1076          : -0.000000
V1077          : -0.000757
V1078          : 0.003415
V1080          : 0.005240
V1082          : 0.000000
V1084          : 0.005311
V1085          : -0.004510
V1086          : 0.003515
V1087          : -0.000498
V1089          : 0.005161
V1091          : -0.004093
V1093          : 0.004317
V1094          : 0.000204
V1095          : 0.005101
V1096          : 0.005170
V1099          : -0.002496
V1101          : -0.002347
V1102          : 0.005380
V1104          : 0.004705
V1105          : 0.005743
V1106          : 0.004894
V1107          : 0.003766
V1108          : 0.005675
V1109          : 0.001220
V1110          : 0.003711
V1114          : -0.000428
V1115          : 0.004347
V1116          : 0.005462
V1117          : 0.005289
V1118          : 0.005604
V1119          : 0.005324
V1120          : 0.000516
V1121          : 0.005342
V1122          : 0.005756
V1123          : 0.004743
V1124          : -0.004978
V1126          : 0.005602
V1127          : 0.004679
V1128          : 0.005093
V1130          : 0.005245
V1131          : 0.005514
V1132          : 0.001862
V1134          : 0.005381
V1136          : 0.002206
V1137          : 0.006295
V1138          : 0.004228
V1139          : 0.000000
V1140          : -0.007330
V1141          : -0.000000
V1142          : 0.005550
V1144          : 0.005408
V1145          : 0.005345
V1147          : -0.002196
V1148          : 0.004036
V1149          : 0.004717
V1150          : 0.005895
V1151          : 0.002959
V1152          : 0.005377
V1153          : 0.005212
V1154          : 0.005509
V1156          : 0.004623
V1157          : 0.005427
V1158          : 0.005334
V1159          : 0.005804
V1160          : -0.001188
V1162          : 0.004911
V1163          : 0.005354
V1164          : 0.004239
V1165          : 0.005302
V1168          : 0.004730
V1169          : -0.000489
V1170          : -0.005439
V1171          : 0.005544
V1172          : -0.001222
V1173          : 0.005047
V1174          : 0.005758
V1176          : 0.002059
V1178          : 0.005129
V1179          : -0.003463
V1181          : 0.003997
V1182          : 0.005734
V1183          : 0.004141
V1184          : 0.004404
V1185          : 0.004980
V1186          : -0.008326
V1187          : 0.004476
V1188          : -0.007155
V1190          : -0.002471
V1191          : -0.001980
V1193          : 0.001870
V1197          : 0.005933
V1201          : 0.005711
V1204          : 0.003577
V1205          : 0.002794
V1206          : 0.006144
V1208          : 0.005288
V1209          : 0.005099
V1210          : 0.005759
V1211          : 0.005760
V1212          : -0.003030
V1213          : 0.005097
V1214          : 0.004681
V1215          : 0.006327
V1216          : 0.003313
V1218          : 0.005351
V1220          : 0.005165
V1221          : -0.003775
V1222          : 0.005318
V1223          : 0.005559
V1224          : 0.002851
V1225          : 0.004752
V1226          : -0.000871
V1227          : 0.000120
V1228          : 0.001465
V1229          : -0.002820
V1230          : 0.000316
V1232          : 0.004606
V1233          : 0.006519
V1234          : 0.005470
V1236          : 0.004330
V1237          : 0.005509
V1238          : 0.005270
V1239          : 0.005339
V1240          : 0.001184
V1241          : 0.005797
V1242          : 0.000163
V1243          : 0.003834
V1244          : -0.003956
V1245          : 0.000292
V1246          : -0.005359
V1247          : -0.004986
V1248          : 0.003801
V1249          : 0.005370
V1250          : 0.005140
V1251          : 0.005850
V1252          : -0.003082
V1253          : 0.005609
V1254          : 0.005609
V1255          : -0.002823
V1256          : 0.000985
V1258          : 0.005591
V1262          : 0.002700
V1264          : -0.003599
V1265          : 0.000000
V1266          : 0.007324
V1267          : 0.003171
V1270          : 0.005380
V1271          : 0.005533
V1272          : 0.005366
V1273          : 0.005521
V1275          : 0.005327
V1276          : 0.005325
V1280          : 0.005594
V1281          : 0.004239
V1282          : -0.002168
V1283          : 0.005462
V1284          : 0.005370
V1285          : 0.005082
V1286          : -0.000147
V1288          : 0.000000
V1290          : 0.005549
V1291          : 0.005076
V1292          : 0.002011
V1293          : 0.005512
V1294          : -0.006045
V1297          : -0.004433
V1298          : 0.005324
V1299          : 0.005814
V1300          : 0.005368
V1301          : 0.003111
V1302          : 0.002338
V1303          : 0.005310
V1304          : 0.004115
V1305          : 0.004289
V1307          : 0.005289
V1309          : 0.005728
V1310          : 0.005246
V1311          : 0.003541
V1312          : 0.000961
V1313          : -0.005302
V1314          : -0.003659
V1315          : 0.003779
V1316          : -0.005490
V1317          : 0.003065
V1318          : 0.005669
V1320          : -0.002905
V1322          : -0.007502
V1324          : 0.004632
V1325          : 0.004769
V1327          : 0.003233
V1328          : 0.000000
V1329          : 0.003725
V1330          : 0.005323
V1331          : 0.000000
V1333          : -0.004258
V1334          : 0.005175
V1335          : 0.003931
V1336          : 0.004505
V1337          : -0.006158
V1338          : 0.005770
V1340          : 0.002261
V1341          : 0.005101
V1343          : 0.005214
V1344          : 0.005633
V1345          : 0.006005
V1346          : 0.000000
V1347          : 0.005724
V1348          : 0.005130
V1349          : 0.005022
V1350          : 0.005622
V1351          : -0.003359
V1352          : -0.000165
V1353          : 0.005551
V1354          : 0.004645
V1355          : 0.004149
V1356          : 0.004944
V1357          : 0.005371
V1358          : 0.005811
V1359          : 0.003138
V1361          : 0.003694
V1362          : 0.003898
V1363          : -0.002823
V1364          : 0.002399
V1365          : -0.001495
V1367          : 0.002719
V1368          : 0.000471
V1369          : 0.005718
V1370          : 0.005624
V1371          : 0.005630
V1372          : -0.000616
V1373          : 0.005622
V1374          : -0.007575
V1376          : 0.001775
V1377          : 0.005439
V1378          : -0.000000
V1379          : 0.001043
V1380          : -0.004117
V1381          : 0.004400
V1382          : 0.005463
V1383          : 0.005257
V1384          : 0.000000
V1385          : 0.000777
V1386          : -0.000323
V1387          : 0.004921
V1388          : 0.004799
V1389          : 0.005443
V1390          : -0.000514
V1391          : 0.002903
V1393          : -0.005497
V1394          : -0.000140
V1395          : 0.004704
V1396          : 0.003086
V1397          : 0.004550
V1398          : 0.005059
V1399          : 0.005246
V1401          : 0.003244
V1402          : 0.006743
V1403          : 0.005545
V1404          : 0.005046
V1407          : 0.006911
V1408          : 0.000000
V1409          : 0.005250
V1411          : -0.004461
V1413          : 0.005336
V1414          : 0.004402
V1415          : 0.004612
V1416          : 0.005493
V1417          : 0.005315
V1418          : -0.003818
V1419          : -0.004213
V1421          : 0.005535
V1422          : 0.000513
V1423          : 0.001053
V1425          : 0.005270
V1426          : 0.005448
V1427          : 0.005241
V1429          : -0.000000
V1431          : 0.002791
V1432          : 0.003954
V1433          : 0.005603
V1437          : 0.005404
V1438          : 0.004176
V1439          : 0.004320
V1440          : 0.006362
V1441          : 0.004043
V1445          : 0.005429
V1446          : -0.003236
V1448          : 0.006696
V1449          : 0.005524
V1452          : -0.006393
V1453          : 0.003098
V1454          : 0.005163
V1455          : -0.001387
V1456          : -0.002982
V1457          : 0.004207
V1458          : -0.004583
V1459          : 0.005227
V1460          : 0.005688
V1461          : 0.002102
V1462          : -0.002298
V1464          : -0.005730
V1465          : -0.004462
V1466          : 0.000743
V1467          : 0.006117
V1468          : 0.004665
V1469          : 0.005367
V1470          : 0.005853
V1471          : -0.006761
V1472          : 0.000000
V1474          : -0.003630
V1478          : 0.005297
V1479          : 0.004040
V1480          : 0.005978
V1481          : 0.004849
V1482          : 0.005561
V1483          : 0.004308
V1484          : 0.004986
V1486          : 0.005187
V1487          : 0.004013
V1488          : 0.007464
V1489          : -0.001353
V1491          : 0.006004
V1492          : 0.005420
V1493          : 0.005460
V1494          : 0.005332
V1495          : -0.001733
V1496          : 0.001174
V1497          : -0.003551
V1498          : 0.003151
V1499          : 0.004481
V1501          : -0.001345
V1502          : 0.005973
V1503          : 0.001889
V1504          : 0.005464
V1505          : -0.001297
V1506          : 0.002835
V1507          : 0.005611
V1508          : 0.001749
V1509          : 0.001624
V1510          : 0.001144
V1512          : -0.002728
V1513          : 0.005923
V1514          : 0.005563
V1515          : 0.005988
V1516          : -0.000037
V1517          : 0.000663
V1519          : 0.004704
V1520          : -0.007040
V1521          : 0.005397
V1522          : 0.005233
V1523          : 0.005063
V1524          : 0.006016
V1525          : 0.003119
V1526          : 0.004954
V1527          : 0.001974
V1528          : 0.005448
V1529          : 0.005556
V1531          : 0.004818
V1533          : 0.005152
V1534          : 0.000000
V1535          : 0.004527
V1536          : -0.004788
V1537          : -0.000690
V1538          : 0.005160
V1539          : 0.004696
V1540          : -0.008929
V1541          : 0.005567
V1542          : 0.004390
V1543          : 0.004458
V1544          : 0.005479
V1545          : 0.002827
V1548          : 0.004943
V1549          : 0.002093
V1550          : 0.005263
V1551          : 0.005771
V1553          : -0.002588
V1554          : 0.005140
V1555          : -0.003611
V1556          : -0.005457
V1557          : 0.005694
V1558          : 0.005526
V1559          : 0.004721
V1560          : 0.004025
V1562          : 0.002723
V1564          : 0.004531
V1565          : -0.008908
V1566          : 0.004135
V1567          : 0.005245
V1568          : 0.005699
V1569          : -0.003863
V1570          : 0.006548
V1571          : 0.005091
V1572          : 0.003952
V1573          : -0.001726
V1574          : 0.005297
V1575          : -0.001453
V1576          : 0.004325
V1577          : 0.005116
V1578          : 0.003757
V1580          : -0.005825
V1581          : -0.003948
V1582          : -0.000000
V1583          : 0.004610
V1584          : -0.000000
V1585          : 0.005826
V1586          : -0.002922
V1587          : 0.004917
V1588          : -0.002117
V1589          : 0.000000
V1590          : -0.003910
V1591          : 0.005712
V1592          : 0.003145
V1593          : 0.004625
V1594          : 0.003230
V1595          : 0.005441
V1596          : 0.000830
V1597          : 0.005441
V1598          : 0.000000
V1599          : -0.000000
V1600          : 0.005568
V1601          : 0.005090
V1604          : 0.004715
V1605          : 0.005481
V1606          : 0.003700
V1607          : 0.005598
V1608          : 0.005017
V1609          : 0.004218
V1610          : 0.005587
V1611          : -0.002123
V1613          : 0.001748
V1614          : 0.005483
V1615          : 0.006382
V1616          : 0.005483
V1617          : 0.005481
V1618          : -0.000602
V1619          : 0.005887
V1620          : -0.000000
V1621          : 0.003178
V1622          : 0.000998
V1623          : 0.004644
V1624          : 0.000219
V1625          : 0.005517
V1626          : -0.005500
V1627          : -0.008202
V1628          : -0.006465
V1630          : 0.003120
V1631          : 0.005548
V1633          : 0.004821
V1634          : 0.003943
V1636          : 0.005350
V1637          : 0.001240
V1638          : -0.001703
V1639          : 0.005579
V1640          : -0.001459
V1641          : 0.004980
V1642          : 0.006127
V1643          : 0.006288
V1644          : 0.005313
V1645          : 0.005370
V1646          : 0.004158
V1647          : -0.000116
V1648          : -0.004342
V1649          : -0.002474
V1650          : 0.004903
V1651          : -0.003588
V1652          : 0.005540
V1653          : 0.003416
V1655          : -0.001996
V1656          : 0.004759
V1660          : 0.006665
V1661          : 0.004640
V1662          : 0.005561
V1663          : 0.005876
V1664          : 0.006571
V1666          : 0.004630
V1668          : -0.002693
V1669          : 0.002860
V1670          : -0.003645
V1671          : 0.006245
V1672          : 0.005845
V1673          : 0.004809
V1674          : 0.003925
V1676          : 0.005595
V1677          : 0.005811
V1678          : 0.005402
V1680          : 0.005565
V1681          : 0.005244
V1683          : 0.005473
V1684          : -0.004212
V1685          : 0.005595
V1687          : 0.000852
V1689          : 0.004750
V1690          : 0.005254
V1692          : 0.002247
V1694          : 0.003842
V1695          : 0.005665
V1697          : 0.005337
V1698          : 0.005448
V1699          : 0.002518
V1700          : -0.001056
V1702          : 0.006869
V1703          : 0.005610
V1705          : 0.005777
V1707          : 0.005369
V1708          : 0.006008
V1709          : 0.005592
V1710          : 0.005813
V1711          : 0.004679
V1712          : -0.000000
V1713          : 0.005215
V1714          : 0.004388
V1715          : 0.003480
V1716          : 0.005798
V1717          : 0.004625
V1718          : 0.002785
V1719          : 0.001417
V1721          : 0.006793
V1722          : 0.003682
V1723          : 0.004031
V1724          : 0.004433
V1725          : -0.005803
