custom_lambda_0.0336 Coefficients
==================================================
Bias Term      : -0.005223
V187           : 0.000549
V188           : 0.005253
V190           : -0.004804
V192           : 0.003244
V194           : 0.004843
V195           : 0.005700
V196           : 0.005316
V197           : -0.002720
V198           : 0.000000
V199           : 0.003370
V201           : 0.005971
V202           : -0.002247
V203           : 0.004808
V204           : 0.005663
V205           : 0.005568
V207           : 0.003263
V208           : 0.004535
V209           : -0.000537
V210           : 0.004811
V211           : 0.005534
V212           : 0.005452
V213           : 0.005630
V214           : 0.005513
V216           : 0.005411
V217           : 0.005227
V218           : 0.005160
V219           : 0.002296
V220           : 0.005339
V221           : -0.004181
V222           : -0.001806
V224           : 0.005514
V225           : -0.003197
V226           : 0.005525
V227           : 0.005190
V228           : 0.005167
V229           : 0.004344
V230           : 0.005362
V231           : -0.000000
V232           : -0.000311
V233           : 0.005283
V234           : 0.000593
V235           : 0.004328
V238           : 0.004879
V240           : 0.007383
V242           : -0.002322
V244           : 0.005393
V249           : 0.004291
V253           : 0.005637
V254           : 0.005351
V255           : 0.000000
V256           : -0.004601
V257           : 0.005314
V259           : 0.004136
V260           : -0.003014
V262           : -0.004312
V263           : -0.000677
V264           : 0.004430
V265           : 0.002995
V267           : 0.004794
V268           : 0.004404
V269           : -0.004717
V273           : -0.000000
V274           : 0.004944
V275           : 0.005263
V276           : 0.004601
V278           : 0.002033
V279           : 0.005167
V280           : 0.005350
V283           : 0.004727
V284           : 0.005556
V285           : 0.000311
V286           : -0.005310
V287           : -0.002489
V289           : -0.003745
V290           : -0.002320
V293           : 0.005652
V294           : 0.005252
V295           : 0.005396
V297           : 0.004527
V298           : 0.000000
V299           : 0.005405
V300           : 0.005404
V301           : 0.002590
V302           : 0.003449
V304           : 0.000000
V305           : 0.001962
V310           : 0.005131
V313           : -0.001902
V314           : 0.004224
V315           : 0.003937
V316           : 0.005254
V317           : -0.000795
V319           : 0.005828
V320           : -0.002200
V322           : -0.004301
V325           : 0.005074
V326           : -0.004140
V327           : 0.006134
V329           : 0.007008
V331           : 0.000314
V334           : 0.004466
V335           : -0.003789
V336           : 0.004387
V337           : 0.005229
V339           : 0.003303
V340           : -0.004454
V341           : 0.004736
V342           : 0.004973
V343           : 0.001279
V344           : -0.000809
V345           : 0.004768
V346           : 0.001108
V348           : 0.005052
V349           : 0.001947
V350           : 0.003771
V353           : 0.004790
V356           : 0.004123
V357           : 0.004658
V358           : 0.001935
V360           : 0.004782
V361           : 0.005425
V362           : 0.000550
V364           : 0.004959
V366           : 0.004967
V367           : 0.005349
V368           : 0.003723
V369           : 0.005057
V370           : -0.000838
V373           : 0.005558
V374           : 0.005263
V375           : 0.003337
V377           : -0.004732
V378           : 0.004657
V379           : 0.003344
V383           : -0.004876
V384           : 0.000000
V385           : 0.005338
V387           : 0.003784
V388           : 0.001223
V389           : 0.000247
V390           : 0.003599
V391           : 0.002588
V392           : 0.003513
V393           : -0.000000
V394           : 0.005279
V395           : 0.002404
V396           : -0.004533
V397           : 0.005005
V399           : 0.006020
V400           : 0.005991
V404           : 0.004173
V405           : 0.000000
V406           : 0.003734
V407           : 0.008328
V408           : 0.007292
V409           : -0.004877
V410           : 0.005040
V411           : 0.005198
V412           : 0.003174
V413           : -0.000000
V414           : 0.005468
V415           : 0.005375
V416           : -0.004470
V417           : 0.002821
V419           : -0.000000
V420           : 0.005291
V421           : 0.002446
V422           : -0.000885
V424           : 0.005587
V425           : 0.003705
V428           : -0.001660
V430           : 0.001021
V435           : 0.003468
V437           : 0.005330
V442           : 0.003655
V443           : 0.004631
V444           : 0.001557
V445           : 0.001607
V446           : 0.002280
V448           : 0.000217
V449           : 0.003349
V450           : 0.005472
V451           : 0.000000
V452           : 0.000000
V453           : 0.004914
V456           : 0.005334
V459           : 0.005023
V460           : 0.001536
V461           : 0.000000
V462           : 0.005287
V463           : 0.002504
V464           : 0.005154
V466           : -0.001750
V467           : -0.002992
V469           : -0.001750
V471           : 0.005603
V472           : 0.005151
V473           : 0.004866
V475           : 0.002149
V477           : 0.004201
V479           : 0.004114
V480           : 0.002768
V481           : 0.000577
V482           : 0.003909
V483           : 0.001151
V484           : 0.005605
V485           : 0.004811
V486           : -0.003287
V489           : 0.004002
V490           : 0.004922
V491           : 0.003058
V492           : 0.004793
V493           : 0.005813
V494           : 0.003126
V496           : 0.005973
V498           : -0.003481
V499           : -0.005659
V500           : 0.005250
V501           : -0.006979
V502           : 0.005393
V504           : -0.000553
V505           : 0.004737
V506           : 0.001973
V507           : 0.005083
V508           : 0.005383
V509           : 0.005113
V512           : 0.000082
V513           : 0.005452
V514           : 0.004006
V517           : 0.004644
V519           : 0.005431
V521           : 0.005348
V522           : 0.003962
V523           : 0.003672
V524           : -0.003710
V525           : 0.003754
V528           : 0.005296
V529           : -0.000132
V530           : -0.003810
V531           : -0.005253
V532           : 0.002329
V533           : 0.005263
V534           : 0.003525
V537           : 0.005533
V539           : 0.004214
V540           : -0.004058
V542           : 0.005553
V543           : 0.004940
V544           : 0.001949
V545           : 0.001608
V547           : 0.000829
V548           : 0.004948
V549           : 0.002593
V550           : -0.000263
V556           : 0.000000
V557           : 0.003608
V558           : 0.000000
V559           : -0.002426
V560           : -0.003309
V561           : 0.003228
V562           : 0.004745
V563           : 0.004118
V564           : 0.003564
V565           : -0.003190
V567           : 0.004633
V568           : 0.005247
V571           : 0.005060
V572           : 0.005373
V573           : 0.004694
V574           : 0.004043
V575           : 0.005277
V576           : 0.005363
V577           : 0.004629
V578           : 0.005249
V579           : 0.002364
V580           : 0.005143
V582           : 0.004834
V583           : 0.005414
V585           : 0.004052
V587           : 0.005738
V589           : 0.000000
V590           : -0.004776
V591           : -0.003991
V592           : 0.004280
V594           : 0.004970
V595           : 0.005465
V597           : 0.000928
V598           : -0.000000
V600           : 0.003496
V602           : 0.002454
V603           : 0.005309
V604           : 0.005154
V605           : 0.003366
V606           : 0.005338
V608           : 0.000000
V610           : 0.001582
V611           : 0.004204
V612           : -0.002111
V613           : 0.002887
V614           : 0.005564
V615           : 0.005397
V616           : 0.005529
V617           : 0.004914
V618           : -0.003609
V619           : 0.004822
V622           : 0.002198
V623           : 0.005677
V624           : 0.005408
V625           : 0.003942
V626           : 0.004453
V627           : 0.004626
V628           : 0.004595
V629           : -0.000000
V630           : -0.002595
V631           : 0.005420
V632           : 0.003726
V633           : -0.004216
V634           : 0.004958
V635           : 0.003696
V636           : 0.005030
V637           : 0.005851
V638           : 0.005503
V639           : 0.005476
V640           : 0.005123
V642           : 0.004749
V643           : 0.005263
V645           : 0.000191
V646           : 0.002981
V648           : 0.004500
V649           : 0.005398
V650           : 0.004054
V651           : -0.001678
V652           : 0.005593
V653           : 0.002857
V659           : 0.005072
V660           : 0.005187
V661           : 0.005284
V662           : 0.005775
V663           : 0.003794
V664           : -0.000226
V666           : -0.002961
V667           : 0.003494
V669           : 0.005052
V670           : -0.004862
V671           : 0.000905
V672           : 0.004994
V673           : 0.004493
V674           : 0.005436
V675           : 0.005502
V677           : 0.005156
V678           : 0.005173
V679           : 0.002323
V680           : 0.005267
V681           : 0.005359
V682           : -0.000370
V683           : 0.000691
V684           : 0.005418
V686           : 0.005769
V687           : 0.004502
V688           : 0.001597
V689           : -0.002809
V690           : 0.005375
V691           : 0.003952
V692           : 0.003593
V693           : 0.005208
V694           : 0.000000
V696           : 0.001995
V697           : 0.003251
V698           : -0.002636
V699           : 0.005199
V700           : -0.000000
V702           : -0.002857
V703           : 0.004777
V704           : -0.003210
V707           : 0.005441
V708           : -0.005350
V709           : 0.000000
V710           : 0.000020
V711           : 0.004196
V712           : 0.003209
V713           : 0.004757
V715           : 0.005551
V716           : 0.006004
V719           : 0.005466
V720           : -0.003347
V722           : 0.005439
V723           : -0.001848
V728           : -0.000000
V729           : -0.000685
V730           : -0.003666
V731           : 0.005588
V735           : 0.005589
V739           : -0.002505
V741           : 0.004908
V744           : 0.004854
V745           : 0.005023
V747           : 0.004721
V748           : 0.003742
V749           : 0.004142
V752           : 0.004997
V753           : 0.003774
V754           : 0.005311
V755           : -0.000921
V756           : 0.004228
V757           : -0.004752
V758           : 0.005447
V759           : 0.005405
V760           : 0.000000
V762           : 0.003926
V763           : 0.005464
V764           : 0.002749
V766           : 0.004592
V768           : 0.004142
V769           : 0.005642
V770           : -0.000383
V771           : 0.004211
V772           : -0.005088
V774           : 0.005330
V775           : 0.005382
V776           : 0.004250
V777           : 0.006092
V778           : 0.005092
V780           : 0.005459
V781           : -0.003884
V782           : 0.005043
V783           : 0.004078
V785           : 0.005531
V786           : 0.005172
V788           : 0.005421
V790           : 0.003872
V791           : 0.005168
V793           : -0.001216
V794           : 0.004889
V795           : -0.000000
V796           : -0.000000
V797           : -0.004263
V798           : 0.005658
V800           : 0.004149
V801           : -0.003653
V803           : 0.002763
V806           : 0.005095
V807           : 0.001488
V808           : 0.000937
V809           : 0.005409
V810           : 0.004657
V811           : -0.004330
V813           : -0.002938
V814           : -0.000000
V815           : 0.005194
V816           : 0.005403
V819           : 0.004841
V822           : -0.002182
V823           : -0.001750
V825           : 0.005127
V826           : 0.005243
V827           : 0.005202
V828           : 0.005432
V829           : 0.005586
V831           : 0.001123
V832           : 0.003966
V833           : 0.003342
V834           : 0.002734
V836           : 0.001615
V837           : 0.005153
V839           : 0.004895
V842           : 0.004551
V843           : 0.003840
V844           : 0.004159
V845           : 0.003907
V846           : 0.002318
V849           : -0.003233
V850           : 0.004491
V851           : 0.003852
V853           : 0.005423
V854           : -0.003780
V856           : -0.000000
V857           : 0.004925
V859           : 0.004850
V860           : 0.005564
V861           : 0.004315
V862           : 0.005702
V863           : 0.004089
V864           : 0.004593
V865           : 0.005014
V867           : 0.000906
V871           : 0.002629
V872           : 0.004970
V873           : 0.000000
V874           : -0.001577
V875           : 0.004866
V876           : 0.003650
V877           : 0.004867
V878           : 0.000747
V880           : 0.005271
V883           : 0.005219
V885           : 0.005345
V886           : 0.004574
V887           : 0.004437
V888           : 0.005861
V889           : 0.005520
V890           : 0.005325
V892           : 0.004908
V893           : 0.005435
V894           : -0.000781
V895           : 0.005391
V896           : 0.005528
V897           : -0.004234
V898           : 0.001421
V899           : 0.004136
V900           : 0.004911
V903           : 0.004664
V904           : 0.005201
V905           : 0.004346
V906           : 0.005530
V907           : -0.000000
V910           : 0.004417
V911           : 0.005538
V913           : 0.005441
V914           : 0.005345
V916           : 0.005411
V917           : 0.000701
V918           : 0.003848
V920           : -0.004391
V921           : -0.003754
V922           : 0.000170
V925           : 0.005484
V926           : 0.005474
V927           : 0.001688
V928           : 0.005220
V929           : -0.004841
V930           : 0.004241
V931           : -0.000000
V933           : 0.005201
V934           : -0.003063
V935           : -0.003718
V936           : 0.003434
V937           : 0.005511
V938           : 0.004592
V939           : -0.004385
V940           : -0.005414
V941           : 0.005089
V942           : -0.000000
V943           : -0.003863
V944           : 0.005155
V945           : -0.000477
V946           : 0.005608
V947           : 0.005436
V948           : 0.004275
V949           : -0.003160
V950           : 0.003514
V951           : 0.003094
V952           : -0.003216
V953           : -0.000000
V954           : 0.005843
V956           : -0.005313
V957           : 0.003277
V961           : 0.005293
V963           : 0.002616
V964           : 0.005335
V965           : 0.004673
V966           : 0.004057
V967           : 0.005605
V968           : 0.005934
V969           : 0.005230
V970           : 0.003189
V972           : 0.005809
V974           : 0.004537
V975           : 0.005029
V976           : -0.000000
V977           : 0.004857
V978           : 0.005447
V979           : 0.005015
V982           : 0.002577
V984           : 0.005187
V985           : -0.000000
V986           : -0.001187
V987           : 0.002104
V988           : 0.005149
V989           : 0.005017
V990           : 0.003323
V991           : -0.002294
V992           : 0.005413
V993           : 0.005417
V994           : 0.003363
V995           : 0.000144
V996           : 0.005341
V997           : -0.002043
V998           : 0.003740
V999           : 0.004948
V1000          : -0.000000
V1001          : 0.004484
V1002          : 0.005274
V1003          : 0.005104
V1005          : 0.004841
V1006          : -0.003941
V1007          : 0.005494
V1008          : 0.004636
V1009          : 0.001517
V1010          : 0.004361
V1011          : 0.005399
V1012          : 0.005580
V1013          : 0.005549
V1014          : 0.002938
V1015          : -0.007337
V1016          : -0.007698
V1017          : 0.000000
V1018          : -0.007981
V1019          : -0.001479
V1020          : 0.005467
V1022          : 0.003096
V1023          : 0.004228
V1024          : 0.003948
V1025          : -0.000000
V1026          : -0.009715
V1027          : 0.004944
V1028          : 0.001844
V1029          : 0.003733
V1030          : 0.003415
V1031          : 0.004154
V1032          : 0.004476
V1033          : 0.004681
V1035          : 0.002192
V1036          : 0.005400
V1037          : 0.005636
V1038          : -0.003772
V1041          : 0.000754
V1043          : 0.005434
V1044          : 0.004125
V1046          : 0.002655
V1047          : 0.005425
V1048          : -0.004512
V1049          : 0.004838
V1050          : 0.003187
V1052          : -0.004461
V1054          : 0.005740
V1055          : 0.005771
V1056          : 0.004969
V1057          : 0.004876
V1058          : 0.005424
V1059          : 0.005779
V1060          : 0.003604
V1061          : 0.003860
V1062          : -0.000000
V1063          : 0.005556
V1064          : -0.004647
V1065          : -0.001059
V1066          : 0.005066
V1070          : -0.004247
V1071          : 0.005263
V1072          : -0.000201
V1073          : 0.000000
V1075          : -0.003710
V1076          : -0.000000
V1077          : -0.000490
V1078          : 0.003059
V1080          : 0.004987
V1082          : 0.000000
V1084          : 0.005123
V1085          : -0.004404
V1086          : 0.002991
V1087          : -0.000000
V1089          : 0.004949
V1091          : -0.004012
V1093          : 0.003944
V1094          : 0.000000
V1095          : 0.004796
V1096          : 0.004944
V1099          : -0.001893
V1101          : -0.002222
V1102          : 0.004932
V1104          : 0.004364
V1105          : 0.005523
V1106          : 0.004589
V1107          : 0.003405
V1108          : 0.005462
V1109          : 0.000859
V1110          : 0.003448
V1114          : -0.000000
V1115          : 0.004109
V1116          : 0.005255
V1117          : 0.005036
V1118          : 0.005434
V1119          : 0.005120
V1120          : 0.000232
V1121          : 0.005154
V1122          : 0.005558
V1123          : 0.004377
V1124          : -0.004825
V1126          : 0.005424
V1127          : 0.004371
V1128          : 0.004910
V1130          : 0.005050
V1131          : 0.005319
V1132          : 0.001311
V1134          : 0.005057
V1136          : 0.001821
V1137          : 0.006031
V1138          : 0.003867
V1139          : 0.000000
V1140          : -0.006710
V1141          : -0.000000
V1142          : 0.005326
V1144          : 0.005157
V1145          : 0.005162
V1147          : -0.001848
V1148          : 0.003654
V1149          : 0.004492
V1150          : 0.005708
V1151          : 0.002332
V1152          : 0.005176
V1153          : 0.004966
V1154          : 0.005319
V1156          : 0.004397
V1157          : 0.005128
V1158          : 0.005128
V1159          : 0.005495
V1160          : -0.001052
V1162          : 0.004686
V1163          : 0.005010
V1164          : 0.004018
V1165          : 0.005126
V1168          : 0.004483
V1169          : -0.000188
V1170          : -0.004984
V1171          : 0.005370
V1172          : -0.000906
V1173          : 0.004794
V1174          : 0.005583
V1176          : 0.001755
V1178          : 0.004881
V1179          : -0.003345
V1181          : 0.003656
V1182          : 0.005489
V1183          : 0.003725
V1184          : 0.004212
V1185          : 0.004729
V1186          : -0.007876
V1187          : 0.004231
V1188          : -0.006713
V1190          : -0.002443
V1191          : -0.001944
V1193          : 0.001569
V1197          : 0.005695
V1201          : 0.005526
V1204          : 0.003173
V1205          : 0.002478
V1206          : 0.005700
V1208          : 0.005065
V1209          : 0.004828
V1210          : 0.005589
V1211          : 0.005525
V1212          : -0.002978
V1213          : 0.004863
V1214          : 0.004426
V1215          : 0.006139
V1216          : 0.002971
V1218          : 0.005164
V1220          : 0.004967
V1221          : -0.003702
V1222          : 0.005082
V1223          : 0.005308
V1224          : 0.002550
V1225          : 0.004447
V1226          : -0.000396
V1227          : 0.000000
V1228          : 0.001040
V1229          : -0.002100
V1230          : 0.000000
V1232          : 0.004342
V1233          : 0.006049
V1234          : 0.005229
V1236          : 0.003948
V1237          : 0.005313
V1238          : 0.005005
V1239          : 0.005160
V1240          : 0.000759
V1241          : 0.005528
V1242          : 0.000000
V1243          : 0.003619
V1244          : -0.003880
V1245          : 0.000224
V1246          : -0.005195
V1247          : -0.004728
V1248          : 0.003428
V1249          : 0.005196
V1250          : 0.004899
V1251          : 0.005681
V1252          : -0.002772
V1253          : 0.005394
V1254          : 0.005417
V1255          : -0.002402
V1256          : 0.000678
V1258          : 0.005396
V1262          : 0.002474
V1264          : -0.003499
V1265          : 0.000000
V1266          : 0.006835
V1267          : 0.002824
V1270          : 0.005200
V1271          : 0.005250
V1272          : 0.005106
V1273          : 0.005305
V1275          : 0.005097
V1276          : 0.005086
V1280          : 0.005396
V1281          : 0.004017
V1282          : -0.001902
V1283          : 0.005289
V1284          : 0.005133
V1285          : 0.004836
V1286          : -0.000000
V1288          : 0.000000
V1290          : 0.005344
V1291          : 0.004785
V1292          : 0.001586
V1293          : 0.005309
V1294          : -0.005174
V1297          : -0.004297
V1298          : 0.005029
V1299          : 0.005638
V1300          : 0.005185
V1301          : 0.002761
V1302          : 0.002125
V1303          : 0.004929
V1304          : 0.003590
V1305          : 0.004015
V1307          : 0.005074
V1309          : 0.005450
V1310          : 0.004992
V1311          : 0.003171
V1312          : 0.000267
V1313          : -0.005154
V1314          : -0.003429
V1315          : 0.003384
V1316          : -0.005106
V1317          : 0.002653
V1318          : 0.005455
V1320          : -0.002542
V1322          : -0.007056
V1324          : 0.004348
V1325          : 0.004492
V1327          : 0.002927
V1328          : 0.000000
V1329          : 0.003358
V1330          : 0.005064
V1331          : 0.000000
V1333          : -0.004163
V1334          : 0.004852
V1335          : 0.003689
V1336          : 0.004260
V1337          : -0.005953
V1338          : 0.005380
V1340          : 0.001946
V1341          : 0.004916
V1343          : 0.005011
V1344          : 0.005433
V1345          : 0.005771
V1346          : 0.000000
V1347          : 0.005528
V1348          : 0.004927
V1349          : 0.004398
V1350          : 0.005437
V1351          : -0.003297
V1352          : -0.000094
V1353          : 0.005372
V1354          : 0.004453
V1355          : 0.003755
V1356          : 0.004664
V1357          : 0.005192
V1358          : 0.005587
V1359          : 0.002757
V1361          : 0.003356
V1362          : 0.003483
V1363          : -0.002780
V1364          : 0.002075
V1365          : -0.001195
V1367          : 0.002348
V1368          : 0.000324
V1369          : 0.005527
V1370          : 0.005437
V1371          : 0.005415
V1372          : -0.000092
V1373          : 0.005443
V1374          : -0.006978
V1376          : 0.001598
V1377          : 0.005239
V1378          : -0.000000
V1379          : 0.000736
V1380          : -0.003634
V1381          : 0.004195
V1382          : 0.005287
V1383          : 0.005035
V1384          : 0.000000
V1385          : 0.000108
V1386          : -0.000235
V1387          : 0.004683
V1388          : 0.004532
V1389          : 0.005208
V1390          : -0.000174
V1391          : 0.002545
V1393          : -0.005093
V1394          : -0.000000
V1395          : 0.004440
V1396          : 0.002657
V1397          : 0.004367
V1398          : 0.004713
V1399          : 0.005084
V1401          : 0.002872
V1402          : 0.006359
V1403          : 0.005363
V1404          : 0.004625
V1407          : 0.006479
V1408          : 0.000000
V1409          : 0.005019
V1411          : -0.004355
V1413          : 0.005138
V1414          : 0.004032
V1415          : 0.004276
V1416          : 0.005283
V1417          : 0.005025
V1418          : -0.003511
V1419          : -0.003928
V1421          : 0.005358
V1422          : 0.000150
V1423          : 0.000778
V1425          : 0.005043
V1426          : 0.005242
V1427          : 0.004940
V1429          : -0.000000
V1431          : 0.002137
V1432          : 0.003642
V1433          : 0.005417
V1437          : 0.005223
V1438          : 0.003959
V1439          : 0.004057
V1440          : 0.006044
V1441          : 0.003761
V1445          : 0.005125
V1446          : -0.002795
V1448          : 0.006353
V1449          : 0.005241
V1452          : -0.006148
V1453          : 0.002634
V1454          : 0.004947
V1455          : -0.001346
V1456          : -0.002914
V1457          : 0.003859
V1458          : -0.004208
V1459          : 0.004957
V1460          : 0.005480
V1461          : 0.001637
V1462          : -0.001923
V1464          : -0.005531
V1465          : -0.004283
V1466          : 0.000393
V1467          : 0.005818
V1468          : 0.004333
V1469          : 0.005044
V1470          : 0.005504
V1471          : -0.006392
V1472          : 0.000000
V1474          : -0.002926
V1478          : 0.004943
V1479          : 0.003661
V1480          : 0.005759
V1481          : 0.004593
V1482          : 0.005384
V1483          : 0.003900
V1484          : 0.004700
V1486          : 0.004976
V1487          : 0.003617
V1488          : 0.007142
V1489          : -0.001078
V1491          : 0.005663
V1492          : 0.005213
V1493          : 0.005161
V1494          : 0.005047
V1495          : -0.001298
V1496          : 0.000683
V1497          : -0.003251
V1498          : 0.002897
V1499          : 0.004266
V1501          : -0.001028
V1502          : 0.005658
V1503          : 0.001634
V1504          : 0.005245
V1505          : -0.000878
V1506          : 0.002479
V1507          : 0.005432
V1508          : 0.001391
V1509          : 0.001237
V1510          : 0.000847
V1512          : -0.002651
V1513          : 0.005740
V1514          : 0.005368
V1515          : 0.005813
V1516          : -0.000000
V1517          : 0.000372
V1519          : 0.004483
V1520          : -0.005779
V1521          : 0.005202
V1522          : 0.005014
V1523          : 0.004473
V1524          : 0.005783
V1525          : 0.003006
V1526          : 0.004750
V1527          : 0.001377
V1528          : 0.005266
V1529          : 0.005354
V1531          : 0.004141
V1533          : 0.004938
V1534          : 0.000000
V1535          : 0.004196
V1536          : -0.004575
V1537          : -0.000416
V1538          : 0.004863
V1539          : 0.004429
V1540          : -0.008560
V1541          : 0.005393
V1542          : 0.004019
V1543          : 0.004049
V1544          : 0.004826
V1545          : 0.002466
V1548          : 0.004554
V1549          : 0.001745
V1550          : 0.005009
V1551          : 0.005569
V1553          : -0.002554
V1554          : 0.004949
V1555          : -0.003535
V1556          : -0.005298
V1557          : 0.005505
V1558          : 0.005328
V1559          : 0.004471
V1560          : 0.003794
V1562          : 0.002450
V1564          : 0.004257
V1565          : -0.008349
V1566          : 0.003759
V1567          : 0.004977
V1568          : 0.005496
V1569          : -0.003174
V1570          : 0.006306
V1571          : 0.004799
V1572          : 0.002635
V1573          : -0.001194
V1574          : 0.005118
V1575          : -0.000813
V1576          : 0.004037
V1577          : 0.004803
V1578          : 0.003258
V1580          : -0.005613
V1581          : -0.003797
V1582          : -0.000000
V1583          : 0.004351
V1584          : -0.000000
V1585          : 0.005618
V1586          : -0.002799
V1587          : 0.004517
V1588          : -0.001292
V1589          : 0.000000
V1590          : -0.003730
V1591          : 0.005526
V1592          : 0.002425
V1593          : 0.004278
V1594          : 0.002869
V1595          : 0.005256
V1596          : 0.000517
V1597          : 0.005242
V1598          : 0.000000
V1599          : -0.000000
V1600          : 0.005334
V1601          : 0.004853
V1604          : 0.004514
V1605          : 0.005267
V1606          : 0.003376
V1607          : 0.005435
V1608          : 0.004736
V1609          : 0.003845
V1610          : 0.005394
V1611          : -0.001869
V1613          : 0.001222
V1614          : 0.005299
V1615          : 0.006124
V1616          : 0.005276
V1617          : 0.005271
V1618          : -0.000359
V1619          : 0.005595
V1620          : -0.000000
V1621          : 0.002753
V1622          : 0.000617
V1623          : 0.004360
V1624          : 0.000000
V1625          : 0.005310
V1626          : -0.004821
V1627          : -0.007568
V1628          : -0.006189
V1630          : 0.002776
V1631          : 0.005360
V1633          : 0.004516
V1634          : 0.003620
V1636          : 0.005154
V1637          : 0.000864
V1638          : -0.001459
V1639          : 0.005411
V1640          : -0.000973
V1641          : 0.004626
V1642          : 0.005839
V1643          : 0.005984
V1644          : 0.005114
V1645          : 0.005170
V1646          : 0.003880
V1647          : -0.000012
V1648          : -0.003543
V1649          : -0.002220
V1650          : 0.004667
V1651          : -0.003472
V1652          : 0.005349
V1653          : 0.003075
V1655          : -0.001921
V1656          : 0.004469
V1660          : 0.006421
V1661          : 0.004444
V1662          : 0.005388
V1663          : 0.005534
V1664          : 0.006295
V1666          : 0.004318
V1668          : -0.002652
V1669          : 0.002483
V1670          : -0.003446
V1671          : 0.005956
V1672          : 0.005522
V1673          : 0.004480
V1674          : 0.003611
V1676          : 0.005378
V1677          : 0.005626
V1678          : 0.005118
V1680          : 0.005312
V1681          : 0.005080
V1683          : 0.005255
V1684          : -0.004114
V1685          : 0.005380
V1687          : 0.000726
V1689          : 0.004567
V1690          : 0.005024
V1692          : 0.001909
V1694          : 0.003530
V1695          : 0.005465
V1697          : 0.005079
V1698          : 0.005212
V1699          : 0.001914
V1700          : -0.000758
V1702          : 0.006514
V1703          : 0.005412
V1705          : 0.005542
V1707          : 0.005187
V1708          : 0.005749
V1709          : 0.005258
V1710          : 0.005220
V1711          : 0.004387
V1712          : -0.000000
V1713          : 0.004948
V1714          : 0.004061
V1715          : 0.003297
V1716          : 0.005625
V1717          : 0.004250
V1718          : 0.002347
V1719          : 0.001033
V1721          : 0.006515
V1722          : 0.003219
V1723          : 0.003622
V1724          : 0.004175
V1725          : -0.005438
