custom_lambda_0.0078 Coefficients
==================================================
Bias Term      : -0.005541
V131           : 0.004576
V132           : -0.002962
V133           : -0.001890
V134           : 0.005253
V135           : -0.001539
V136           : 0.005752
V137           : -0.005678
V138           : 0.003659
V139           : 0.001516
V140           : 0.005609
V143           : 0.005819
V146           : 0.001538
V147           : 0.000594
V148           : -0.003847
V151           : -0.001172
V152           : 0.006870
V153           : -0.006356
V154           : 0.005120
V155           : 0.004613
V156           : 0.005989
V157           : -0.002223
V159           : -0.002677
V160           : -0.001614
V161           : -0.001243
V162           : 0.003125
V163           : 0.005237
V165           : 0.003520
V166           : -0.004520
V167           : -0.006636
V168           : 0.005252
V169           : 0.005875
V170           : 0.005930
V172           : 0.005885
V173           : 0.000104
V174           : 0.004993
V175           : -0.000000
V177           : 0.002647
V178           : 0.004169
V179           : -0.004909
V180           : 0.005849
V181           : 0.005762
V182           : -0.005362
V183           : 0.000000
V184           : -0.002437
V185           : 0.004656
V186           : -0.002926
V187           : 0.001356
V188           : 0.005676
V190           : -0.005787
V192           : 0.003870
V194           : 0.005369
V195           : 0.006097
V196           : 0.005691
V197           : -0.003253
V198           : 0.000338
V199           : 0.003800
V201           : 0.006501
V202           : -0.002653
V203           : 0.005235
V204           : 0.006108
V205           : 0.005900
V207           : 0.003823
V208           : 0.004966
V209           : -0.001072
V210           : 0.005171
V211           : 0.005915
V212           : 0.005874
V213           : 0.005967
V214           : 0.005951
V216           : 0.005861
V217           : 0.005832
V218           : 0.005512
V219           : 0.002965
V220           : 0.005829
V221           : -0.004581
V222           : -0.002030
V224           : 0.005883
V225           : -0.004002
V226           : 0.005901
V227           : 0.005543
V228           : 0.005612
V229           : 0.004997
V230           : 0.005836
V231           : -0.000000
V232           : -0.001382
V233           : 0.005651
V234           : 0.001471
V235           : 0.004795
V238           : 0.005346
V240           : 0.008017
V242           : -0.002427
V244           : 0.005762
V249           : 0.004771
V253           : 0.006035
V254           : 0.005702
V255           : 0.000294
V256           : -0.004845
V257           : 0.005764
V259           : 0.004551
V260           : -0.003557
V262           : -0.005047
V263           : -0.001342
V264           : 0.005084
V265           : 0.003638
V267           : 0.006329
V268           : 0.004858
V269           : -0.005120
V273           : -0.000000
V274           : 0.005588
V275           : 0.005788
V276           : 0.005064
V278           : 0.002867
V279           : 0.005584
V280           : 0.005733
V283           : 0.005363
V284           : 0.005957
V285           : 0.000863
V286           : -0.006578
V287           : -0.003307
V289           : -0.004141
V290           : -0.002707
V293           : 0.006020
V294           : 0.005628
V295           : 0.005802
V297           : 0.005030
V298           : 0.000375
V299           : 0.005761
V300           : 0.005784
V301           : 0.003030
V302           : 0.004292
V304           : 0.000921
V305           : 0.002708
V310           : 0.005609
V313           : -0.002012
V314           : 0.004739
V315           : 0.004685
V316           : 0.005654
V317           : -0.001309
V319           : 0.006253
V320           : -0.002853
V322           : -0.004633
V325           : 0.005469
V326           : -0.004883
V327           : 0.006651
V329           : 0.007508
V331           : 0.000744
V334           : 0.004956
V335           : -0.004273
V336           : 0.004982
V337           : 0.005577
V339           : 0.003770
V340           : -0.004722
V341           : 0.005309
V342           : 0.005385
V343           : 0.001969
V344           : -0.001536
V345           : 0.005106
V346           : 0.001846
V348           : 0.005487
V349           : 0.002502
V350           : 0.004398
V353           : 0.005369
V356           : 0.004675
V357           : 0.005249
V358           : 0.002956
V360           : 0.005413
V361           : 0.005779
V362           : 0.001299
V364           : 0.005466
V366           : 0.005406
V367           : 0.005731
V368           : 0.004156
V369           : 0.005587
V370           : -0.002622
V373           : 0.005910
V374           : 0.005677
V375           : 0.003977
V377           : -0.005218
V378           : 0.005139
V379           : 0.004009
V383           : -0.005511
V384           : 0.000532
V385           : 0.005969
V387           : 0.004338
V388           : 0.001681
V389           : 0.000843
V390           : 0.004271
V391           : 0.003244
V392           : 0.004045
V393           : -0.000718
V394           : 0.005668
V395           : 0.003165
V396           : -0.004971
V397           : 0.005546
V399           : 0.006421
V400           : 0.006672
V404           : 0.004724
V405           : 0.000314
V406           : 0.004165
V407           : 0.009174
V408           : 0.008148
V409           : -0.005629
V410           : 0.005664
V411           : 0.005577
V412           : 0.003740
V413           : -0.000681
V414           : 0.005877
V415           : 0.005907
V416           : -0.004706
V417           : 0.003575
V419           : -0.000347
V420           : 0.006252
V421           : 0.003253
V422           : -0.001305
V424           : 0.006043
V425           : 0.004237
V428           : -0.001723
V430           : 0.001497
V435           : 0.004013
V437           : 0.005729
V442           : 0.004366
V443           : 0.005171
V444           : 0.002572
V445           : 0.002455
V446           : 0.003092
V448           : 0.000781
V449           : 0.004146
V450           : 0.006007
V451           : 0.000828
V452           : 0.000804
V453           : 0.005359
V456           : 0.005667
V459           : 0.005532
V460           : 0.002083
V461           : 0.000000
V462           : 0.005619
V463           : 0.003078
V464           : 0.005525
V466           : -0.002356
V467           : -0.004070
V469           : -0.001837
V471           : 0.006022
V472           : 0.005511
V473           : 0.005371
V475           : 0.002812
V477           : 0.004584
V479           : 0.004555
V480           : 0.003241
V481           : 0.001291
V482           : 0.004582
V483           : 0.001847
V484           : 0.005986
V485           : 0.005327
V486           : -0.003456
V489           : 0.004595
V490           : 0.005540
V491           : 0.003558
V492           : 0.005253
V493           : 0.006240
V494           : 0.003676
V496           : 0.006363
V498           : -0.003603
V499           : -0.006041
V500           : 0.005606
V501           : -0.008114
V502           : 0.005764
V504           : -0.001713
V505           : 0.005121
V506           : 0.003087
V507           : 0.005437
V508           : 0.005847
V509           : 0.005579
V512           : 0.000910
V513           : 0.005853
V514           : 0.004730
V517           : 0.005091
V519           : 0.005789
V521           : 0.005696
V522           : 0.004553
V523           : 0.004380
V524           : -0.004514
V525           : 0.004240
V528           : 0.005649
V529           : -0.000688
V530           : -0.004320
V531           : -0.005688
V532           : 0.002756
V533           : 0.005861
V534           : 0.004228
V537           : 0.005896
V539           : 0.004713
V540           : -0.004521
V542           : 0.005994
V543           : 0.005306
V544           : 0.002620
V545           : 0.002361
V547           : 0.001430
V548           : 0.005539
V549           : 0.003191
V550           : -0.001582
V556           : 0.000907
V557           : 0.004066
V558           : 0.000246
V559           : -0.002607
V560           : -0.003468
V561           : 0.003988
V562           : 0.005334
V563           : 0.004684
V564           : 0.004184
V565           : -0.003660
V567           : 0.005347
V568           : 0.005596
V571           : 0.005463
V572           : 0.005744
V573           : 0.005203
V574           : 0.004371
V575           : 0.005614
V576           : 0.005803
V577           : 0.005034
V578           : 0.005633
V579           : 0.003205
V580           : 0.005541
V582           : 0.005375
V583           : 0.005884
V585           : 0.004629
V587           : 0.006082
V589           : 0.000086
V590           : -0.005035
V591           : -0.004228
V592           : 0.004844
V594           : 0.005528
V595           : 0.006127
V597           : 0.001721
V598           : -0.000226
V600           : 0.004231
V602           : 0.003081
V603           : 0.005688
V604           : 0.005536
V605           : 0.003943
V606           : 0.005699
V608           : 0.000012
V610           : 0.002251
V611           : 0.004963
V612           : -0.002418
V613           : 0.003304
V614           : 0.005936
V615           : 0.005746
V616           : 0.005896
V617           : 0.005339
V618           : -0.004362
V619           : 0.005323
V622           : 0.003036
V623           : 0.006053
V624           : 0.005889
V625           : 0.004638
V626           : 0.005165
V627           : 0.005241
V628           : 0.005095
V629           : -0.000358
V630           : -0.002955
V631           : 0.005844
V632           : 0.004286
V633           : -0.004659
V634           : 0.005546
V635           : 0.004286
V636           : 0.005465
V637           : 0.006270
V638           : 0.005904
V639           : 0.005827
V640           : 0.005511
V642           : 0.005199
V643           : 0.005619
V645           : 0.000790
V646           : 0.003439
V648           : 0.005218
V649           : 0.005880
V650           : 0.004611
V651           : -0.002400
V652           : 0.005968
V653           : 0.003522
V659           : 0.005552
V660           : 0.005565
V661           : 0.005780
V662           : 0.006322
V663           : 0.004285
V664           : -0.001099
V666           : -0.003154
V667           : 0.004182
V669           : 0.005634
V670           : -0.005536
V671           : 0.001856
V672           : 0.005577
V673           : 0.005140
V674           : 0.005961
V675           : 0.005960
V677           : 0.005551
V678           : 0.005801
V679           : 0.003022
V680           : 0.005745
V681           : 0.005740
V682           : -0.001093
V683           : 0.001174
V684           : 0.005785
V686           : 0.006292
V687           : 0.005067
V688           : 0.002549
V689           : -0.002899
V690           : 0.005733
V691           : 0.004543
V692           : 0.004260
V693           : 0.005538
V694           : 0.000045
V696           : 0.002834
V697           : 0.003751
V698           : -0.003449
V699           : 0.005701
V700           : -0.000363
V702           : -0.002977
V703           : 0.005248
V704           : -0.003501
V707           : 0.005838
V708           : -0.005800
V709           : 0.000291
V710           : 0.000949
V711           : 0.004694
V712           : 0.003911
V713           : 0.005353
V715           : 0.005889
V716           : 0.006597
V719           : 0.006002
V720           : -0.003732
V722           : 0.005795
V723           : -0.001923
V728           : -0.000000
V729           : -0.001077
V730           : -0.003977
V731           : 0.005975
V735           : 0.005999
V739           : -0.002637
V741           : 0.005288
V744           : 0.005263
V745           : 0.005538
V747           : 0.005154
V748           : 0.004748
V749           : 0.004603
V752           : 0.005495
V753           : 0.004221
V754           : 0.005767
V755           : -0.001088
V756           : 0.004707
V757           : -0.004992
V758           : 0.006143
V759           : 0.005880
V760           : 0.000285
V762           : 0.004701
V763           : 0.005826
V764           : 0.003438
V766           : 0.004977
V768           : 0.004580
V769           : 0.006078
V770           : -0.000878
V771           : 0.004614
V772           : -0.005420
V774           : 0.005785
V775           : 0.005844
V776           : 0.004800
V777           : 0.006661
V778           : 0.005594
V780           : 0.006110
V781           : -0.004059
V782           : 0.005421
V783           : 0.004549
V785           : 0.005881
V786           : 0.005546
V788           : 0.005774
V790           : 0.004338
V791           : 0.005496
V793           : -0.002139
V794           : 0.005407
V795           : -0.000000
V796           : -0.000000
V797           : -0.004485
V798           : 0.006120
V800           : 0.004552
V801           : -0.004289
V803           : 0.003325
V806           : 0.005610
V807           : 0.002278
V808           : 0.001528
V809           : 0.005774
V810           : 0.005354
V811           : -0.004755
V813           : -0.003683
V814           : -0.000545
V815           : 0.005770
V816           : 0.005771
V819           : 0.005224
V822           : -0.002328
V823           : -0.001936
V825           : 0.005576
V826           : 0.005791
V827           : 0.005634
V828           : 0.005799
V829           : 0.006028
V831           : 0.001826
V832           : 0.004694
V833           : 0.003951
V834           : 0.003399
V836           : 0.002263
V837           : 0.005521
V839           : 0.005372
V842           : 0.005079
V843           : 0.004479
V844           : 0.004668
V845           : 0.004341
V846           : 0.003119
V849           : -0.003435
V850           : 0.004901
V851           : 0.004684
V853           : 0.005780
V854           : -0.003958
V856           : -0.000512
V857           : 0.005478
V859           : 0.005224
V860           : 0.005911
V861           : 0.004893
V862           : 0.006069
V863           : 0.004796
V864           : 0.005081
V865           : 0.005450
V867           : 0.001579
V871           : 0.002901
V872           : 0.005417
V873           : 0.000331
V874           : -0.001603
V875           : 0.005410
V876           : 0.004240
V877           : 0.005360
V878           : 0.001150
V880           : 0.005831
V883           : 0.005670
V885           : 0.005829
V886           : 0.005059
V887           : 0.005017
V888           : 0.006243
V889           : 0.005896
V890           : 0.005735
V892           : 0.005269
V893           : 0.005787
V894           : -0.001538
V895           : 0.005792
V896           : 0.005903
V897           : -0.004479
V898           : 0.002187
V899           : 0.004818
V900           : 0.005575
V903           : 0.005196
V904           : 0.005570
V905           : 0.004688
V906           : 0.005879
V907           : -0.000267
V910           : 0.005032
V911           : 0.006056
V913           : 0.005786
V914           : 0.005699
V916           : 0.005856
V917           : 0.001456
V918           : 0.004192
V920           : -0.005927
V921           : -0.004493
V922           : 0.000959
V925           : 0.005837
V926           : 0.006440
V927           : 0.002246
V928           : 0.005578
V929           : -0.005413
V930           : 0.004880
V931           : -0.000302
V933           : 0.005624
V934           : -0.003408
V935           : -0.003991
V936           : 0.004000
V937           : 0.005911
V938           : 0.004989
V939           : -0.004874
V940           : -0.006303
V941           : 0.005555
V942           : -0.000302
V943           : -0.004022
V944           : 0.005519
V945           : -0.001720
V946           : 0.006132
V947           : 0.005775
V948           : 0.004887
V949           : -0.003677
V950           : 0.004028
V951           : 0.003649
V952           : -0.003358
V953           : -0.000060
V954           : 0.006283
V956           : -0.005858
V957           : 0.004138
V961           : 0.005699
V963           : 0.003068
V964           : 0.005737
V965           : 0.005233
V966           : 0.004582
V967           : 0.005938
V968           : 0.006607
V969           : 0.005679
V970           : 0.003825
V972           : 0.006334
V974           : 0.004912
V975           : 0.005418
V976           : -0.000000
V977           : 0.005635
V978           : 0.005875
V979           : 0.005633
V982           : 0.003383
V984           : 0.005628
V985           : -0.000200
V986           : -0.002112
V987           : 0.002664
V988           : 0.005499
V989           : 0.005445
V990           : 0.003988
V991           : -0.002935
V992           : 0.005793
V993           : 0.005923
V994           : 0.004129
V995           : 0.000761
V996           : 0.005795
V997           : -0.002474
V998           : 0.004397
V999           : 0.005474
V1000          : -0.000195
V1001          : 0.005199
V1002          : 0.005626
V1003          : 0.005598
V1005          : 0.005348
V1006          : -0.004195
V1007          : 0.005912
V1008          : 0.005060
V1009          : 0.001978
V1010          : 0.004931
V1011          : 0.005719
V1012          : 0.005940
V1013          : 0.005889
V1014          : 0.003487
V1015          : -0.008063
V1016          : -0.008680
V1017          : 0.000020
V1018          : -0.009160
V1019          : -0.001765
V1020          : 0.005880
V1022          : 0.003787
V1023          : 0.004865
V1024          : 0.004550
V1025          : -0.000000
V1026          : -0.013978
V1027          : 0.005336
V1028          : 0.002560
V1029          : 0.004398
V1030          : 0.004184
V1031          : 0.005042
V1032          : 0.004983
V1033          : 0.005136
V1035          : 0.002892
V1036          : 0.005957
V1037          : 0.005989
V1038          : -0.003994
V1041          : 0.001510
V1043          : 0.005785
V1044          : 0.004603
V1046          : 0.003604
V1047          : 0.005825
V1048          : -0.004760
V1049          : 0.005356
V1050          : 0.003911
V1052          : -0.004726
V1054          : 0.006141
V1055          : 0.006171
V1056          : 0.005482
V1057          : 0.005234
V1058          : 0.005907
V1059          : 0.006140
V1060          : 0.004354
V1061          : 0.004469
V1062          : -0.000738
V1063          : 0.005899
V1064          : -0.004906
V1065          : -0.002289
V1066          : 0.005534
V1070          : -0.004466
V1071          : 0.005841
V1072          : -0.001196
V1073          : 0.000000
V1075          : -0.004110
V1076          : -0.000249
V1077          : -0.001023
V1078          : 0.003770
V1080          : 0.005491
V1082          : 0.000000
V1084          : 0.005498
V1085          : -0.004616
V1086          : 0.004037
V1087          : -0.001019
V1089          : 0.005373
V1091          : -0.004174
V1093          : 0.004688
V1094          : 0.000526
V1095          : 0.005403
V1096          : 0.005395
V1099          : -0.003095
V1101          : -0.002470
V1102          : 0.005826
V1104          : 0.005043
V1105          : 0.005962
V1106          : 0.005198
V1107          : 0.004126
V1108          : 0.005887
V1109          : 0.001580
V1110          : 0.003971
V1114          : -0.000916
V1115          : 0.004584
V1116          : 0.005668
V1117          : 0.005541
V1118          : 0.005774
V1119          : 0.005526
V1120          : 0.000798
V1121          : 0.005530
V1122          : 0.005953
V1123          : 0.005106
V1124          : -0.005130
V1126          : 0.005779
V1127          : 0.004985
V1128          : 0.005274
V1130          : 0.005439
V1131          : 0.005708
V1132          : 0.002410
V1134          : 0.005704
V1136          : 0.002589
V1137          : 0.006558
V1138          : 0.004588
V1139          : 0.000000
V1140          : -0.007947
V1141          : -0.000452
V1142          : 0.005774
V1144          : 0.005657
V1145          : 0.005527
V1147          : -0.002541
V1148          : 0.004415
V1149          : 0.004940
V1150          : 0.006080
V1151          : 0.003583
V1152          : 0.005577
V1153          : 0.005457
V1154          : 0.005698
V1156          : 0.004847
V1157          : 0.005725
V1158          : 0.005539
V1159          : 0.006112
V1160          : -0.001323
V1162          : 0.005135
V1163          : 0.005696
V1164          : 0.004459
V1165          : 0.005477
V1168          : 0.004975
V1169          : -0.000789
V1170          : -0.005891
V1171          : 0.005718
V1172          : -0.001535
V1173          : 0.005299
V1174          : 0.005933
V1176          : 0.002362
V1178          : 0.005376
V1179          : -0.003580
V1181          : 0.004335
V1182          : 0.005979
V1183          : 0.004555
V1184          : 0.004596
V1185          : 0.005229
V1186          : -0.008774
V1187          : 0.004720
V1188          : -0.007596
V1190          : -0.002499
V1191          : -0.002015
V1193          : 0.002169
V1197          : 0.006171
V1201          : 0.005894
V1204          : 0.003979
V1205          : 0.003108
V1206          : 0.006586
V1208          : 0.005511
V1209          : 0.005369
V1210          : 0.005929
V1211          : 0.005994
V1212          : -0.003082
V1213          : 0.005329
V1214          : 0.004934
V1215          : 0.006514
V1216          : 0.003655
V1218          : 0.005536
V1220          : 0.005362
V1221          : -0.003848
V1222          : 0.005553
V1223          : 0.005810
V1224          : 0.003151
V1225          : 0.005057
V1226          : -0.001343
V1227          : 0.000355
V1228          : 0.001889
V1229          : -0.003536
V1230          : 0.000715
V1232          : 0.004869
V1233          : 0.006986
V1234          : 0.005710
V1236          : 0.004710
V1237          : 0.005704
V1238          : 0.005533
V1239          : 0.005517
V1240          : 0.001607
V1241          : 0.006065
V1242          : 0.000451
V1243          : 0.004047
V1244          : -0.004031
V1245          : 0.000359
V1246          : -0.005523
V1247          : -0.005243
V1248          : 0.004173
V1249          : 0.005544
V1250          : 0.005381
V1251          : 0.006019
V1252          : -0.003391
V1253          : 0.005823
V1254          : 0.005801
V1255          : -0.003241
V1256          : 0.001290
V1258          : 0.005784
V1262          : 0.002924
V1264          : -0.003699
V1265          : 0.000035
V1266          : 0.007811
V1267          : 0.003516
V1270          : 0.005558
V1271          : 0.005814
V1272          : 0.005624
V1273          : 0.005735
V1275          : 0.005555
V1276          : 0.005563
V1280          : 0.005791
V1281          : 0.004459
V1282          : -0.002433
V1283          : 0.005635
V1284          : 0.005606
V1285          : 0.005327
V1286          : -0.000969
V1288          : 0.000118
V1290          : 0.005753
V1291          : 0.005366
V1292          : 0.002434
V1293          : 0.005715
V1294          : -0.006911
V1297          : -0.004569
V1298          : 0.005617
V1299          : 0.005990
V1300          : 0.005550
V1301          : 0.003460
V1302          : 0.002549
V1303          : 0.005690
V1304          : 0.004637
V1305          : 0.004562
V1307          : 0.005503
V1309          : 0.006004
V1310          : 0.005498
V1311          : 0.003909
V1312          : 0.001652
V1313          : -0.005449
V1314          : -0.003888
V1315          : 0.004172
V1316          : -0.005871
V1317          : 0.003475
V1318          : 0.005881
V1320          : -0.003267
V1322          : -0.007946
V1324          : 0.004916
V1325          : 0.005045
V1327          : 0.003537
V1328          : 0.000138
V1329          : 0.004090
V1330          : 0.005580
V1331          : 0.000430
V1333          : -0.004353
V1334          : 0.005496
V1335          : 0.004172
V1336          : 0.004748
V1337          : -0.006362
V1338          : 0.006158
V1340          : 0.002574
V1341          : 0.005285
V1343          : 0.005415
V1344          : 0.005832
V1345          : 0.006237
V1346          : 0.000000
V1347          : 0.005919
V1348          : 0.005331
V1349          : 0.005644
V1350          : 0.005806
V1351          : -0.003421
V1352          : -0.000235
V1353          : 0.005729
V1354          : 0.004836
V1355          : 0.004540
V1356          : 0.005222
V1357          : 0.005549
V1358          : 0.006034
V1359          : 0.003517
V1361          : 0.004030
V1362          : 0.004311
V1363          : -0.002866
V1364          : 0.002723
V1365          : -0.001793
V1367          : 0.003087
V1368          : 0.000618
V1369          : 0.005909
V1370          : 0.005810
V1371          : 0.005844
V1372          : -0.001138
V1373          : 0.005800
V1374          : -0.008170
V1376          : 0.001952
V1377          : 0.005639
V1378          : -0.000000
V1379          : 0.001347
V1380          : -0.004597
V1381          : 0.004603
V1382          : 0.005639
V1383          : 0.005479
V1384          : 0.000000
V1385          : 0.001444
V1386          : -0.000411
V1387          : 0.005157
V1388          : 0.005064
V1389          : 0.005676
V1390          : -0.000852
V1391          : 0.003259
V1393          : -0.005899
V1394          : -0.000374
V1395          : 0.004966
V1396          : 0.003512
V1397          : 0.004733
V1398          : 0.005403
V1399          : 0.005408
V1401          : 0.003613
V1402          : 0.007125
V1403          : 0.005727
V1404          : 0.005464
V1407          : 0.007340
V1408          : 0.000177
V1409          : 0.005479
V1411          : -0.004566
V1413          : 0.005534
V1414          : 0.004769
V1415          : 0.004947
V1416          : 0.005701
V1417          : 0.005604
V1418          : -0.004124
V1419          : -0.004496
V1421          : 0.005710
V1422          : 0.000873
V1423          : 0.001327
V1425          : 0.005495
V1426          : 0.005652
V1427          : 0.005540
V1429          : -0.000097
V1431          : 0.003443
V1432          : 0.004265
V1433          : 0.005788
V1437          : 0.005585
V1438          : 0.004391
V1439          : 0.004583
V1440          : 0.006678
V1441          : 0.004323
V1445          : 0.005731
V1446          : -0.003674
V1448          : 0.007037
V1449          : 0.005804
V1452          : -0.006638
V1453          : 0.003560
V1454          : 0.005377
V1455          : -0.001427
V1456          : -0.003050
V1457          : 0.004552
V1458          : -0.004955
V1459          : 0.005494
V1460          : 0.005895
V1461          : 0.002565
V1462          : -0.002670
V1464          : -0.005928
V1465          : -0.004639
V1466          : 0.001092
V1467          : 0.006416
V1468          : 0.004995
V1469          : 0.005688
V1470          : 0.006200
V1471          : -0.007128
V1472          : 0.000202
V1474          : -0.004330
V1478          : 0.005648
V1479          : 0.004418
V1480          : 0.006196
V1481          : 0.005105
V1482          : 0.005736
V1483          : 0.004714
V1484          : 0.005271
V1486          : 0.005398
V1487          : 0.004407
V1488          : 0.007784
V1489          : -0.001626
V1491          : 0.006344
V1492          : 0.005626
V1493          : 0.005758
V1494          : 0.005615
V1495          : -0.002166
V1496          : 0.001663
V1497          : -0.003849
V1498          : 0.003403
V1499          : 0.004695
V1501          : -0.001661
V1502          : 0.006286
V1503          : 0.002142
V1504          : 0.005681
V1505          : -0.001715
V1506          : 0.003189
V1507          : 0.005790
V1508          : 0.002106
V1509          : 0.002008
V1510          : 0.001439
V1512          : -0.002805
V1513          : 0.006104
V1514          : 0.005757
V1515          : 0.006162
V1516          : -0.000355
V1517          : 0.000953
V1519          : 0.004923
V1520          : -0.008294
V1521          : 0.005591
V1522          : 0.005450
V1523          : 0.005650
V1524          : 0.006246
V1525          : 0.003230
V1526          : 0.005156
V1527          : 0.002568
V1528          : 0.005628
V1529          : 0.005757
V1531          : 0.005490
V1533          : 0.005365
V1534          : 0.000000
V1535          : 0.004856
V1536          : -0.004999
V1537          : -0.000963
V1538          : 0.005455
V1539          : 0.004962
V1540          : -0.009296
V1541          : 0.005739
V1542          : 0.004759
V1543          : 0.004866
V1544          : 0.006128
V1545          : 0.003187
V1548          : 0.005329
V1549          : 0.002439
V1550          : 0.005515
V1551          : 0.005973
V1553          : -0.002623
V1554          : 0.005330
V1555          : -0.003686
V1556          : -0.005614
V1557          : 0.005882
V1558          : 0.005722
V1559          : 0.004970
V1560          : 0.004254
V1562          : 0.002996
V1564          : 0.004803
V1565          : -0.009464
V1566          : 0.004508
V1567          : 0.005511
V1568          : 0.005902
V1569          : -0.004548
V1570          : 0.006790
V1571          : 0.005381
V1572          : 0.005262
V1573          : -0.002257
V1574          : 0.005475
V1575          : -0.002089
V1576          : 0.004612
V1577          : 0.005427
V1578          : 0.004254
V1580          : -0.006035
V1581          : -0.004098
V1582          : -0.000000
V1583          : 0.004867
V1584          : -0.000079
V1585          : 0.006033
V1586          : -0.003043
V1587          : 0.005314
V1588          : -0.002939
V1589          : 0.000280
V1590          : -0.004088
V1591          : 0.005896
V1592          : 0.003861
V1593          : 0.004970
V1594          : 0.003590
V1595          : 0.005625
V1596          : 0.001141
V1597          : 0.005639
V1598          : 0.000000
V1599          : -0.000150
V1600          : 0.005800
V1601          : 0.005327
V1604          : 0.004916
V1605          : 0.005694
V1606          : 0.004022
V1607          : 0.005761
V1608          : 0.005295
V1609          : 0.004589
V1610          : 0.005779
V1611          : -0.002376
V1613          : 0.002272
V1614          : 0.005665
V1615          : 0.006640
V1616          : 0.005689
V1617          : 0.005690
V1618          : -0.000845
V1619          : 0.006178
V1620          : -0.000000
V1621          : 0.003601
V1622          : 0.001377
V1623          : 0.004927
V1624          : 0.000722
V1625          : 0.005722
V1626          : -0.006175
V1627          : -0.008832
V1628          : -0.006740
V1630          : 0.003462
V1631          : 0.005734
V1633          : 0.005123
V1634          : 0.004264
V1636          : 0.005545
V1637          : 0.001614
V1638          : -0.001946
V1639          : 0.005747
V1640          : -0.001943
V1641          : 0.005332
V1642          : 0.006414
V1643          : 0.006590
V1644          : 0.005510
V1645          : 0.005569
V1646          : 0.004434
V1647          : -0.000220
V1648          : -0.005137
V1649          : -0.002726
V1650          : 0.005137
V1651          : -0.003703
V1652          : 0.005730
V1653          : 0.003754
V1655          : -0.002071
V1656          : 0.005047
V1660          : 0.006908
V1661          : 0.004835
V1662          : 0.005733
V1663          : 0.006216
V1664          : 0.006845
V1666          : 0.004941
V1668          : -0.002735
V1669          : 0.003235
V1670          : -0.003842
V1671          : 0.006533
V1672          : 0.006166
V1673          : 0.005136
V1674          : 0.004237
V1676          : 0.005811
V1677          : 0.005994
V1678          : 0.005683
V1680          : 0.005818
V1681          : 0.005407
V1683          : 0.005689
V1684          : -0.004309
V1685          : 0.005808
V1687          : 0.000977
V1689          : 0.004932
V1690          : 0.005482
V1692          : 0.002584
V1694          : 0.004153
V1695          : 0.005864
V1697          : 0.005593
V1698          : 0.005683
V1699          : 0.003119
V1700          : -0.001352
V1702          : 0.007222
V1703          : 0.005807
V1705          : 0.006011
V1707          : 0.005551
V1708          : 0.006265
V1709          : 0.005925
V1710          : 0.006402
V1711          : 0.004968
V1712          : -0.000000
V1713          : 0.005480
V1714          : 0.004712
V1715          : 0.003662
V1716          : 0.005970
V1717          : 0.004999
V1718          : 0.003220
V1719          : 0.001799
V1721          : 0.007070
V1722          : 0.004143
V1723          : 0.004438
V1724          : 0.004690
V1725          : -0.006165
