custom_lambda_0.0127 Coefficients
==================================================
Bias Term      : -0.005481
V469           : -0.001820
V471           : 0.005943
V472           : 0.005442
V473           : 0.005275
V475           : 0.002686
V477           : 0.004511
V479           : 0.004471
V480           : 0.003151
V481           : 0.001156
V482           : 0.004454
V483           : 0.001714
V484           : 0.005914
V485           : 0.005229
V486           : -0.003424
V489           : 0.004483
V490           : 0.005422
V491           : 0.003463
V492           : 0.005166
V493           : 0.006159
V494           : 0.003572
V496           : 0.006289
V498           : -0.003580
V499           : -0.005968
V500           : 0.005538
V501           : -0.007898
V502           : 0.005693
V504           : -0.001493
V505           : 0.005048
V506           : 0.002875
V507           : 0.005370
V508           : 0.005759
V509           : 0.005490
V512           : 0.000753
V513           : 0.005777
V514           : 0.004592
V517           : 0.005006
V519           : 0.005721
V521           : 0.005630
V522           : 0.004441
V523           : 0.004246
V524           : -0.004361
V525           : 0.004148
V528           : 0.005582
V529           : -0.000582
V530           : -0.004223
V531           : -0.005605
V532           : 0.002675
V533           : 0.005747
V534           : 0.004095
V537           : 0.005827
V539           : 0.004618
V540           : -0.004433
V542           : 0.005910
V543           : 0.005236
V544           : 0.002492
V545           : 0.002218
V547           : 0.001316
V548           : 0.005427
V549           : 0.003078
V550           : -0.001331
V556           : 0.000640
V557           : 0.003979
V558           : 0.000102
V559           : -0.002573
V560           : -0.003438
V561           : 0.003843
V562           : 0.005222
V563           : 0.004576
V564           : 0.004066
V565           : -0.003571
V567           : 0.005212
V568           : 0.005530
V571           : 0.005387
V572           : 0.005674
V573           : 0.005106
V574           : 0.004309
V575           : 0.005550
V576           : 0.005720
V577           : 0.004957
V578           : 0.005560
V579           : 0.003045
V580           : 0.005466
V582           : 0.005272
V583           : 0.005794
V585           : 0.004520
V587           : 0.006016
V589           : 0.000000
V590           : -0.004986
V591           : -0.004183
V592           : 0.004736
V594           : 0.005422
V595           : 0.006001
V597           : 0.001570
V598           : -0.000067
V600           : 0.004091
V602           : 0.002962
V603           : 0.005616
V604           : 0.005463
V605           : 0.003833
V606           : 0.005630
V608           : 0.000000
V610           : 0.002124
V611           : 0.004819
V612           : -0.002360
V613           : 0.003225
V614           : 0.005866
V615           : 0.005680
V616           : 0.005826
V617           : 0.005258
V618           : -0.004219
V619           : 0.005228
V622           : 0.002876
V623           : 0.005982
V624           : 0.005798
V625           : 0.004506
V626           : 0.005030
V627           : 0.005124
V628           : 0.005000
V629           : -0.000268
V630           : -0.002887
V631           : 0.005764
V632           : 0.004179
V633           : -0.004575
V634           : 0.005434
V635           : 0.004174
V636           : 0.005382
V637           : 0.006190
V638           : 0.005828
V639           : 0.005760
V640           : 0.005438
V642           : 0.005114
V643           : 0.005551
V645           : 0.000676
V646           : 0.003352
V648           : 0.005082
V649           : 0.005789
V650           : 0.004505
V651           : -0.002263
V652           : 0.005897
V653           : 0.003396
V659           : 0.005461
V660           : 0.005493
V661           : 0.005686
V662           : 0.006218
V663           : 0.004192
V664           : -0.000933
V666           : -0.003117
V667           : 0.004051
V669           : 0.005523
V670           : -0.005408
V671           : 0.001675
V672           : 0.005466
V673           : 0.005017
V674           : 0.005861
V675           : 0.005873
V677           : 0.005476
V678           : 0.005682
V679           : 0.002889
V680           : 0.005654
V681           : 0.005667
V682           : -0.000955
V683           : 0.001082
V684           : 0.005715
V686           : 0.006192
V687           : 0.004960
V688           : 0.002368
V689           : -0.002882
V690           : 0.005665
V691           : 0.004431
V692           : 0.004133
V693           : 0.005475
V694           : 0.000000
V696           : 0.002675
V697           : 0.003656
V698           : -0.003295
V699           : 0.005605
V700           : -0.000263
V702           : -0.002954
V703           : 0.005158
V704           : -0.003446
V707           : 0.005762
V708           : -0.005715
V709           : 0.000173
V710           : 0.000773
V711           : 0.004599
V712           : 0.003777
V713           : 0.005240
V715           : 0.005825
V716           : 0.006484
V719           : 0.005900
V720           : -0.003659
V722           : 0.005728
V723           : -0.001909
V728           : -0.000000
V729           : -0.001002
V730           : -0.003918
V731           : 0.005901
V735           : 0.005921
V739           : -0.002612
V741           : 0.005216
V744           : 0.005185
V745           : 0.005440
V747           : 0.005072
V748           : 0.004557
V749           : 0.004516
V752           : 0.005400
V753           : 0.004136
V754           : 0.005681
V755           : -0.001056
V756           : 0.004616
V757           : -0.004946
V758           : 0.006011
V759           : 0.005789
V760           : 0.000181
V762           : 0.004554
V763           : 0.005757
V764           : 0.003307
V766           : 0.004904
V768           : 0.004497
V769           : 0.005995
V770           : -0.000784
V771           : 0.004538
V772           : -0.005357
V774           : 0.005699
V775           : 0.005756
V776           : 0.004695
V777           : 0.006553
V778           : 0.005499
V780           : 0.005986
V781           : -0.004026
V782           : 0.005349
V783           : 0.004460
V785           : 0.005815
V786           : 0.005475
V788           : 0.005707
V790           : 0.004249
V791           : 0.005434
V793           : -0.001963
V794           : 0.005309
V795           : -0.000000
V796           : -0.000000
V797           : -0.004443
V798           : 0.006032
V800           : 0.004476
V801           : -0.004168
V803           : 0.003218
V806           : 0.005512
V807           : 0.002128
V808           : 0.001415
V809           : 0.005705
V810           : 0.005221
V811           : -0.004674
V813           : -0.003541
V814           : -0.000390
V815           : 0.005661
V816           : 0.005701
V819           : 0.005152
V822           : -0.002300
V823           : -0.001900
V825           : 0.005491
V826           : 0.005687
V827           : 0.005552
V828           : 0.005729
V829           : 0.005944
V831           : 0.001692
V832           : 0.004556
V833           : 0.003835
V834           : 0.003272
V836           : 0.002140
V837           : 0.005451
V839           : 0.005282
V842           : 0.004978
V843           : 0.004357
V844           : 0.004571
V845           : 0.004259
V846           : 0.002966
V849           : -0.003396
V850           : 0.004823
V851           : 0.004526
V853           : 0.005712
V854           : -0.003924
V856           : -0.000390
V857           : 0.005373
V859           : 0.005153
V860           : 0.005845
V861           : 0.004783
V862           : 0.005999
V863           : 0.004662
V864           : 0.004988
V865           : 0.005367
V867           : 0.001451
V871           : 0.002850
V872           : 0.005332
V873           : 0.000209
V874           : -0.001598
V875           : 0.005306
V876           : 0.004128
V877           : 0.005266
V878           : 0.001074
V880           : 0.005725
V883           : 0.005584
V885           : 0.005737
V886           : 0.004967
V887           : 0.004907
V888           : 0.006170
V889           : 0.005825
V890           : 0.005657
V892           : 0.005200
V893           : 0.005720
V894           : -0.001394
V895           : 0.005716
V896           : 0.005832
V897           : -0.004432
V898           : 0.002042
V899           : 0.004688
V900           : 0.005449
V903           : 0.005095
V904           : 0.005500
V905           : 0.004623
V906           : 0.005812
V907           : -0.000162
V910           : 0.004915
V911           : 0.005958
V913           : 0.005721
V914           : 0.005632
V916           : 0.005772
V917           : 0.001313
V918           : 0.004126
V920           : -0.005635
V921           : -0.004353
V922           : 0.000809
V925           : 0.005770
V926           : 0.006256
V927           : 0.002140
V928           : 0.005510
V929           : -0.005304
V930           : 0.004759
V931           : -0.000180
V933           : 0.005544
V934           : -0.003342
V935           : -0.003939
V936           : 0.003893
V937           : 0.005835
V938           : 0.004913
V939           : -0.004781
V940           : -0.006134
V941           : 0.005466
V942           : -0.000188
V943           : -0.003992
V944           : 0.005450
V945           : -0.001484
V946           : 0.006033
V947           : 0.005711
V948           : 0.004771
V949           : -0.003579
V950           : 0.003930
V951           : 0.003544
V952           : -0.003331
V953           : -0.000000
V954           : 0.006199
V956           : -0.005754
V957           : 0.003974
V961           : 0.005622
V963           : 0.002983
V964           : 0.005660
V965           : 0.005127
V966           : 0.004483
V967           : 0.005875
V968           : 0.006479
V969           : 0.005593
V970           : 0.003704
V972           : 0.006234
V974           : 0.004841
V975           : 0.005344
V976           : -0.000000
V977           : 0.005487
V978           : 0.005793
V979           : 0.005515
V982           : 0.003230
V984           : 0.005544
V985           : -0.000000
V986           : -0.001937
V987           : 0.002558
V988           : 0.005432
V989           : 0.005363
V990           : 0.003862
V991           : -0.002813
V992           : 0.005721
V993           : 0.005827
V994           : 0.003983
V995           : 0.000644
V996           : 0.005709
V997           : -0.002392
V998           : 0.004272
V999           : 0.005374
V1000          : -0.000086
V1001          : 0.005063
V1002          : 0.005559
V1003          : 0.005504
V1005          : 0.005251
V1006          : -0.004146
V1007          : 0.005833
V1008          : 0.004979
V1009          : 0.001890
V1010          : 0.004823
V1011          : 0.005658
V1012          : 0.005872
V1013          : 0.005824
V1014          : 0.003382
V1015          : -0.007925
V1016          : -0.008493
V1017          : 0.000000
V1018          : -0.008936
V1019          : -0.001711
V1020          : 0.005801
V1022          : 0.003656
V1023          : 0.004744
V1024          : 0.004435
V1025          : -0.000000
V1026          : -0.013167
V1027          : 0.005261
V1028          : 0.002424
V1029          : 0.004272
V1030          : 0.004038
V1031          : 0.004873
V1032          : 0.004886
V1033          : 0.005049
V1035          : 0.002759
V1036          : 0.005851
V1037          : 0.005922
V1038          : -0.003952
V1041          : 0.001366
V1043          : 0.005719
V1044          : 0.004512
V1046          : 0.003424
V1047          : 0.005749
V1048          : -0.004713
V1049          : 0.005257
V1050          : 0.003774
V1052          : -0.004676
V1054          : 0.006065
V1055          : 0.006095
V1056          : 0.005385
V1057          : 0.005166
V1058          : 0.005815
V1059          : 0.006071
V1060          : 0.004211
V1061          : 0.004353
V1062          : -0.000592
V1063          : 0.005834
V1064          : -0.004856
V1065          : -0.002055
V1066          : 0.005445
V1070          : -0.004425
V1071          : 0.005731
V1072          : -0.001007
V1073          : 0.000000
V1075          : -0.004034
V1076          : -0.000153
V1077          : -0.000921
V1078          : 0.003635
V1080          : 0.005395
V1082          : 0.000000
V1084          : 0.005427
V1085          : -0.004576
V1086          : 0.003838
V1087          : -0.000820
V1089          : 0.005292
V1091          : -0.004143
V1093          : 0.004547
V1094          : 0.000403
V1095          : 0.005288
V1096          : 0.005310
V1099          : -0.002866
V1101          : -0.002423
V1102          : 0.005656
V1104          : 0.004914
V1105          : 0.005878
V1106          : 0.005083
V1107          : 0.003989
V1108          : 0.005806
V1109          : 0.001443
V1110          : 0.003872
V1114          : -0.000730
V1115          : 0.004493
V1116          : 0.005589
V1117          : 0.005445
V1118          : 0.005709
V1119          : 0.005449
V1120          : 0.000690
V1121          : 0.005458
V1122          : 0.005878
V1123          : 0.004968
V1124          : -0.005072
V1126          : 0.005712
V1127          : 0.004869
V1128          : 0.005205
V1130          : 0.005365
V1131          : 0.005634
V1132          : 0.002201
V1134          : 0.005581
V1136          : 0.002443
V1137          : 0.006458
V1138          : 0.004451
V1139          : 0.000000
V1140          : -0.007712
V1141          : -0.000260
V1142          : 0.005688
V1144          : 0.005562
V1145          : 0.005458
V1147          : -0.002409
V1148          : 0.004271
V1149          : 0.004855
V1150          : 0.006009
V1151          : 0.003345
V1152          : 0.005500
V1153          : 0.005364
V1154          : 0.005626
V1156          : 0.004762
V1157          : 0.005612
V1158          : 0.005461
V1159          : 0.005995
V1160          : -0.001272
V1162          : 0.005050
V1163          : 0.005566
V1164          : 0.004375
V1165          : 0.005410
V1168          : 0.004882
V1169          : -0.000674
V1170          : -0.005718
V1171          : 0.005652
V1172          : -0.001416
V1173          : 0.005203
V1174          : 0.005866
V1176          : 0.002246
V1178          : 0.005282
V1179          : -0.003536
V1181          : 0.004206
V1182          : 0.005886
V1183          : 0.004397
V1184          : 0.004523
V1185          : 0.005134
V1186          : -0.008603
V1187          : 0.004627
V1188          : -0.007428
V1190          : -0.002488
V1191          : -0.002001
V1193          : 0.002055
V1197          : 0.006080
V1201          : 0.005824
V1204          : 0.003826
V1205          : 0.002988
V1206          : 0.006417
V1208          : 0.005426
V1209          : 0.005266
V1210          : 0.005864
V1211          : 0.005905
V1212          : -0.003062
V1213          : 0.005240
V1214          : 0.004837
V1215          : 0.006442
V1216          : 0.003525
V1218          : 0.005465
V1220          : 0.005287
V1221          : -0.003820
V1222          : 0.005464
V1223          : 0.005714
V1224          : 0.003037
V1225          : 0.004941
V1226          : -0.001163
V1227          : 0.000266
V1228          : 0.001727
V1229          : -0.003263
V1230          : 0.000563
V1232          : 0.004769
V1233          : 0.006808
V1234          : 0.005618
V1236          : 0.004565
V1237          : 0.005630
V1238          : 0.005433
V1239          : 0.005449
V1240          : 0.001446
V1241          : 0.005963
V1242          : 0.000341
V1243          : 0.003966
V1244          : -0.004002
V1245          : 0.000333
V1246          : -0.005461
V1247          : -0.005145
V1248          : 0.004031
V1249          : 0.005478
V1250          : 0.005289
V1251          : 0.005955
V1252          : -0.003274
V1253          : 0.005741
V1254          : 0.005728
V1255          : -0.003082
V1256          : 0.001174
V1258          : 0.005711
V1262          : 0.002839
V1264          : -0.003661
V1265          : 0.000000
V1266          : 0.007625
V1267          : 0.003385
V1270          : 0.005490
V1271          : 0.005706
V1272          : 0.005526
V1273          : 0.005654
V1275          : 0.005468
V1276          : 0.005472
V1280          : 0.005716
V1281          : 0.004375
V1282          : -0.002332
V1283          : 0.005569
V1284          : 0.005516
V1285          : 0.005233
V1286          : -0.000656
V1288          : 0.000000
V1290          : 0.005675
V1291          : 0.005255
V1292          : 0.002273
V1293          : 0.005638
V1294          : -0.006581
V1297          : -0.004517
V1298          : 0.005505
V1299          : 0.005923
V1300          : 0.005481
V1301          : 0.003327
V1302          : 0.002469
V1303          : 0.005545
V1304          : 0.004438
V1305          : 0.004458
V1307          : 0.005421
V1309          : 0.005899
V1310          : 0.005402
V1311          : 0.003768
V1312          : 0.001389
V1313          : -0.005393
V1314          : -0.003801
V1315          : 0.004022
V1316          : -0.005726
V1317          : 0.003319
V1318          : 0.005800
V1320          : -0.003129
V1322          : -0.007777
V1324          : 0.004808
V1325          : 0.004940
V1327          : 0.003421
V1328          : 0.000000
V1329          : 0.003951
V1330          : 0.005482
V1331          : 0.000131
V1333          : -0.004316
V1334          : 0.005374
V1335          : 0.004080
V1336          : 0.004655
V1337          : -0.006284
V1338          : 0.006010
V1340          : 0.002455
V1341          : 0.005215
V1343          : 0.005338
V1344          : 0.005756
V1345          : 0.006149
V1346          : 0.000000
V1347          : 0.005844
V1348          : 0.005255
V1349          : 0.005407
V1350          : 0.005736
V1351          : -0.003397
V1352          : -0.000208
V1353          : 0.005661
V1354          : 0.004763
V1355          : 0.004391
V1356          : 0.005116
V1357          : 0.005481
V1358          : 0.005949
V1359          : 0.003373
V1361          : 0.003902
V1362          : 0.004154
V1363          : -0.002850
V1364          : 0.002600
V1365          : -0.001679
V1367          : 0.002947
V1368          : 0.000562
V1369          : 0.005836
V1370          : 0.005739
V1371          : 0.005762
V1372          : -0.000939
V1373          : 0.005732
V1374          : -0.007943
V1376          : 0.001885
V1377          : 0.005563
V1378          : -0.000000
V1379          : 0.001231
V1380          : -0.004414
V1381          : 0.004526
V1382          : 0.005572
V1383          : 0.005395
V1384          : 0.000000
V1385          : 0.001190
V1386          : -0.000378
V1387          : 0.005067
V1388          : 0.004963
V1389          : 0.005587
V1390          : -0.000723
V1391          : 0.003123
V1393          : -0.005746
V1394          : -0.000285
V1395          : 0.004866
V1396          : 0.003350
V1397          : 0.004663
V1398          : 0.005272
V1399          : 0.005346
V1401          : 0.003472
V1402          : 0.006979
V1403          : 0.005658
V1404          : 0.005305
V1407          : 0.007176
V1408          : 0.000043
V1409          : 0.005392
V1411          : -0.004526
V1413          : 0.005459
V1414          : 0.004629
V1415          : 0.004820
V1416          : 0.005621
V1417          : 0.005494
V1418          : -0.004007
V1419          : -0.004388
V1421          : 0.005643
V1422          : 0.000736
V1423          : 0.001222
V1425          : 0.005409
V1426          : 0.005574
V1427          : 0.005426
V1429          : -0.000000
V1431          : 0.003195
V1432          : 0.004147
V1433          : 0.005717
V1437          : 0.005516
V1438          : 0.004309
V1439          : 0.004483
V1440          : 0.006557
V1441          : 0.004216
V1445          : 0.005616
V1446          : -0.003507
V1448          : 0.006907
V1449          : 0.005697
V1452          : -0.006545
V1453          : 0.003384
V1454          : 0.005295
V1455          : -0.001411
V1456          : -0.003024
V1457          : 0.004421
V1458          : -0.004813
V1459          : 0.005392
V1460          : 0.005816
V1461          : 0.002388
V1462          : -0.002528
V1464          : -0.005852
V1465          : -0.004572
V1466          : 0.000959
V1467          : 0.006302
V1468          : 0.004869
V1469          : 0.005566
V1470          : 0.006068
V1471          : -0.006988
V1472          : 0.000000
V1474          : -0.004063
V1478          : 0.005514
V1479          : 0.004274
V1480          : 0.006113
V1481          : 0.005007
V1482          : 0.005669
V1483          : 0.004559
V1484          : 0.005163
V1486          : 0.005317
V1487          : 0.004256
V1488          : 0.007662
V1489          : -0.001522
V1491          : 0.006214
V1492          : 0.005548
V1493          : 0.005645
V1494          : 0.005507
V1495          : -0.002001
V1496          : 0.001476
V1497          : -0.003736
V1498          : 0.003307
V1499          : 0.004613
V1501          : -0.001541
V1502          : 0.006167
V1503          : 0.002045
V1504          : 0.005598
V1505          : -0.001556
V1506          : 0.003054
V1507          : 0.005722
V1508          : 0.001970
V1509          : 0.001862
V1510          : 0.001327
V1512          : -0.002776
V1513          : 0.006035
V1514          : 0.005683
V1515          : 0.006095
V1516          : -0.000234
V1517          : 0.000842
V1519          : 0.004839
V1520          : -0.007816
V1521          : 0.005517
V1522          : 0.005367
V1523          : 0.005426
V1524          : 0.006158
V1525          : 0.003188
V1526          : 0.005079
V1527          : 0.002341
V1528          : 0.005559
V1529          : 0.005681
V1531          : 0.005234
V1533          : 0.005284
V1534          : 0.000000
V1535          : 0.004731
V1536          : -0.004919
V1537          : -0.000859
V1538          : 0.005343
V1539          : 0.004861
V1540          : -0.009156
V1541          : 0.005674
V1542          : 0.004619
V1543          : 0.004711
V1544          : 0.005880
V1545          : 0.003050
V1548          : 0.005182
V1549          : 0.002307
V1550          : 0.005419
V1551          : 0.005896
V1553          : -0.002609
V1554          : 0.005258
V1555          : -0.003657
V1556          : -0.005554
V1557          : 0.005811
V1558          : 0.005647
V1559          : 0.004875
V1560          : 0.004166
V1562          : 0.002892
V1564          : 0.004699
V1565          : -0.009252
V1566          : 0.004366
V1567          : 0.005410
V1568          : 0.005825
V1569          : -0.004287
V1570          : 0.006698
V1571          : 0.005270
V1572          : 0.004763
V1573          : -0.002055
V1574          : 0.005407
V1575          : -0.001846
V1576          : 0.004503
V1577          : 0.005308
V1578          : 0.004065
V1580          : -0.005955
V1581          : -0.004041
V1582          : -0.000000
V1583          : 0.004769
V1584          : -0.000000
V1585          : 0.005954
V1586          : -0.002997
V1587          : 0.005163
V1588          : -0.002626
V1589          : 0.000151
V1590          : -0.004020
V1591          : 0.005826
V1592          : 0.003588
V1593          : 0.004839
V1594          : 0.003453
V1595          : 0.005555
V1596          : 0.001022
V1597          : 0.005563
V1598          : 0.000000
V1599          : -0.000000
V1600          : 0.005711
V1601          : 0.005237
V1604          : 0.004839
V1605          : 0.005612
V1606          : 0.003899
V1607          : 0.005699
V1608          : 0.005189
V1609          : 0.004447
V1610          : 0.005706
V1611          : -0.002279
V1613          : 0.002072
V1614          : 0.005596
V1615          : 0.006542
V1616          : 0.005611
V1617          : 0.005610
V1618          : -0.000752
V1619          : 0.006067
V1620          : -0.000000
V1621          : 0.003440
V1622          : 0.001233
V1623          : 0.004819
V1624          : 0.000530
V1625          : 0.005644
V1626          : -0.005918
V1627          : -0.008592
V1628          : -0.006635
V1630          : 0.003332
V1631          : 0.005663
V1633          : 0.005008
V1634          : 0.004141
V1636          : 0.005470
V1637          : 0.001472
V1638          : -0.001853
V1639          : 0.005683
V1640          : -0.001759
V1641          : 0.005198
V1642          : 0.006305
V1643          : 0.006474
V1644          : 0.005435
V1645          : 0.005494
V1646          : 0.004329
V1647          : -0.000180
V1648          : -0.004834
V1649          : -0.002630
V1650          : 0.005048
V1651          : -0.003659
V1652          : 0.005658
V1653          : 0.003625
V1655          : -0.002043
V1656          : 0.004937
V1660          : 0.006815
V1661          : 0.004761
V1662          : 0.005667
V1663          : 0.006087
V1664          : 0.006740
V1666          : 0.004823
V1668          : -0.002719
V1669          : 0.003092
V1670          : -0.003767
V1671          : 0.006423
V1672          : 0.006044
V1673          : 0.005011
V1674          : 0.004118
V1676          : 0.005729
V1677          : 0.005924
V1678          : 0.005576
V1680          : 0.005721
V1681          : 0.005345
V1683          : 0.005607
V1684          : -0.004272
V1685          : 0.005727
V1687          : 0.000929
V1689          : 0.004863
V1690          : 0.005395
V1692          : 0.002456
V1694          : 0.004035
V1695          : 0.005788
V1697          : 0.005495
V1698          : 0.005594
V1699          : 0.002890
V1700          : -0.001239
V1702          : 0.007088
V1703          : 0.005732
V1705          : 0.005921
V1707          : 0.005482
V1708          : 0.006167
V1709          : 0.005799
V1710          : 0.006177
V1711          : 0.004858
V1712          : -0.000000
V1713          : 0.005379
V1714          : 0.004588
V1715          : 0.003592
V1716          : 0.005905
V1717          : 0.004857
V1718          : 0.003054
V1719          : 0.001653
V1721          : 0.006964
V1722          : 0.003967
V1723          : 0.004283
V1724          : 0.004592
V1725          : -0.006027
