custom_lambda_0.0018 Coefficients
==================================================
Bias Term      : -0.005616
V273           : -0.000025
V274           : 0.005738
V275           : 0.005911
V276           : 0.005172
V278           : 0.003061
V279           : 0.005681
V280           : 0.005823
V283           : 0.005511
V284           : 0.006050
V285           : 0.000992
V286           : -0.006875
V287           : -0.003498
V289           : -0.004234
V290           : -0.002797
V293           : 0.006106
V294           : 0.005716
V295           : 0.005897
V297           : 0.005148
V298           : 0.000531
V299           : 0.005844
V300           : 0.005873
V301           : 0.003133
V302           : 0.004489
V304           : 0.001527
V305           : 0.002882
V310           : 0.005721
V313           : -0.002038
V314           : 0.004859
V315           : 0.004860
V316           : 0.005747
V317           : -0.001429
V319           : 0.006353
V320           : -0.003005
V322           : -0.004711
V325           : 0.005561
V326           : -0.005056
V327           : 0.006772
V329           : 0.007625
V331           : 0.000845
V334           : 0.005070
V335           : -0.004387
V336           : 0.005120
V337           : 0.005658
V339           : 0.003879
V340           : -0.004784
V341           : 0.005443
V342           : 0.005481
V343           : 0.002130
V344           : -0.001706
V345           : 0.005185
V346           : 0.002018
V348           : 0.005589
V349           : 0.002632
V350           : 0.004545
V353           : 0.005504
V356           : 0.004804
V357           : 0.005387
V358           : 0.003194
V360           : 0.005561
V361           : 0.005862
V362           : 0.001474
V364           : 0.005585
V366           : 0.005509
V367           : 0.005821
V368           : 0.004258
V369           : 0.005711
V370           : -0.003038
V373           : 0.005993
V374           : 0.005774
V375           : 0.004126
V377           : -0.005332
V378           : 0.005251
V379           : 0.004164
V383           : -0.005660
V384           : 0.000742
V385           : 0.006116
V387           : 0.004467
V388           : 0.001788
V389           : 0.000982
V390           : 0.004428
V391           : 0.003397
V392           : 0.004169
V393           : -0.000905
V394           : 0.005759
V395           : 0.003342
V396           : -0.005073
V397           : 0.005672
V399           : 0.006515
V400           : 0.006831
V404           : 0.004853
V405           : 0.000509
V406           : 0.004265
V407           : 0.009371
V408           : 0.008348
V409           : -0.005804
V410           : 0.005810
V411           : 0.005666
V412           : 0.003872
V413           : -0.000864
V414           : 0.005973
V415           : 0.006032
V416           : -0.004762
V417           : 0.003751
V419           : -0.000515
V420           : 0.006476
V421           : 0.003441
V422           : -0.001403
V424           : 0.006150
V425           : 0.004362
V428           : -0.001738
V430           : 0.001608
V435           : 0.004140
V437           : 0.005823
V442           : 0.004532
V443           : 0.005297
V444           : 0.002810
V445           : 0.002654
V446           : 0.003282
V448           : 0.000913
V449           : 0.004332
V450           : 0.006132
V451           : 0.001034
V452           : 0.000994
V453           : 0.005463
V456           : 0.005745
V459           : 0.005651
V460           : 0.002211
V461           : 0.000047
V462           : 0.005696
V463           : 0.003212
V464           : 0.005612
V466           : -0.002497
V467           : -0.004321
V469           : -0.001858
V471           : 0.006120
V472           : 0.005595
V473           : 0.005489
V475           : 0.002967
V477           : 0.004674
V479           : 0.004658
V480           : 0.003351
V481           : 0.001458
V482           : 0.004740
V483           : 0.002009
V484           : 0.006075
V485           : 0.005448
V486           : -0.003496
V489           : 0.004734
V490           : 0.005684
V491           : 0.003675
V492           : 0.005361
V493           : 0.006339
V494           : 0.003805
V496           : 0.006454
V498           : -0.003631
V499           : -0.006130
V500           : 0.005689
V501           : -0.008379
V502           : 0.005851
V504           : -0.001984
V505           : 0.005211
V506           : 0.003347
V507           : 0.005519
V508           : 0.005956
V509           : 0.005687
V512           : 0.001104
V513           : 0.005947
V514           : 0.004899
V517           : 0.005196
V519           : 0.005873
V521           : 0.005777
V522           : 0.004691
V523           : 0.004546
V524           : -0.004702
V525           : 0.004354
V528           : 0.005731
V529           : -0.000817
V530           : -0.004438
V531           : -0.005789
V532           : 0.002856
V533           : 0.006001
V534           : 0.004393
V537           : 0.005981
V539           : 0.004829
V540           : -0.004629
V542           : 0.006097
V543           : 0.005391
V544           : 0.002776
V545           : 0.002536
V547           : 0.001571
V548           : 0.005678
V549           : 0.003331
V550           : -0.001890
V556           : 0.001236
V557           : 0.004173
V558           : 0.000424
V559           : -0.002650
V560           : -0.003506
V561           : 0.004166
V562           : 0.005471
V563           : 0.004816
V564           : 0.004329
V565           : -0.003770
V567           : 0.005514
V568           : 0.005678
V571           : 0.005557
V572           : 0.005831
V573           : 0.005322
V574           : 0.004447
V575           : 0.005693
V576           : 0.005906
V577           : 0.005129
V578           : 0.005723
V579           : 0.003402
V580           : 0.005634
V582           : 0.005501
V583           : 0.005993
V585           : 0.004764
V587           : 0.006162
V589           : 0.000226
V590           : -0.005096
V591           : -0.004284
V592           : 0.004975
V594           : 0.005659
V595           : 0.006282
V597           : 0.001906
V598           : -0.000420
V600           : 0.004402
V602           : 0.003227
V603           : 0.005776
V604           : 0.005625
V605           : 0.004077
V606           : 0.005783
V608           : 0.000200
V610           : 0.002408
V611           : 0.005141
V612           : -0.002490
V613           : 0.003401
V614           : 0.006023
V615           : 0.005828
V616           : 0.005981
V617           : 0.005438
V618           : -0.004538
V619           : 0.005440
V622           : 0.003231
V623           : 0.006141
V624           : 0.006002
V625           : 0.004800
V626           : 0.005331
V627           : 0.005385
V628           : 0.005212
V629           : -0.000468
V630           : -0.003039
V631           : 0.005943
V632           : 0.004416
V633           : -0.004762
V634           : 0.005684
V635           : 0.004424
V636           : 0.005566
V637           : 0.006368
V638           : 0.005998
V639           : 0.005909
V640           : 0.005602
V642           : 0.005305
V643           : 0.005702
V645           : 0.000930
V646           : 0.003546
V648           : 0.005386
V649           : 0.005993
V650           : 0.004741
V651           : -0.002568
V652           : 0.006055
V653           : 0.003677
V659           : 0.005665
V660           : 0.005654
V661           : 0.005896
V662           : 0.006449
V663           : 0.004400
V664           : -0.001303
V666           : -0.003199
V667           : 0.004343
V669           : 0.005769
V670           : -0.005694
V671           : 0.002078
V672           : 0.005713
V673           : 0.005291
V674           : 0.006084
V675           : 0.006067
V677           : 0.005643
V678           : 0.005948
V679           : 0.003186
V680           : 0.005856
V681           : 0.005828
V682           : -0.001262
V683           : 0.001286
V684           : 0.005871
V686           : 0.006414
V687           : 0.005199
V688           : 0.002772
V689           : -0.002920
V690           : 0.005816
V691           : 0.004681
V692           : 0.004416
V693           : 0.005615
V694           : 0.000186
V696           : 0.003030
V697           : 0.003867
V698           : -0.003639
V699           : 0.005818
V700           : -0.000486
V702           : -0.003005
V703           : 0.005358
V704           : -0.003569
V707           : 0.005930
V708           : -0.005905
V709           : 0.000435
V710           : 0.001166
V711           : 0.004811
V712           : 0.004075
V713           : 0.005492
V715           : 0.005969
V716           : 0.006735
V719           : 0.006127
V720           : -0.003822
V722           : 0.005878
V723           : -0.001941
V728           : -0.000045
V729           : -0.001169
V730           : -0.004050
V731           : 0.006065
V735           : 0.006095
V739           : -0.002667
V741           : 0.005376
V744           : 0.005359
V745           : 0.005658
V747           : 0.005256
V748           : 0.004983
V749           : 0.004711
V752           : 0.005612
V753           : 0.004325
V754           : 0.005874
V755           : -0.001127
V756           : 0.004819
V757           : -0.005048
V758           : 0.006306
V759           : 0.005991
V760           : 0.000414
V762           : 0.004882
V763           : 0.005910
V764           : 0.003599
V766           : 0.005067
V768           : 0.004683
V769           : 0.006179
V770           : -0.000994
V771           : 0.004708
V772           : -0.005498
V774           : 0.005892
V775           : 0.005952
V776           : 0.004928
V777           : 0.006794
V778           : 0.005711
V780           : 0.006262
V781           : -0.004100
V782           : 0.005509
V783           : 0.004659
V785           : 0.005963
V786           : 0.005634
V788           : 0.005857
V790           : 0.004447
V791           : 0.005572
V793           : -0.002354
V794           : 0.005528
V795           : -0.000000
V796           : -0.000246
V797           : -0.004536
V798           : 0.006228
V800           : 0.004647
V801           : -0.004438
V803           : 0.003456
V806           : 0.005730
V807           : 0.002462
V808           : 0.001665
V809           : 0.005860
V810           : 0.005517
V811           : -0.004854
V813           : -0.003857
V814           : -0.000734
V815           : 0.005905
V816           : 0.005857
V819           : 0.005314
V822           : -0.002363
V823           : -0.001979
V825           : 0.005681
V826           : 0.005919
V827           : 0.005735
V828           : 0.005885
V829           : 0.006132
V831           : 0.001990
V832           : 0.004864
V833           : 0.004094
V834           : 0.003554
V836           : 0.002414
V837           : 0.005607
V839           : 0.005484
V842           : 0.005202
V843           : 0.004628
V844           : 0.004787
V845           : 0.004443
V846           : 0.003306
V849           : -0.003482
V850           : 0.004997
V851           : 0.004879
V853           : 0.005863
V854           : -0.003999
V856           : -0.000662
V857           : 0.005608
V859           : 0.005311
V860           : 0.005992
V861           : 0.005029
V862           : 0.006155
V863           : 0.004962
V864           : 0.005195
V865           : 0.005552
V867           : 0.001736
V871           : 0.002965
V872           : 0.005522
V873           : 0.000481
V874           : -0.001610
V875           : 0.005537
V876           : 0.004378
V877           : 0.005475
V878           : 0.001244
V880           : 0.005962
V883           : 0.005775
V885           : 0.005943
V886           : 0.005173
V887           : 0.005153
V888           : 0.006332
V889           : 0.005984
V890           : 0.005831
V892           : 0.005353
V893           : 0.005869
V894           : -0.001715
V895           : 0.005886
V896           : 0.005991
V897           : -0.004536
V898           : 0.002366
V899           : 0.004977
V900           : 0.005730
V903           : 0.005320
V904           : 0.005657
V905           : 0.004768
V906           : 0.005960
V907           : -0.000396
V910           : 0.005176
V911           : 0.006177
V913           : 0.005867
V914           : 0.005782
V916           : 0.005961
V917           : 0.001632
V918           : 0.004272
V920           : -0.006285
V921           : -0.004666
V922           : 0.001143
V925           : 0.005920
V926           : 0.006665
V927           : 0.002376
V928           : 0.005662
V929           : -0.005546
V930           : 0.005029
V931           : -0.000452
V933           : 0.005723
V934           : -0.003488
V935           : -0.004054
V936           : 0.004133
V937           : 0.006005
V938           : 0.005081
V939           : -0.004987
V940           : -0.006510
V941           : 0.005663
V942           : -0.000440
V943           : -0.004058
V944           : 0.005603
V945           : -0.002010
V946           : 0.006255
V947           : 0.005854
V948           : 0.005031
V949           : -0.003798
V950           : 0.004148
V951           : 0.003779
V952           : -0.003391
V953           : -0.000179
V954           : 0.006386
V956           : -0.005985
V957           : 0.004339
V961           : 0.005794
V963           : 0.003174
V964           : 0.005830
V965           : 0.005364
V966           : 0.004705
V967           : 0.006016
V968           : 0.006764
V969           : 0.005783
V970           : 0.003973
V972           : 0.006457
V974           : 0.005000
V975           : 0.005508
V976           : -0.000066
V977           : 0.005816
V978           : 0.005975
V979           : 0.005777
V982           : 0.003571
V984           : 0.005731
V985           : -0.000492
V986           : -0.002329
V987           : 0.002795
V988           : 0.005581
V989           : 0.005544
V990           : 0.004144
V991           : -0.003084
V992           : 0.005882
V993           : 0.006041
V994           : 0.004307
V995           : 0.000905
V996           : 0.005902
V997           : -0.002575
V998           : 0.004550
V999           : 0.005597
V1000          : -0.000328
V1001          : 0.005366
V1002          : 0.005709
V1003          : 0.005713
V1005          : 0.005466
V1006          : -0.004254
V1007          : 0.006010
V1008          : 0.005159
V1009          : 0.002085
V1010          : 0.005064
V1011          : 0.005794
V1012          : 0.006024
V1013          : 0.005968
V1014          : 0.003615
V1015          : -0.008233
V1016          : -0.008909
V1017          : 0.000191
V1018          : -0.009436
V1019          : -0.001832
V1020          : 0.005976
V1022          : 0.003949
V1023          : 0.005014
V1024          : 0.004690
V1025          : -0.000000
V1026          : -0.014973
V1027          : 0.005427
V1028          : 0.002727
V1029          : 0.004553
V1030          : 0.004363
V1031          : 0.005249
V1032          : 0.005101
V1033          : 0.005242
V1035          : 0.003056
V1036          : 0.006087
V1037          : 0.006072
V1038          : -0.004046
V1041          : 0.001686
V1043          : 0.005867
V1044          : 0.004715
V1046          : 0.003825
V1047          : 0.005919
V1048          : -0.004817
V1049          : 0.005477
V1050          : 0.004081
V1052          : -0.004788
V1054          : 0.006235
V1055          : 0.006264
V1056          : 0.005602
V1057          : 0.005318
V1058          : 0.006020
V1059          : 0.006224
V1060          : 0.004529
V1061          : 0.004611
V1062          : -0.000917
V1063          : 0.005979
V1064          : -0.004966
V1065          : -0.002576
V1066          : 0.005643
V1070          : -0.004518
V1071          : 0.005976
V1072          : -0.001429
V1073          : 0.000058
V1075          : -0.004203
V1076          : -0.000368
V1077          : -0.001147
V1078          : 0.003936
V1080          : 0.005609
V1082          : 0.000047
V1084          : 0.005585
V1085          : -0.004666
V1086          : 0.004281
V1087          : -0.001263
V1089          : 0.005471
V1091          : -0.004212
V1093          : 0.004862
V1094          : 0.000677
V1095          : 0.005545
V1096          : 0.005501
V1099          : -0.003375
V1101          : -0.002528
V1102          : 0.006035
V1104          : 0.005202
V1105          : 0.006064
V1106          : 0.005341
V1107          : 0.004294
V1108          : 0.005986
V1109          : 0.001749
V1110          : 0.004094
V1114          : -0.001145
V1115          : 0.004694
V1116          : 0.005764
V1117          : 0.005658
V1118          : 0.005853
V1119          : 0.005621
V1120          : 0.000930
V1121          : 0.005617
V1122          : 0.006045
V1123          : 0.005277
V1124          : -0.005201
V1126          : 0.005862
V1127          : 0.005129
V1128          : 0.005359
V1130          : 0.005530
V1131          : 0.005799
V1132          : 0.002667
V1134          : 0.005855
V1136          : 0.002769
V1137          : 0.006681
V1138          : 0.004756
V1139          : 0.000000
V1140          : -0.008236
V1141          : -0.000689
V1142          : 0.005878
V1144          : 0.005774
V1145          : 0.005613
V1147          : -0.002703
V1148          : 0.004593
V1149          : 0.005045
V1150          : 0.006166
V1151          : 0.003875
V1152          : 0.005670
V1153          : 0.005572
V1154          : 0.005786
V1156          : 0.004952
V1157          : 0.005865
V1158          : 0.005635
V1159          : 0.006256
V1160          : -0.001387
V1162          : 0.005240
V1163          : 0.005856
V1164          : 0.004562
V1165          : 0.005559
V1168          : 0.005090
V1169          : -0.000929
V1170          : -0.006102
V1171          : 0.005799
V1172          : -0.001682
V1173          : 0.005417
V1174          : 0.006015
V1176          : 0.002503
V1178          : 0.005491
V1179          : -0.003635
V1181          : 0.004494
V1182          : 0.006093
V1183          : 0.004749
V1184          : 0.004685
V1185          : 0.005345
V1186          : -0.008983
V1187          : 0.004834
V1188          : -0.007802
V1190          : -0.002512
V1191          : -0.002031
V1193          : 0.002309
V1197          : 0.006282
V1201          : 0.005980
V1204          : 0.004167
V1205          : 0.003255
V1206          : 0.006792
V1208          : 0.005615
V1209          : 0.005495
V1210          : 0.006008
V1211          : 0.006104
V1212          : -0.003106
V1213          : 0.005437
V1214          : 0.005052
V1215          : 0.006601
V1216          : 0.003814
V1218          : 0.005623
V1220          : 0.005455
V1221          : -0.003882
V1222          : 0.005663
V1223          : 0.005927
V1224          : 0.003292
V1225          : 0.005199
V1226          : -0.001564
V1227          : 0.000465
V1228          : 0.002087
V1229          : -0.003872
V1230          : 0.000902
V1232          : 0.004992
V1233          : 0.007205
V1234          : 0.005822
V1236          : 0.004888
V1237          : 0.005795
V1238          : 0.005656
V1239          : 0.005600
V1240          : 0.001806
V1241          : 0.006190
V1242          : 0.000587
V1243          : 0.004147
V1244          : -0.004066
V1245          : 0.000391
V1246          : -0.005600
V1247          : -0.005364
V1248          : 0.004347
V1249          : 0.005625
V1250          : 0.005494
V1251          : 0.006098
V1252          : -0.003536
V1253          : 0.005923
V1254          : 0.005891
V1255          : -0.003437
V1256          : 0.001433
V1258          : 0.005875
V1262          : 0.003029
V1264          : -0.003745
V1265          : 0.000087
V1266          : 0.008039
V1267          : 0.003678
V1270          : 0.005642
V1271          : 0.005945
V1272          : 0.005745
V1273          : 0.005836
V1275          : 0.005662
V1276          : 0.005674
V1280          : 0.005884
V1281          : 0.004562
V1282          : -0.002557
V1283          : 0.005716
V1284          : 0.005716
V1285          : 0.005441
V1286          : -0.001354
V1288          : 0.000290
V1290          : 0.005849
V1291          : 0.005501
V1292          : 0.002632
V1293          : 0.005809
V1294          : -0.007316
V1297          : -0.004632
V1298          : 0.005754
V1299          : 0.006072
V1300          : 0.005636
V1301          : 0.003623
V1302          : 0.002648
V1303          : 0.005868
V1304          : 0.004882
V1305          : 0.004690
V1307          : 0.005603
V1309          : 0.006134
V1310          : 0.005616
V1311          : 0.004081
V1312          : 0.001976
V1313          : -0.005518
V1314          : -0.003995
V1315          : 0.004356
V1316          : -0.006050
V1317          : 0.003667
V1318          : 0.005981
V1320          : -0.003436
V1322          : -0.008154
V1324          : 0.005048
V1325          : 0.005175
V1327          : 0.003680
V1328          : 0.000411
V1329          : 0.004261
V1330          : 0.005700
V1331          : 0.000798
V1333          : -0.004397
V1334          : 0.005647
V1335          : 0.004285
V1336          : 0.004861
V1337          : -0.006458
V1338          : 0.006339
V1340          : 0.002721
V1341          : 0.005371
V1343          : 0.005510
V1344          : 0.005925
V1345          : 0.006346
V1346          : 0.000074
V1347          : 0.006010
V1348          : 0.005426
V1349          : 0.005935
V1350          : 0.005892
V1351          : -0.003450
V1352          : -0.000268
V1353          : 0.005812
V1354          : 0.004925
V1355          : 0.004724
V1356          : 0.005353
V1357          : 0.005632
V1358          : 0.006138
V1359          : 0.003695
V1361          : 0.004188
V1362          : 0.004505
V1363          : -0.002887
V1364          : 0.002874
V1365          : -0.001933
V1367          : 0.003260
V1368          : 0.000687
V1369          : 0.005998
V1370          : 0.005897
V1371          : 0.005944
V1372          : -0.001382
V1373          : 0.005883
V1374          : -0.008448
V1376          : 0.002035
V1377          : 0.005732
V1378          : -0.000069
V1379          : 0.001490
V1380          : -0.004822
V1381          : 0.004698
V1382          : 0.005721
V1383          : 0.005583
V1384          : 0.000130
V1385          : 0.001756
V1386          : -0.000453
V1387          : 0.005268
V1388          : 0.005188
V1389          : 0.005786
V1390          : -0.001010
V1391          : 0.003426
V1393          : -0.006087
V1394          : -0.000484
V1395          : 0.005089
V1396          : 0.003712
V1397          : 0.004818
V1398          : 0.005564
V1399          : 0.005484
V1401          : 0.003786
V1402          : 0.007304
V1403          : 0.005812
V1404          : 0.005660
V1407          : 0.007541
V1408          : 0.000340
V1409          : 0.005586
V1411          : -0.004615
V1413          : 0.005627
V1414          : 0.004941
V1415          : 0.005104
V1416          : 0.005798
V1417          : 0.005739
V1418          : -0.004267
V1419          : -0.004628
V1421          : 0.005792
V1422          : 0.001043
V1423          : 0.001455
V1425          : 0.005600
V1426          : 0.005748
V1427          : 0.005680
V1429          : -0.000270
V1431          : 0.003748
V1432          : 0.004410
V1433          : 0.005875
V1437          : 0.005670
V1438          : 0.004492
V1439          : 0.004705
V1440          : 0.006825
V1441          : 0.004455
V1445          : 0.005872
V1446          : -0.003879
V1448          : 0.007196
V1449          : 0.005936
V1452          : -0.006752
V1453          : 0.003776
V1454          : 0.005477
V1455          : -0.001445
V1456          : -0.003082
V1457          : 0.004714
V1458          : -0.005129
V1459          : 0.005620
V1460          : 0.005992
V1461          : 0.002782
V1462          : -0.002844
V1464          : -0.006020
V1465          : -0.004723
V1466          : 0.001256
V1467          : 0.006555
V1468          : 0.005149
V1469          : 0.005839
V1470          : 0.006363
V1471          : -0.007300
V1472          : 0.000563
V1474          : -0.004657
V1478          : 0.005813
V1479          : 0.004595
V1480          : 0.006299
V1481          : 0.005224
V1482          : 0.005818
V1483          : 0.004904
V1484          : 0.005404
V1486          : 0.005496
V1487          : 0.004591
V1488          : 0.007934
V1489          : -0.001753
V1491          : 0.006502
V1492          : 0.005723
V1493          : 0.005898
V1494          : 0.005748
V1495          : -0.002368
V1496          : 0.001891
V1497          : -0.003989
V1498          : 0.003522
V1499          : 0.004795
V1501          : -0.001809
V1502          : 0.006433
V1503          : 0.002260
V1504          : 0.005783
V1505          : -0.001910
V1506          : 0.003355
V1507          : 0.005873
V1508          : 0.002273
V1509          : 0.002189
V1510          : 0.001578
V1512          : -0.002841
V1513          : 0.006189
V1514          : 0.005847
V1515          : 0.006243
V1516          : -0.000505
V1517          : 0.001088
V1519          : 0.005026
V1520          : -0.008882
V1521          : 0.005682
V1522          : 0.005552
V1523          : 0.005925
V1524          : 0.006355
V1525          : 0.003283
V1526          : 0.005251
V1527          : 0.002846
V1528          : 0.005713
V1529          : 0.005852
V1531          : 0.005805
V1533          : 0.005465
V1534          : 0.000196
V1535          : 0.005010
V1536          : -0.005098
V1537          : -0.001090
V1538          : 0.005594
V1539          : 0.005087
V1540          : -0.009468
V1541          : 0.005820
V1542          : 0.004932
V1543          : 0.005057
V1544          : 0.006432
V1545          : 0.003356
V1548          : 0.005510
V1549          : 0.002602
V1550          : 0.005633
V1551          : 0.006067
V1553          : -0.002639
V1554          : 0.005419
V1555          : -0.003721
V1556          : -0.005688
V1557          : 0.005970
V1558          : 0.005814
V1559          : 0.005086
V1560          : 0.004361
V1562          : 0.003123
V1564          : 0.004930
V1565          : -0.009725
V1566          : 0.004683
V1567          : 0.005636
V1568          : 0.005997
V1569          : -0.004869
V1570          : 0.006903
V1571          : 0.005517
V1572          : 0.005875
V1573          : -0.002505
V1574          : 0.005558
V1575          : -0.002387
V1576          : 0.004746
V1577          : 0.005573
V1578          : 0.004487
V1580          : -0.006134
V1581          : -0.004169
V1582          : -0.000010
V1583          : 0.004988
V1584          : -0.000237
V1585          : 0.006130
V1586          : -0.003100
V1587          : 0.005500
V1588          : -0.003323
V1589          : 0.000439
V1590          : -0.004172
V1591          : 0.005983
V1592          : 0.004196
V1593          : 0.005132
V1594          : 0.003758
V1595          : 0.005712
V1596          : 0.001287
V1597          : 0.005731
V1598          : 0.000161
V1599          : -0.000536
V1600          : 0.005909
V1601          : 0.005437
V1604          : 0.005009
V1605          : 0.005793
V1606          : 0.004173
V1607          : 0.005838
V1608          : 0.005426
V1609          : 0.004762
V1610          : 0.005869
V1611          : -0.002494
V1613          : 0.002517
V1614          : 0.005751
V1615          : 0.006760
V1616          : 0.005785
V1617          : 0.005787
V1618          : -0.000958
V1619          : 0.006314
V1620          : -0.000486
V1621          : 0.003799
V1622          : 0.001555
V1623          : 0.005060
V1624          : 0.000958
V1625          : 0.005819
V1626          : -0.006492
V1627          : -0.009127
V1628          : -0.006869
V1630          : 0.003623
V1631          : 0.005821
V1633          : 0.005265
V1634          : 0.004414
V1636          : 0.005636
V1637          : 0.001790
V1638          : -0.002059
V1639          : 0.005825
V1640          : -0.002169
V1641          : 0.005497
V1642          : 0.006548
V1643          : 0.006731
V1644          : 0.005602
V1645          : 0.005663
V1646          : 0.004563
V1647          : -0.000269
V1648          : -0.005510
V1649          : -0.002844
V1650          : 0.005247
V1651          : -0.003757
V1652          : 0.005819
V1653          : 0.003912
V1655          : -0.002106
V1656          : 0.005182
V1660          : 0.007021
V1661          : 0.004927
V1662          : 0.005813
V1663          : 0.006376
V1664          : 0.006973
V1666          : 0.005086
V1668          : -0.002754
V1669          : 0.003411
V1670          : -0.003934
V1671          : 0.006667
V1672          : 0.006317
V1673          : 0.005289
V1674          : 0.004384
V1676          : 0.005912
V1677          : 0.006080
V1678          : 0.005815
V1680          : 0.005936
V1681          : 0.005484
V1683          : 0.005791
V1684          : -0.004355
V1685          : 0.005908
V1687          : 0.001035
V1689          : 0.005018
V1690          : 0.005589
V1692          : 0.002742
V1694          : 0.004299
V1695          : 0.005958
V1697          : 0.005713
V1698          : 0.005793
V1699          : 0.003401
V1700          : -0.001491
V1702          : 0.007388
V1703          : 0.005900
V1705          : 0.006120
V1707          : 0.005636
V1708          : 0.006386
V1709          : 0.006081
V1710          : 0.006678
V1711          : 0.005104
V1712          : -0.000101
V1713          : 0.005605
V1714          : 0.004864
V1715          : 0.003747
V1716          : 0.006051
V1717          : 0.005175
V1718          : 0.003424
V1719          : 0.001978
V1721          : 0.007199
V1722          : 0.004358
V1723          : 0.004629
V1724          : 0.004811
V1725          : -0.006335
